Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
قرطة فاشلين مجمعين عاملين تلفزيونات هه,High,derogatory and sarcastic,colloquial and insulting,dismissive,"قرطة, فاشلين, هه"
ده بسبب إن عقود إعادة الإعمار مغرية ومربحة جدا. أردوغان راشق فى أى مصلحة وخلاص,Medium,informal,colloquial and critical,negative,"راشق, مصلحة"
طيب ملعبه رأس حربة كيف تبغى مستواه يتحسن,Low,conversational,casual,neutral,none
أيظنون أننا غير مناسبين حقا أم كسولين جدا لإيقافهم؟,Medium,questioning and confrontational,derogatory and skeptical,negative,"غير مناسبين, كسولين"
لا يمكنك شراء كل شيء على أمازون؛ العديد من الأشخاص قد يكونون غير قادرين على استخدامه.,Low,informative,neutral,neutral,غير قادرين
فلسطيني شو بيطلع يعني كم سنة وبيسترزق في قناة الجزيرة وبيتاجر في القضية😂👞,High,derogatory and sarcastic,informal and disrespectful,mocking,"بيسترزق, بيتاجر, 😂👞"
انت شيعية لا تتلزقي فينا حركاتكم مكشوفه,High,accusatory and dismissive,derogatory and exclusionary,hostile,"تتلزقي, مكشوفه"
حسبي الله عليك يا بيريز ليل و نهار هذا اللي اقدر اقول,Medium,angry,emotional and accusatory,negative,حسبي الله عليك
كل الصحف اللي ارسلتها ناقله لكلام صحفية هارتس يعني مافي شيء منهم ، اذا مو متأكد ابحث عنها وبتعرف,Medium,informative and slightly condescending,colloquial and dismissive,skeptical,ناقلة،  مافي شيء
جوارديولا بيقولك واضح اننا مش هنجيب مهاجم الموسم دا، طاب ما الموسم خلص متشتغلناش,Low,ironic,colloquial,frustration,متشتغلناش (don't make fools of us)
خاف ربك ،ايش هذي المراجل الي ع ضهر بنيه ياعزتيلك انت,Medium,informal,critical and cautionary,disapproval,خاف ربك
مدرب ساذج اذا يبي فيدال يساند سواريز ليه مابدا ب غريزمان وراكي بدل روبيرتو 🤷🏾‍♂️,Medium,critical,informal,negative,ساذج
عايزين تنهبوا المقيمين وخلاص,High,accusatory,aggressive and colloquial,hostile,"تنهبوا, خلاص"
بس يا رجل,Medium,dismissive,informal,impatient,none
العرب اتقدمو وبقوا فاسدين 😋 😋,High,derogatory,insulting,negative,فاسدين
اليس هم نفسهم الي ارسلهم أردوغان لليبيا واليس هم نفسهم من ارسلهم لقتل الاكراد والعراقيي…,High,accusatory,provocative and inflammatory,negative,"قتل, الاكراد, العراقيي"
ما يحصل في الملعب مسؤليه الحكم واذا كان اللاعب يستجيب لاي استفزاز وفهذي مشكلته,Medium,dismissive,informative,blame,"استفزاز, مشكلته"
الكبير عون ومن على شاكلته,Medium,dismissive,informal,negative,شاكلته
مالي شغل ب اعذاركم ولا لي شغل ب سبب خسارتكم اخضع واطلع برى ولا عاد تجيب سيرة…,High,aggressive,dismissive and confrontational,hostile,"اخضع, اطلع برى, ولا عاد تجيب سيرة"
ههههههههههه اسكت احسنلك من هالحكي,Medium,informal,directive and dismissive,negative,"اسكت, احسنلك"
والله بسمله صعبانه عليا تتحرم من الامتحان سنتين و ملهاش حق تدخل دور تاني و نتيجتها محجوبه بسبب شويه ناس,Medium,sympathetic,colloquial and emotional,frustration,"تتحرم, ملهاش حق, محجوبه, شويه ناس"
حاسس كأني أسمر جوا البيت الأبيض,Medium,expressive,conversational and subjective,uncomfortable,أسمر
آخ لازم انحف ولا بصير زيك,Medium,informal,derogatory and body-shaming,negative,زيك
حسنًا، توقف، سأتحدث معك.,Low,directive,informative,neutral,none
اذا قفل التويتر بتصير حياتي فاضيه يرحم امك,Medium,informal,expressive and emotional,frustration,يرحم امك
وربي انت من تويتر,Low,informal,neutral,curious,none
انت قلت ساقطات شو بدي قول بعد في وصف تاني,High,aggressive,offensive,negative,ساقطات
شركة مصرية وش ترجي منها,Medium,derisive,colloquial and dismissive,skeptical,وش ترجي منها
فاران شو في مخك نكبتنا ضد باريس في افضل مباراة لنا والحين بتنهي علينا الموسم,High,aggressive,emotional and informal,frustration,"شو في مخك, نكبتنا, بتنهي علينا"
يرحم امك مو على اساس اكل للبسس كيف صارت نومه؟؟؟؟؟؟,Medium,informal,confrontational and frustrated,annoyed,"يرحم امك, مو على اساس"
صباح الخير ، نجدد دعوتنا للفاسدين اصحاب المناصب ممن نهبوا خيرات البلاد ونقول لهم حسبي الله الى لحدكم,High,accusatory,aggressive and admonishing,angry,"الفاسدين, نهبوا, حسبي الله, لحدكم"
الحين بيجلسنا على اعصابنا شوط كامل,Low,informal,complaint and frustration,annoyance,none
مهلا، توقف.,Low,authoritative,commanding,neutral,none
الشخص الغير ذكي، ليس أنا.,Medium,defensive,informative and direct,negative,الغير ذكي
سلام عليكم وجمعة مباركة ونسأل الله العفو والمغفرة. بنظر هؤلاء الشيعي وحلال الدم والمال،ولهذا ترك…,Medium,mixed,religious and judgmental,negative,"هؤلاء الشيعي, حلال الدم والمال"
لا أحتاج لذكر كل كلمة,Low,neutral,informative,neutral,none
هذا كل ما يمكنك أن تأتي به؟,Medium,sarcastic,informative and confrontational,disapproving,none
مش أنا يعم أنت مش شايف🤣🤣,Low,casual,informal and humorous,playful,none
ههههههههههههههههههه اتعب وأنا اقول مشكلجي هذا علامه كبر مع انك قصير لان القصير دايم مشكلجي 🏃‍♀️🏃‍♀️🏃‍♀️🤣,Medium,mocking,colloquial and informal,negative,"مشكلجي, قصير, دايم مشكلجي"
افعل ما تفعله ولا تتحدث عنه,Low,assertive,directive,neutral,none
إنه شخص غير مألوف بالنسبة لعضو حزب الديمقراطيين.,Low,neutral,informative and descriptive,neutral,غير مألوف
التوراة كتاب الله بالفعل ولكن انتم واسلفكم حرفتم كلام الله.,Medium,accusatory,assertive and critical,negative,حرفتم
احس عيوني بتطلع من مكانها عشان جيوب انفية,Low,expressive,informal,discomfort,none
هناك سبب لأن أوروبا تتجه نحو الفشل، حظاً سعيداً مع ذلك.,Medium,condescending,critique,negative,الفشل
مقدر احب ادلعك,Low,casual,informal and intimate,affectionate,none
الشخص الذي يعاني من نقص عقلي لا يهتم على الإطلاق.,High,derogatory,insensitive and offensive,disrespectful,نقص عقلي
هياالعصفوره نفسها اللي قالتلي انك سمينه,Medium,informal,derogatory,negative,سمينه
كان سيكون من الجيد لو ذهب إلى آبى كان ليناسبه,Low,neutral,suggestive and neutral,constructive,none
فعلا الادارة جابت لاعبين وكانوا جيدين ولكن ليس للبرسا استعجلوا في ديمبلي اختيار غير موفق لقريزو وكوتينهو وفي…,Low,neutral,informative and critical,disapproving,"استعجلوا, اختيار غير موفق"
ماذا حدث لهؤلاء الناس الغاضبين؟,Medium,inquisitive,formal,concerned,الغاضبين
الكنافة دي اللي انت بتقولها اتكلم بأدب علشان محدش يهينك,Medium,aggressive,informal and commanding,hostile,"بتقولها, اتكلم بأدب, محدش يهينك"
يجب على شخص ما أن يخبر هذا الشخص أن اللسان الفضفاض يغرق السفن.,Medium,admonishing,advisory,critical,اللسان الفضفاض
الهاشتاج ساب المشرع، اللي طلع من العدم قرر ياخد صف محامي وشوية مثله على يوتيوب في يوم وليلة منغير,Medium,condescending,critical and informal,negative,"ساب , العدم"
الصراحة اذا ما عجبك الله يرحم امك,Medium,informal,sarcastic and dismissive,negative,الله يرحم امك
اذا الحين بالكمبيوتر كيف نتلاعب بالقرعه 😅,Medium,sarcastic,casual and playful,joking,نتلاعب
اول مرة اشوف قمر على هيئة بشر,Low,admiring,complimentary and expressive,positive,none
الناس ينشرون لماذا لا يفعل بعضهم هذا وذاك، مزعج.,Medium,frustrated,critical,annoyance,مزعج
مش اي حد يقولك بحبك يبقي بيحبك فعلا متبقاش سطحي.,Medium,advisory,informal and cautionary,critical,سطحي
قطر اختلفت مع كل المحيط العربي لأنو تحالفت مع حليفك الخامنئي ، حليف حليفك يعني حليفك كيف سياستكن ما بعرف,Medium,accusatory,critical and confrontational,negative,"اختلفت, تحالفت, سياسة"
يجب أن يكون لديك بعض الأعداء الآخرين، الآن تفعل لنفسك معروفا وتذهب.,Medium,directive,assertive,dismissive,"الأعداء, تذهب"
حقائق علمية مداعبة الحلمات تثير الشهوة عند بالمئة من الرجال,Medium,informative,scientific,neutral,none
#الهلال حارس هاوي ولاعب وسط قلب دفاع أما أن لهذا العبث ان يتوقف مايحدث في الهلال يتطلب تدخل اعضاء الشرف لإنقاذ ا…,Medium,frustrated,critical and demanding,concerned,"هاوي, العبث"
ليش بتنطرب وبتسكر لمن بتجيب سيرة هذا الشخص يا زلمي مع إن كل واحد بفش خلقو ع ذوقو حسب مفهومو ثقافتو وعقلو…,Medium,informal,colloquial,critical,"بتسكر, بفش خلقو"
والوادي مكان للأشخاص الذين يلعبون بنصف حزمة من البطاقات.,Medium,sarcastic,derogatory,negative,نصف حزمة من البطاقات
انت مثل عمك أردوغان يتكلم بالاسلام ويسمح بالدعارة ويسمح للمثلين بممارسة الرذيلة ويتاجر مع اس…,High,accusatory and derogatory,informal and offensive,critical and disrespectful,"الدعارة, الرذيلة"
شويه ناس بيتحدفوا علينا يعم 😂 💔,Medium,sarcastic,colloquial and informal,negative,بيتحدفوا
لم نكن يوما تحت الاستعمار العثماني ، بل هزمناه في معركة قرب فاس…,Low,defensive,historical and assertive,pride,none
هل كان الخطأ لترامب أن جون بوديستا كان ساذجا بما فيه الكفاية ليفتح رسالة تصيد الكتروني؟,Medium,sarcastic,inquisitive and critical,negative,ساذجا
في كل مرة تتعرض للإستغلال تأكد أن الخطأ عائد لك لا محالة ، كونك كُنت ساذج وحسن النية لأشخاص عمرهم ما كانوا يستاهلون…,High,accusatory,informative and critical,blaming,"الإستغلال, الخطأ, ساذج, لا يستاهلون"
هذا السلام الذي يتغنى يه المطبعون,Medium,critical,derogatory,negative,المطبعون
إذاً، ميركوسكي وسوليفان كانوا غير جيدين لسنوات.,Medium,critical,informative and judgmental,negative,غير جيدين
😅😂😂😂😂مهم خلاص بتوع اسكندريه بقيوا بسطين خلاص,Medium,mocking,informal and slang,sarcastic,none
أهؤلاء الأثرياء، ماذا نفعل الآن، نفرض عليهم ضرائب؟,Low,inquisitive,questioning,concerned,none
تبغى تعيش في إسرائيل روح ما حدا مانعك,Medium,dismissive,informal,hostile,ما حدا مانعك
اجل النجار يسجل عليناق,Low,informal,neutral,neutral,none
ليفا ممكن بس ايمبابي؟؟😂😂 عشان سجل هاتريك في برشلونة وكم هدف في مبتدئين فرنسا!,Medium,sarcastic,informal and critical,dismissive,مبتدئين
ع أساس هؤلاء ولدوا كفار!! هؤلاء صار لهم مسلمين منذ مئات السنين,Medium,accusatory,assertive and dismissive,contentious,كفار
الي متي سيظل العالم صامت على أعمال أردوغان في ليبيا,Medium,critical,informative and questioning,concerned,"صامت, أعمال أردوغان"
تركتني عشاني قلتلها انتي سمينة بمزح!!,Medium,sarcastic,informal,apologetic,سمينة
احذفيه افضلك,Low,directive,colloquial,advisory,none
هيا شوف بنفس الوقت اللي كهرمان قال لسنجار مابغا القصر الهطف ناره سلمت القصر لابوها,Medium,critical,informative and negative,disapproval,"الهطف, ناره"
هو كدا عرف يربي فعلا فاشلين اخر زمن,High,derogatory,informal and accusatory,negative,"فاشلين, اخر زمن"
٣ مليون إفريقي يقومون ب تشي تشي,Medium,informal,informative,derogatory,none
وانتم ماذا فعلت عمائمكم يا أحفاد الشيعة,High,provocative,derogatory and confrontational,hostile,"عمائمكم, أحفاد الشيعة"
عبدالرحمن الغامدي ورقته الرابحه وعمار الدحيم اساسي اهبط 🤣,Medium,sarcastic,informal and critical,negative,اهبط
هذا كل مايهمكم البلاد تغرق وأنتم مشغولين بمواقع التواصل,Medium,critical,informative and critical,disapproval,"تغرق, مشغولين"
اشرف وانزه من ابوك يا ابن سته وستين محترم,High,aggressive,derogatory and hostile,negative,"ابوك, ابن سته وستين محترم"
مفش منه كلام هذا ياما قلنا شكلك سمينة ومصرش شي يصير بلوك بعدها,High,derogatory,insulting and dismissive,aggressive,"سمينة, بلوك"
عيب تقارن دوري مبتدئين بجنه كره القدم,Medium,disapproving,informative and critical,negative,عيب
أزمة الموت بالأفكار هي نتيجة مباشرة لسياسة الحظر الفاسدة.,Medium,critical,assertive and accusatory,negative,"أزمة, الموت, الفاسدة"
مع ذلك، شخص بريء مثلك ربما يتجاهل الواقع.,Medium,sarcastic,informal,negative,يتجاهل
على الاقل بس يأدون يا ناس تصويتنا مايروح عالفاضي,Low,frustrated,informal,disappointed,none
اقسم بالله م قلنا بسم الله يا نادي,Medium,assertive,informative and somewhat accusatory,frustrated,م قلنا بسم الله
تقتلوا النساء وتسجنونه وتقولوا انكم يمنيون,High,aggressive,accusatory and critical,negative,"تقتلوا, تسجنونه"
اجل الاشكال هذه تفوز ما شاءالله على هيك ازمن وابوك يافساد 😡,High,sarcastic and accusatory,informative with negative connotations,disapproval and frustration,"تفوز, فساد"
مسوي نفسك غني ترا مو عيب اذا كان الواحد فقير الله يرزق من يشاء,Medium,condescending,judgmental and dismissive,critical,"مسوي, فقير"
ملاحظتك جاهلة,Medium,abrasive,derisive and critical,negative,جاهلة
والله ماالوم أردوغان يوم يبغى يعمل قيود على تويتر في تركيا🤣. من كثر مامسحوا المصري…,Medium,sarcastic,conversational and informal,critical,قيود (restrictions)
يبدو أنه يزدهر على هذه الأمور وغالبًا ما يجعل وسائل الإعلام تبدو غير حكيمة.,Medium,critical,opinionated,negative,غير حكيمة
حاجتك تغريد والله العالم قرفتك,Medium,informal,conversational and judgmental,negative,قرفتك
ما حدا احسن من حدا 🙏,Low,neutral,colloquial,neutral,none
دس السم في العسل,Medium,metaphorical,figurative,deceptive,السم
وحده سمينة.. تقول؛❗ شايله هم إذا تزوجت كيف أقول له أربعه شاورما؟ ههههههههههه ماشالت هم كيف تنحف ..,High,mocking,informal and sarcastic,negative,"سمينة, شايله هم, ماشالت هم"
نحن لسنا ساذجين تماما، نحن نعلم أنها تعمل لدى سي إن إن.,Medium,informal,defensive and assertive,suspicion,ساذجين
اليوم شفت واحد حاط نفس قطوتي قلت له غيرها لا تزعلني سلامات انا مميزه لحد يحط نفس اسمي تعبت وانا ادور شي مميز,Medium,assertive,confrontational and personal,frustrated,تزعلني، لحد يحط نفس اسمي، تعبت
لديك أيدي باردة.,Low,neutral,informative,neutral,none
#أردوغان شايف الخط اللي هناك ده ده الخط الاحمر اللي السيسى عملهولك قوم بص ماتخافش هو قال لو عديت مش لو بصيت 😂 😂😂…,Medium,sarcastic,informal and provocative,mocking,"ماتخافش, عديت"
يا إلهي، ناخبونا يصوتون لبعض الأشخاص الغير مناسبين,Medium,frustrated,critical,disapproval,الغير مناسبين
شكرا أصدقاء تويتر جعلني ما انحرم منكم هديت نفسي 😘,Low,friendly,informative and positive,appreciative,none
لقم برشلونه فريق مبتدئ والله,Medium,casual,derogatory,negative,"لقم, مبتدئ"
استمر بالبكاء يا فتى,Medium,dismissive,commanding and derogatory,mocking,"البكاء, فتى"
الحركة النسائية ليست حركة جيدة,Medium,critical,informative and negative,disapproving,ليست جيدة
دي قلة ادب جديدة ولا شنو ؟؟ ما تسوقون بهكذا افكار وأساليب تخدم اجندة بنو علمان واشباه الرجال ..,High,aggressive,derogatory and accusatory,negative,"قلة ادب, تخدم اجندة بنو علمان, واشباه الرجال"
هذول فاسدين اعطينا اخبار الفقراء والايتام والعجزهه,Medium,accusatory,informative and accusatory,negative,فاسدين
ده قصر أردوغان الجديد، عامل فيه حمام سباحة اوليمبي مسميه البحر المتوسط وقاعد عمال يحط بلوكات فيه وكاتب عليها بتاعتي,Medium,satirical,colloquial,mocking,"كيد, بتاعتي"
حان الوقت لتغيير مستوى تحملنا لهذه المواد.,Low,assertive,informative,proactive,none
العراقيين ديبينون شكد همة انانيين من خلال رفضهم لقانون يحمي العائلة كلها مو بس البنية وشكد تفكيرهم ضيق ومحدود!!,High,accusatory,informative and critical,negative,"انانيين, ضيق, محدود"
عاد يوم انك بطل وراك جبت بلطجية تقسيم يحمونك ؟,Medium,accusatory,informative and sarcastic,challenging,بلطجية
البنات الي يقولون الولد خروف ترا الخروف مايلحق إلا التبن فهمتي منك ليها😏🤭 حلفت ماحد يشكرني ياعيال😌,High,informal and sarcastic,derogatory and offensive,disrespectful,خروف، التبن
وفي سياقٍ آخر المصريين احلى واحسن ناس بالعالم,Low,positive,informative and appreciative,admiration,none
هذا الرجل لا يساعد كثيرا,Low,neutral,informative,mildly critical,none
اسكت يازلمه، ليش مش فاهم,Medium,aggressive,informal and confrontational,frustrated,اسكت
مهما اختلفت مع الاحداث والايام والناس ف #رابعه ف دا مش يديلك الحق انك ترضي باللي حصل ف اليوم دا إلا انك انسان ساذج…,Medium,disdainful,confrontational,accusatory,ساذج
المشكله من صورتك انك غير قصدي رجال من تكلم تعرف,High,disrespectful,insulting and derogatory,hostile,"المشكله, غير, رجال"
غير لطيف، غير سخي، وقح، ضيق الأفق، ناقص اللياقة.,High,harsh,derogatory,negative,"غير لطيف, غير سخي, وقح, ضيق الأفق, ناقص اللياقة"
طب ايه واحنا رحنا فين,Low,questioning,conversational,confused,none
وأنت طفل صغير وذكي,Low,positive and appreciative,complimentary,positive,none
لقد أذهلني التأكيد على أن الناخبين الأمريكيين مجرد اتباع.,Medium,critical,opinionated and slightly derogatory,negative,اتباع
ده مجمع فاشلين ده ولا ايه,Medium,informal,derisive and critical,negative,فاشلين
سافر إلى أماريلو من ألاسكا و تقدم ليتخذ قرارات سيئة,Medium,informative,narrative and critical,negative,سيئة
وعمها يقول اخوك ممرض و محافظ عن صلاته  م رح يكون متحرش و تغريدات عمها تفشللل تفكيره مره ساذج لدرجه…,Medium,critical,informative and accusatory,negative,"تغريدات عمها تفشللل, تفكيره مره ساذج"
واحنا وين رحنا؟,Low,informal,questioning and neutral,confused,none
أجل، لكن جون أذكى منك بكثير,Medium,condescending,informative and comparative,critical,أذكى منك بكثير
ومع ذلك، أعتقد أن هذا هو هوية غير ذكية.,Medium,critical,opinionated and evaluative,negative,غير ذكية
ازاي دي مش فاولل يا حكم بقى دي عالخط,Medium,frustrated,colloquial,complaint,faoul
كس اختك ما ترجع لو كنت مارق من صوب البور مش كان احسن,High,aggressive,offensive and vulgar,anger and disdain,كس اختك
لورين، عملية تفكيرك ضعيفة.,Medium,critical,disparaging,negative,ضعيفة
شوفي لا تخليني أزعلك الحين,Medium,threatening,informal and imperative,aggressive,أزعلك
بس ملزم بكل اتفاقيات أردوغان,Low,informal,informative,neutral,none
السيسى خطط البحر المتوسط بالكامل علشان يوقف أردوغان على حدوده,Medium,assertive,political and confrontational,antagonistic,"يوقف, حدوده"
قبل أن يتحدث أي منكم معارضي حقوق السلاح.,Medium,confrontational,directive and polarizing,critical,معارضي
روح لا ترجع مرة تانية,Medium,dismissive,directive and negative,hostile,لا ترجع
أنت تعلم جيداً أنني لم أفعل شيئاً.,Low,assertive,informative and neutral,defensive,none
ستيفن كوك لة بصيرة ورؤية ثاقبة في الشرق الأوسط علشانة لايطيق أردوغان 😂,Medium,informal,opinionated and subjective,casual and critical,لايطيق
بس مش كل البنات زيها كدا,Medium,informal,conversational and judgmental,critical,مش كل
انا ليش احب الاتحاد قد كذا ما شاءالله على هيك فريق,Low,admiring,informal,positive,none
ليه انت ما عندك حمام؟ او بعدك بتعملها تحت الشجرة وبتمسح بالحجرة؟! لما قلت عنك ساذج عنجد ما غل…,High,sarcastic and mocking,insulting and aggressive,negative,"ما عندك حمام, بتعملها تحت الشجرة, بتمسح بالحجرة, ساذج"
هذا لا معنى له، كما تعلمون,Low,informal,assertive,dismissive,none
مدرب ساذج وسط سيئ ودفاع شوارع,High,derogatory,informal and critical,negative,"ساذج, سيئ, شوارع"
هذا واحد قليل بحقه الشتيمة,High,derogatory,informal and offensive,hostile,قليل، الشتيمة
مش ملاحظة انك صايره سمينه مره,High,insensitive,informal,offensive,سمينه
سويت لاختي بطاقت تخرج وتعبت عليها وبالاخير قالت م ابيها وراحت تسوي لنفسها اوكي حبي😢😢💓💓,Low,informal,expressive and emotional,disappointed,none
نحن نلحق الضرر بجميع طبقات مياهنا الجوفية، يا رفاق.,Low,concerned,informative,urgency,الضرر
ان الثورة تولد من رحم الأحزان يا عالم,Low,emotional,poetic and expressive,revolutionary,الأحزان
استمتع بكونك رجلا سيئا على ما أظن,Medium,ironic,colloquial,sarcastic,سيئا
الفقراء لا يستحقون الحصول على الرعاية الصحية,High,condescending,discriminatory,disdainful,لا يستحقون
يرحم امك انت وشعرك يارب حضور,Medium,informal,directive,irritated,انت وشعرك
بجاحه وفوق دا كله مواطنين فاشلين بتطالب بتدخل فرنسا,High,aggressive,derogatory and accusatory,hostile,"بجاحه, فاشلين"
أنا أمريكي قوقازي، وهؤلاء الأشخاص الذين يواجهون تحديات معرفية لا يمثلونني بأي حال من الأحوال.,Medium,exclusionary,judgmental and biased,discriminative,لا يمثلونني
عالا فكرا خوش كيدا عالا ماوقيع الوزاره ، ، فيه حاقا تهيماك صاخصيا ايا وزارا ؟ ال خارقيا,Low,questioning,informative and neutral,inquisitive,none
لا أحد يريد أن يستمع إليه,Medium,dismissive,negative and dismissive,rejection,لا أحد يريد
ابتلشنه كل شخص قام يفتي ويتكلم عن المجتمع وعن الناس اذا بيئتك سيئة لاتعمم على الناس,Medium,accusatory,colloquial,negative,"ابتلشنه, يفتي, سيئة"
ياخوك نمزح بس انت بسيط,Medium,informal,conversational,mocking,بسيط
تعتبروننا محتلين، و ترذدوننا ان نحارب من اجل حريتكم؟ ازيدك من البيت شعرا يا,High,angry and confrontational,accusative and inflammatory,hostile,"محتلين, ترذدوننا"
تدعمون الحوثي في الخفاء وتدينون في العلن أين ذهبت مضادت الصواريخ الخاصة بكم إن كنتم…,Medium,accusatory,critical,challenging,"تدعمون, في الخفاء, مضادت الصواريخ"
دوري مبتدئين ثالث هدافين الابطال التاريخي وش يتميز عنه لوكاكو,Medium,informal,challenging and critical,adversarial,مبتدئين
انت مش شايف فريقك داج ..بلاش مجامله وتطبيل على الحكم,Medium,accusatory and sarcastic,colloquial and direct,critical,"داج, مجامله, تطبيل"
جزاك الله خير ي شيخ بريده,Low,respectful,polite and religious,gratitude,none
انا حرفيا بكيت لمن قالت لي رفيف سالفتها طيب دموعي راحت على الفاضي، حرام عليك مايضحك انك تاخذين,Medium,emotional,conversational,frustrated,"حرام عليك, مايضحك"
والواحد بعترض ليه وهو مبسوط من فاشلين عيلته,Medium,dismissive,derogatory,negative,فاشلين
انون حدك على لين اسكتي,High,aggressive,authoritative and commanding,hostile,اسكتي
إنه يعمل مع روسيا للقضاء على أمريكا وأنت لم تلاحظ,Medium,accusatory and conspiratorial,alarmist and suggestive,negative,القضاء
ليس عليك أن تؤذي عائلاتهم أكثر بالتعليق على قرارات حكمية,Medium,advisory,cautionary,critical,تؤذي
اسمه إرهابي الكره المصريه يا فشلة,High,aggressive,insulting,hostile,"إرهابي, فشلة"
جالس انتظر بلوبي لي ٤ دقايق احتري الناس يدخلون عشان يبدا الماتش ، اخر واحد دخل كان هاك ومعطيه بلوك :) ، …,Low,frustrated,informative and casual,annoyed,"هاك, بلوك"
ياعم هو إنت ما تعرفش اننا بعتنا زيارات و عاملين جسر جوى و فى مستشفى ميدانى اتعمل,Low,informative,colloquial,neutral,none
فقط الكنائس تهتم به يبدو,Medium,dismissive,informative,exclusive,لا تهتم
كلكم فاشلين بس على مستويات,High,aggressive,derogatory and critical,negative,فاشلين
شهالروج اللي داهنه فيه شفاهها استغفرالله بس من أتباع الزيدية ماعليها شر,High,disparaging,informal and critical,negative,"استغفرالله, أتباع, ماعليها شر"
حسنا، من أن نتخلص منهم إذا,Medium,assertive,decisive,negative,نتخلص
اقول لا تحتك بالاصفر الكبير الاتحاد لوحدة كبير والبقية جنبه صغار,Medium,condescending and dismissive,informative and assertive,disrespectful,صغار
مع الاسف حتى كتلنا السياسيه مسترخصه دماء العراقيين حتى مع الارهابيين مساومات,Medium,critical,condemnatory and political,negative,"مسترخصه, دماء, الارهابيين, مساومات"
احمد ربك انا اصحى من النوم المطر يخلص الله عليك 💔,Moderate,sarcastic,conversational and informal,disappointment,"الله عليك, 💔"
وماذا قدم في مشوار البطولة يا عبقرينوا سوي مباراة واحده كانت هزيمة وحيدة؟ ولكني ساحترمك,Medium,sarcastic,informative and critical,dismissive,"عبقرينوا, هزيمة"
ترامب هو شخص سيء جدًا.,Medium,negative,informative and opinionated,disapproving,سيء جدًا
بعض الناس لم يعودوا يؤمنون بالسيادة الوطنية,Low,neutral,informative,concerned,none
انتبهي ل كلامك حبيبي لا اجي أعلمك انا,Medium,aggressive,warning,threatening,"انتبهي, لا اجي أعلمك"
ههههه ٧٠ سنه والاموال والتسليح يرسل لحكومة فلسطين وياسر عرفات يرفض اي صلح لحتى ماقال له حسني مبارك وقع يا…,Medium,sarcastic,informative with a hint of mockery,critical,"يرفض, وقع يا…"
ههههههه أسكت وزحط من هون,Medium,dismissive,informal and abrasive,hostile,"أسكت, زحط"
حبيبي ،،، الله حسيبك ... اذا باعوا ارضهم كان هم اغنى اغنياء العالم ... ايش يج…,Medium,passive aggressive,colloquial and confrontational,discontent,حسيبك
شفت كيف انك غافل وقاعد تبرر لمغتصب؟,High,accusatory,informal and confrontational,hostile,"غافل, تبرر, مغتصب"
تقتلوا القتيل وتمشوا بجنازته,Medium,accusatory,figurative,critical,"تقتلوا, القتيل"
هذا أطول مني ب ٤٦ سنتمتر وأنا أشوف اللي أقصر مني ب ١٠ سنتمتر قصير أجل هذا وش يشوفني🙄,Medium,sarcastic,conversational and informal,judgmental,قصير
الناخبون غير المناسبين حقا هنا كيف يمكن تفسير القاضي ترودو على أنه رئيس الوزراء؟,Medium,questioning,critical,negative,غير المناسبين
هاربر كانت رائعة بالمقارنة معه,Low,comparative,informative,"positive towards Harper, potentially negative towards the person compared to",none
ببساطة، الأشخاص مثلك يعتبرون من الساذجين .,Medium,dismissive,confrontational,negative,الساذجين
تدخل تبغي تشوف كلام الناس وكيف بكو من الفرحه والمواقف تشوف فواتير وشحاذه ونصب,Medium,cynical,narrative and critical,negative,"شحاذه, نصب"
وينبغي أن يعزل من منصبه في أقرب وقت ممكن.,Medium,critical,informative and authoritative,negative,يعزل
لا يهمني قواعدك.,Medium,dismissive,assertive,negative,لا يهمني
اعوذ بالله من قناه العربيه والقائمون عليها يريدون ان يظهروا الناس كلهم كفار,High,accusatory,informative and aggressive,negative,اعوذ بالله كفار
هو الاسماعيلى ده فريق مبتدئ يعنى ولا ايه يعنى ماهو عادى لو المصرى راح الماتش وعداكم كلكم ما تولعوا يعنى ماهو خايف ع…,Medium,mocking,colloquial,disparaging,مبتدئ ما تولعوا خايف
عد إلى هنا يا كسول بامن تؤيد الشيوعية!,High,aggressive,confrontational and accusatory,hostile,"كسول, تؤيد الشيوعية"
نواجه موجة من السائقين العدوانيين والمستعجلين .,Medium,informative,neutral,negative,"العدوانيين, المستعجلين"
ليس هجومًا شخصيًا، أنت شخص حساس.,Medium,defensive,neutral,criticizing,حساس
إذا أتى أي من الأطفال الذين لا يحترمون الديمقراطية، فإنه سيكون استنزاف سيئ.,Medium,judgmental,critical,disapproving,"استنزاف, سيئ"
انا اقدر اقول انك بسيطة,Medium,condescending,informal and dismissive,negative,بسيطة
فصلوا الكهرباء عن باقي البلد و جيبوا لبيروت كهرباء هل فترة,Medium,adamant,directive and urgent,frustration,فصلوا
جاء رجل الى حكيم ساله كيف اصبح غنيا؟ فكان رد الحكيم ان رماه بجزمة سكتشر وقال انا لو اعرف كان ماصرت,Medium,sarcastic,colloquial and dismissive,contemptuous,"رماه بجزمة, كان ماصرت"
قطر سحبت مليارين غصب عن السيسي,Medium,hostile,confrontational,antagonistic,غصب
خلصوا الناس مالقيت الا فلسطيني تتناقش معه 🤔,Medium,dismissive,informal and colloquial,negative,مالقيت الا فلسطيني
انتهى النقااش معك الى الأبد,Medium,formal,decisive and final,negative,الأبد
