Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
ነገሮችን ቶሎ የሚረዳ ሰው አይደለም,Medium,assertive,informative,negative,ነገሮችን ቶሎ የሚረዳ ሰው አይደለም
ሌሎች በፈፀሙት ጥቃት መንግሥትን መውቀሰ አይገባም::,Medium,assertive,authoritative,critical,"ጥቃት, መውቀሰ"
እሱ ማለት ያ አበበ ግላውን ባልሰራው ስራ ስሙን ሲጠራ  የነበረው ነው አይደል?,Medium,critical,conversational and slightly accusatory,skeptical,ልማጥ
የጀግናው ጄነራል አሳምነው ጽጌ የቀብር ስነ ስርዓት ጀግና አይሞትም ሞት በአፋቸው ስለሚያወሩት ሰዎች,Low,respectful,formal,reverent,ሞት
በህግ የተከለከለንም ነገር  እንደ ምግብ ስራ ቀለል አርገህ ነው እኮ የምታስተምረው,Medium,accusatory,confrontational,disapproving,"በህግ የተከለከለን, ቀለል"
ዝም ብትል ይሻላል፡፡,Medium,dismissive,direct and imperative,harsh,ዝም
አስረዳኝ በሉት፤ የእናቴ ቀሚስ አደናቀፈኝ ይላል። ፖለቲከኛ ለመሆን የፖለቲካል ሳይንስ አዋቂ መሆን ግድ እንዳልሆነ አዉቃለሁ ነገር ግን ትንሽም ቢሆን,Low,conversational,neutral,informative,none
እረ አባ ቢያ እየቆየህ እንዲህ ክብርህን የማይመጥን ነገርን አታድርግ,Medium,reprimanding,informative and imperative,disapproving,"እንዲህ, ክብርህን የማይመጥን, አታድርግ"
ምንድነው የሚያወራው እባካችሁ? አንተ ኢትዮጵያውያንን አሁን ለጊዜው ያታለልክ መስሎህ ሊሆን ይችላል። ታሪክ ግን ይፋረድሃል።,Medium,accusatory,critical and confrontational,disapproving,"ያታለልክ, ፋረድሃል"
እሱ ያንቺ ፍላጎት ነው መብትሸ ነወ የመሰለሽን ማመን ።እኔ ግን የማምነው አምባገነን እና ወገንተኛ እንደሆነ ነው።,Medium,confrontational,informal,disapproving,"አምባገነን, ወገንተኛ"
ቆይ አንቺ ሌላ ተረት አታቂም እንዴ? በጣም እኮ ነው የሚገርመው,Medium,sarcastic and dismissive,conversational and informal,critical,"እንዴ, አታቂም"
በቴይለር ስዊፍት የተመዘገባችሁ ፡፡ ይህ ጨዋታ ነው ብለው ያስባሉ?,Low,questioning,neutral,inquisitive,none
አንተ ነገሩን በጣም እንዲዳረስ አደረከው፤የመንግስት ሜዲያን ወይንም የውጭ ጉዳይ ሚኒስቴርን ይመስል,Medium,accusatory,critical,critical,"አንተ, አደረከው"
ያንተ ፔሮል መቼ ነው የሚቆመው ፤ ያለበቂ ማስረጃ ባትፅፍ ጥሩ ነው,High,aggressive,confrontational and accusatory,negative,ያንተ፤ ፔሮል፤ ባትፅፍ
ለማ መገርሳ ስልጣን ላይ እንዳሉ ቢሆን የሦስተኛ ዲግሪያቸውን የጨረሱት የብልፅግና ሰዎች ድጋፍ ቀላል አይሆንም ነበር፡፡ለማንኛውም እንኳን ደስ ያለዎት ኦቦ ለማ ምነው ፒቼዲው ኢትዮጵያዊነትዎን በቀሰቀሰበወት,High,accusatory,derogatory and critical,negative,"በቀሰቀሰበወት, አይሆንም ነበር"
እዚህም እዛም የምናየዉና የምንሰማዉ ነገር የህግ የበላይነት ግድ ይለናል እንድንል አስገድዶናል።,Low,concerned,formal,alarmed,none
ሁለት baseless ክስ። ወይ እይ፤ ካላየህ ደግሞ ሳትመርጥ ስማና አመዛዝነህ ፍረድ። የመጣውን እንዳለ አታቅርብ,Medium,informal,critical and judgmental,disapproving,"ክስ, ወይ እይ, ሳትመርጥ, አታቅርብ"
እንደውም ጨዋ ሰው ነው። እኔ ብሆን አፈላልጌ የከፋ እርምጃ ነበር የምወስድብህ።  ነገር ማመላለስና ስርአተ-ቢስ ነት ይታይብሀል።,Medium,aggressive,confrontational,hostile,"ጨዋ, አፈላልጌ, የከፋ, ክፋት"
እናተ ሰዎች እንደዚህ ብላችሁ ስታቀርቡ አታፍሩም ለምነን አስጠይቀን ሰጠን ብትሉ የተሻለ እውነት ነበረው።,Low,informal,persuasive and hortatory,encouraging,አታፍሩም
አንድ አንድ ስው ይቅርታ፣ ፍቅር፣ ሰላም እና አንድነት እንዴት ይገበዋል? ለዚህም ነው ፍቅርን በሚሰብክ መሪ ላይ ሁከት እንዲፈጠር ያሴሩት። እንኳንም እ/ር አወጣን feeling sad,Medium,reflective and critical,analytical and neutral,discontent,ሁከት
ዛሬ ዲሞክራሲ አለባቸው የሚባሉት አገሮች በብዙ ውጣ ውረድ አልፈው ነው ለዛሬ ብልፅግና የበቁት እንጂ አሁን እንደምትለው አይደለም,Low,critical,political and analytical,skeptical,ውጣ ውረድ
ሀገርና መሪን ለይተን ማየት መቻል፡፡ የትኛውም መንግስት ቢመጣና ቢሄድ ኢትዮጵያ እንደ ሀገር ለዘላለም ምትኖር ናት።,Low,patriotic,informative,positive,none
አንተ እዉነቱን ተነግረናለህ ብለን አንጠብቅም,Medium,confrontational,accusatory,challenging,ተነግረናለህ
ጀዋር ሲፈታ ግን ደስታቸውን መቆጣጠር ሊያቅታቸው ይችላል የሚል ግምት አለ ??,Medium,speculative,analytical and neutral,cautious,አለ
ነገሩን ቀይረህ  መምጣትህ ነው የሰው ልጅ ሞት የሁሉም ሰውየሆነ በሙሉ ነው መጀመሪያ ሰው መሆን ነው ።,Low,informal,casual and conversational,reflective,ሞት
አንድ ነገር መጣል አንድ ነገር ማድነቅ አለመቻል ህይወትህን አሰልቺ ያደርገዋል,Medium,warning,cautionary and critical,negative,"አለመቻል, አሰልቺ"
እሱ ብቻ አይደለም ፤ ጌች ሥቴትመንት እየፃፈ ነው,Low,neutral,informative,neutral,none
ብሎክ ያደረከኝ ስራህን ስለምናገር ነው።,Medium,aggressive,accusatory and defensive,frustration,ብሎክ
አንተ ናትናኤል የተባልክ እንደ ሰው ጥሩ መሆን ያቃተህ,High,derisive,accusatory,negative,ያቃተህ
በዚህ ላይ የሚያሾፍ  ካለ ለራሱ ብሄር ብቻ የሚያስብና አርቆ የማያስብ ሰው ነው ሊሆን የሚችለው።,Medium,critical,informative and judgmental,disapproval,"የሚያሾፍ, ለራሱ ብሄር ብቻ የሚያስብ, አርቆ የማያስብ"
ካመንሽበት በሀሳብ አሸንፊያት።ከለቀቅሽው ደግሞ አሪፍ መረጃ ይሆናል።አንቺም ትክክል እንዳልሆንሽ ማረጋገጫ ይሆናል,Medium,derogatory,critical,disparaging,"ካመንሽበት, ከለቀቅሽው, ትክክል እንዳልሆንሽ"
የሐገሩ መሪ ምንም  የማያስብ እናንተ ያያችሁትንም አንበጣ የሚያይ ዓይን የሌለው ጆሮውም የማይሰማ  ይመስልሃል ?,High,confrontational,critical and informal,negative,"ምንም የማያስብ, አንበጣ የሚያይ ዓይን የሌለው, ጆሮውም የማይሰማ"
ጤናማ ነገሮችን ለማውራት ሞራልም ጤናውም ያለህ አትመስልም,High,derogatory,criticizing and offensive,negative,"ሞራል, ጤናውም, ማውራት"
አንተ አዛውንት ሰውዬ የልጆቸህን መሸነፍ ማመን አልቻልክም? ቆይ ታለህ,High,derogatory,accusatory and belittling,negative,"አንተ አዛውንት ሰውዬ, መሸነፍ"
ግን አንተ አልገባህም ፥ ባሃገራችን አህያ እንዃን ክብር አለው አንተ ግን አልጋበህም ክብር የለለው ደጋፊ አትሁን,High,derogatory,pejorative,disrespectful,"አህያ, ክብር የለለው, ደጋፊ አትሁን"
በንፁሀን ሞት ውስጥ እድገትን ማምጣት አይቻልም፡፡,Medium,serious,assertive and critical,negative,ንፁሀን ሞት
የአዲሳባ ፖሊስ ም/ኮሚሽነሩ ከትናንትናው የመስቀል አደባባይ ሁከት በኋላ ስማቸው ቀይራዋል ፡፡ ክልላቸውና ብሔራቸውም እንዲሁ,Medium,formal,reporting and factual,critical,"ሁከት, ቀይራዋል"
እግዚአብሄር የሚደረገውን ሁሉ እያየ ነው፤ ዝም ብለሽ ተመልከቺ,Low,admonishing,directive,cautionary,ዝም
ብዙ ሰዎች አይቻለሁ  እንዳንተ ምንም ሀሰብ  የሌለው ግን እስካሁን ኣላይሁም።,Low,critical,conversational,dismissive,ሀሰብ
እንደ አንቺ አይነት ሰው አያሳጣን። ጥሩ ሰው ከሆንሽ ያልገባሽ ነገር ውስጥ አትግቢ ይቅርብሽ።,Medium,condescending and critical,advisory and judgmental,disapproving,"አያሳጣን, ውስጥ አትግቢ"
መጀመሪያ አሜን የተጻፈው ነገር ጥሩ ነው። አንቺ ስለ ክርስትና  የጻፍሽው  ግን ትክክል አይደለም፡፡,Medium,formal,critical and reproachful,disapproving,ግን ትክክል አይደለም
ትምህርትህ የአመለካከት ብስለትህ ማሳያ ሊሆን ይገባዋል,Low,neutral,constructive,advisory,none
ሰው እየሞተ እና ኢኮኖሚው እየደቀቀ ባለበት በዚህ ሁኔታ ጠቅላይ ሚኒስቴሩ ስልጣን ላይ መቆየት የለበትም፡፡,Medium,critical,assertive and emotionally charged,disapproving,"እየሞተ, እየደቀቀ"
የምትናገረው ነገር ሰውን የሚያስከፋ ነው ፤ ስርአት የለህም,High,critical,disparaging,negative,"የሚያስከፋ, ስርአት የለህም"
ውጭ ሆኖ የሚደረግ ትግል ውጤታማ አይሆንም፡፡,Low,assertive,informative,doubtful,none
የቀድም መንግስት ከስልጣን የወረደው እኮ በህዝብ ነው።,Low,factual,declarative,neutral,none
በአንዴ ድጋፍሽን አነሳሽ? ለነገሩ የመጀመሪያሽ አይደለም ??,Medium,informal,questioning and accusatory,critical,"አነሳሽ, ለነገሩ"
አንተን ታድዮስ ታንቱ በመድረክ የሀሳብ ፍጭት በደንብ ያሳምናል። ዛሬ ላይ እንዴት እንደደረስክ ሳታምን መምጣትህን,Medium,critical,accusatory and skeptical,hostile,"ያሳምናል, መምጣትህን"
የኢትዮጲያን ስደተኞች በስር እየተሰቃዩ በሳውድ በመቶ ሺ እሚቆጠር ኢትዮጲያዊያን እየተጉዱ እናንተ ግን በሳውድ ይህን በማያሳይ ሆኔታ ነው የታያችሁት፡፡,High,accusatory and confrontational,emotive and critical,angry and disappointed,"በስር እየተሰቃዩ, እየተጉዱ, በማያሳይ"
ትንሽ ብታስተካክለው ብዬ ነው፡፡,Low,neutral,suggestive and casual,constructive,none
ለ10 አመት ተይዟል ብለክ እንዴት ልታሳምነው ትሞክራለህ,Medium,sarcastic,questioning and informal,critical,none
ትግራይ ለብቻ ነበር ? አምስት አገር ለአንድ ክልል ።,Medium,questioning and challenging,informative and critical,skeptical,ነበር
ኢትዮጵያ በታሪኳ ለፈረንጅ ዝቅ ብላ አታቅም,Medium,defensive,assertive,patriotic,ዝቅ ብላ (yield)
ከነዚህ ሰዎች  ጋር የሚኖር አንድነት የለም:: እጣፈንታችን በእጃችን ነው::,Medium,assertive,decisive,divisive,አንድነት የለም
ወጣልህ ተሳድበህ? ይኸ በምንም የማይድን በሸታ ነው የሚሆንብህ ፤ እኛ ለጤናችን ስንል አንጠላህም,Medium,sarcastic,informal and expressive,mocking,"ተሳድበህ, ማይድን, በሸታ"
አምባገነን መሪ የተቃወሙትን ሁሉ ያስራል አለ ያገሬ ሰው,High,aggressive,inflammatory,threatening,ያስራል
መንግስት ውስጡ ያሉትን እነ ስዩም ተሸመና መሰሎቹ የሚናገሩትን ልዩነትን የሚያሰፉ መረጃዎችን  ካላስቆመና ስርአት ካላስያዘ መንግስት እሳት በማጥፋት መጠመዱና ዜጋም ህይወቱን ማጣቱ ይቀጥላል፡፡,High,urgent and threatening,alarmist and accusatory,negative,"እሳት, መጠመዱ, ህይወቱን ማጣቱ"
ክልል መፈንቅለ መንግስት ሊያደርግ ይችላል? መረጃችሁን አስተካክሉ:: ሌላ ዜና ከተሰሰተ ምንጭ እየተቀበላችሁ ህዝብ አታሳስቱ,Medium,"cautionary, critical",directive and advisory,disapproving,"መፈንቅለ, አታሳስቱ"
አንድ ጊዜ ወንድ የሴት ምንትስ እና ጡት ብቻ ነው የሚያየው ትያለሽ ሌላ ጊዜ ደሞ ወንዶች የውጭ እንጂ የውስጥ ውበት አያዩም ትያለሽ,High,disparaging,derogatory,negative,"ምንትስ, ጡት, የውጭ ውበት, የውስጥ ውበት"
ፓትርያርክ ማትያስ ብልግናን ስም ማንሳትንም ለምን ተው ኣትሉትም??,Medium,questioning and potentially confrontational,interrogative,critical,ብልግና
የሰዎችን ችግርና መከራ እንደራስህ ማየትን መልመድ አለብህ,Low,advisory,directive,empathetic,"ችግር, መከራ"
ታምራት ነገራ አክራሪዎችን ከላይ እስከታች ሰብስበህ ሁለት ሰንበት ጥሩ ምክርና ስልጠና ስጥልን ።,Low,directive,motivational and advisory,encouraging,none
ሀገሬ እንዳንተ ተማኝነት በማይገባቸው ሳይሆን በእውነተኛ ልጆችዋ ታፍራና ተከብራ ትኖራለች,High,aggressive,derogatory and dismissive,hostile,ተማኝነት
ኢትዮጵያ የመፍረስ አደጋ ውስጥ ከገባች  ቆየች በጣም የሚያሰዘነኝ አንድ ሰው ለማንገስ ተብሎ ሕዝቡ ደም መቃባቱ ነው,High,emotional and accusatory,emotive and charged,negative and critical,"የመፍረስ, የሚያሰዘነኝ, ደም መቃባቱ"
ሰላሜን ክነሱት ሁህ ሳለህ ሰላም ያስፈልጋል ለምን ትለኛለህ፡፡,Medium,aggressive,confrontational,frustrated,ሁህ
ቡና ምናምን ትላለች እንዴ,Low,informal,casual and conversational,familiar,none
ይሄ ሁሉ ያበቃና የህወሀት ድብቅ ስራዎች በማስረጃ ተደግፎ ሲቀርብ ምን እንደምትል ለመስማት ያብቃን,Medium,critical,formal,negative,"ያበቃና, ድብቅ ስራዎች"
ይሄ ሰው የድሀ ቤት እያቃጠለ የፈጣሪውን ስም ይጠራል በፀሎት እንዲታገዝ ይጠይቃል።,Medium,critical,descriptive and judgmental,disapproval,"የድሀ ቤት, እያቃጠለ"
በሂዎት ኖሮ ብዙም ሳይመቸው የሚሆነውን ቢያይ ጥሩ ነበር,Low,reflective,contemplative,pensive,ሳይመቸው
ዝም ብየ ሳስታውስ ጨዋታ ምትወድ ልጅ ነበርክ ግን ይህ ፖለቲካ ሳትወድ አክቲቪስት ያረገህ ይመስለኛል ?,Medium,critical,informal,disapproving,"ዝም ብየ, ያረገህ"
ልበ ደንዳና ሰውን ሲገርፉ የነበሩ በ ETV ስራቸው ሁሉ ገሀድ ወጣ። አሁን ለፍርድ ትቀርባላችሁ,High,accusatory,derogatory,hostile,"ደንዳና, ገሀድ, ፍርድ"
ታላቁ ጋንዲ እንዲህ ይላል። ጠላቶቻችን ፈሪዎች ናቸው። እኛ የሚጠሉን ይመስለናል። ግን ጥላቻ ሳይሆን ፍራቻ ነው።,Medium,reflective,contemplative and philosophical,thoughtful,"ጠላቶቻችን, ፈሪዎች, ጥላቻ, ፍራቻ"
ችግሩ በቤትህ መጥቶ ቤተሰቦችህ ላይ ጉዳት እስከሚያደርስ ድረስ ለመረዳት መዘግየት የለብህም,Medium,warning,persuasive,urgent,"ችግሩ, ጉዳት"
እውነት እልሀለሁ ትንሽ ርህራሂ ይጎድልሃል፡፡ ሰው ጠልቼ አላቅም አንተን ግን ብዙም ደስ አትለኝም፡፡,Medium,dismissive,disapproving and critical,negative,"ጎድልሃል, ጠልቼ, ብዙም ደስ አትለኝም"
ምነው መጀመሪያ ስራውን አድንቀህ ከዚያ አስተያየት ብትስጥ። ህወሃት ካልሰራው አላመሰግንም ማለትህ አይደንቀኝም ምክንያቱም የአዲስ አበባ ቀላል ባቡ,Medium,sarcastic and critical,informative and accusatory,disappointed and skeptical,"አይደንቀኝም, አላመሰግንም"
እንዳንተ አይነቱ ሰው እንድያውቀኝ አልፈልግም,Medium,dismissive,informal,negative,"እንዳንተ አይነቱ ሰው, አልፈልግም"
ልጁ ትንሽ የዋህ  ስለሆነ እንደ ትንኮሳ ልንወስደው እንችላለን,Medium,informal,derogatory and accusatory,negative,"የዋህ, ትንኮሳ"
ፋኑኤል የተባለው መንፈሳዊ አባት የፖለቲካ ሹም በሚመስል አነጋገር ብፁእ ፖትርኩን ሲቃወም እና የተናገሩት የቤተክርስቲያኒቱ ሃሳብ አይደለም በማለት ሲናገራቸው ሰማሁኝ።,Medium,accusatory,critical and confrontational,negative,"ሹም, ሲቃወም, አይደለም"
አረ ምነው አስፈሪ እንሰሳ አስመስልሽውሳ? ሻሽና ቆቡ እኮ ከርዳዳ ጠጉሩን እንዳይታይለት ነው የሚያረገ,High,derogatory,aggressive and critical,hostile,አስፈሪ እንሰሳ ሻሽ ቆቡ ከርዳዳ
በጥሩ ስነምግባር ያደክ ከሆነ ክ/ት ፕሬዚደንታችንን እርስዎ እርሳቸው ብለህ በማሰብ . የት ነበሩ?,Medium,accusatory,interrogative and slightly confrontational,critical,none
እና ስርአት የለውም ያልሽው ለምንድር ነው?,Medium,accusatory,confrontational and critical,disapproving,ስርአት የለውም
ከእውነት በራቀ ህይወት ውስጥ መኖር ደስታን ያርቃል,Low,reflective,philosophical,serious,ያርቃል
ሁለት ግራ ቀኝ አይሆንም አለ ፈረንጅ፡፡,Low,assertive,informative,neutral,none
አፍሪካን ለማረጋጋት መጀመሪያ ከራሳችን መጀመር አለብን,Low,motivational,persuasive and encouraging,positive,none
በአሳምነው መገደል ብዙ ሰው መጎዳቱ አይቀርም,High,aggressive,emotional and violent,hostile,"መገደል, መጎዳቱ"
የትግራይን ህዝብ አታውቀውም ፡ አትመጣምም፡ የትግራይ ህዝብ,High,hostile,confrontational and divisive,exclusionary,አታውቀውም አትመጣምም
ከአንተ ብዙም አልጠብቅም,Medium,dismissive,informal,negative,ከአንተ
አንተ መሪ መሆን ትንሽ ይከብድሃል,Medium,cautionary,criticizing and slightly discouraging,negative to neutral,ይከብድሃል
በእንግሊዘኛው ስለማይገባህ በሀገሬ ቋንቋ ደግሞ ልሞክር፤ ሀገሬ መቼም አትፈርስም አትልፋ,Medium,assertive,confrontational and defensive,defensive,"ማይገባህ, አትፈርስም, አትልፋ"
ተገቢ ያልሆነ ጭንቀትን በማስወገድ ምርጫን ከመጽሀፍ ባለፈ ለመተግበር ጥረት ማድረግ አለብህ,Low,advisory,informative,encouraging,ተገቢ ያልሆነ ጭንቀት
እንደዚያ በለው ያው ማን እንደሚገባበት አይታወቅም ለማለት ነው,Low,informal,conversational and neutral,neutral,none
በዚህን ወቅት ያን ልጇን ባለማየቷ እድለኛ ነች፡፡,Low,neutral,casual,neutral,none
ማስተዋል ያንሰዋል : ስለማያቀው ነገር ሲያወራ ድፍረቱ አለማወቁን ያሳያል,Medium,critical,assertive and judgmental,negative,"ያንሰዋል, አለማወቁን"
በግዜ ሂደት ማይቀየር ሰው ከሀይስኩል እስከ ሚንስትር ደረጃ አለ። - ራሱን በትክክል ያገኘ ቀን ራሱ እንደሚወቅስ ጥርጥር የለኝም።,Low,neutral,descriptive and assertive,neutral,none
ይቺን ሴት የአስፈሪ ገጸ-ባህሪ ወክላ እንድትጫወት ካርቶኒስቶች እድሉን ቢሰጡዋት  የሚዋጣላት ይመስላል ::,Medium,critical,opinionated and subjective,negative,"አስፈሪ, ገጸ-ባህሪ, ወክላ"
አረጋኸኝ ትግራይም ወገን ነው? ትግራይ ለመሆኑ 600 የማይ ካድራ ወገናችን ነው። እኛ ድሮውም እርዳታ አንፈልግም።,Medium,confrontational,derogatory and dismissive,negative,"የማይ, እርዳታ አንፈልግም"
ያልተጣራ ክስ ካደረጉት የሰልፍ አስተባባሪዎች እና ዶር ፍስህን ካዋከቡት የዲሲ ግብረ-ሃይሎች ዛሬ የተረዳነው ነገር ቢኖር የቀደሙ ይህን መሰል የፖለቲካ ስራዎች መቀጠላቸውን ነው፡፡,Medium,critical,informative and critical,disapproval,"ያልተጣራ ክስ, ዶር ፍስህን ካዋከቡት, የዲሲ ግብረ-ሃይሎች, የፖለቲካ ስራዎች"
ምንጭ ጥቀስ ወይም ማስረጃ አቅርብ። እውነት እንዲህ ብላ ከሆነ። ዝምብለህ በአሉባልታ ብዙ አታውራ,Medium,demanding,assertive and directive,critical,ዝምብለህ
ስለ ኤርትራ ተወራለህ  ወይ ምኞትህ ትንስ አይከብድም  መቸም  የአንተና የኮነሬል አብይ ምኞት ነው,Medium,critical,accusatory,negative,"ምኞትህ, አይከብድም, መቸም, ምኞት"
የአንቺ አይንና ጆሮ ደግሞ  የቅርብ እንጂ የሩቅ የማይሰማና የማያይ,Medium,critical,disparaging and mocking,negative,"የማይሰማና, የማያይ"
ልበ ደንደና እና ስርአት የሌለው ሁልጊዜም የተለያየ ነገር ያወራል እኛ ስራችንን እንቀጥል,Medium,critical,derogatory,negative,"ልበ ደንደና, ስርአት የሌለው"
ምን ልትለኝ ነው ብለህ ሀሳብ እንደገባህ ያስታውቃል Angela Merkel የነገረችህ ደሞ ስለ ትግራይ ይመስለኛል,Low,neutral,neutral,curious or inquisitive,none
እኔ ስጋት አለኝ መሪ ሀገሩን በጥበብ የማይመራ ከሆነ ውጤቱ ተያይዞ መውደቅ እንዳይሆን,Medium,concerned,cautious and reflective,pessimistic,"ስጋት, መውደቅ"
መቶዎችና አንድ ወይም ሁለት ግድያዎች እኩል ናቸው:: ግልፅ ነው:,Medium,assertive,provocative,confrontational,ግድያዎች
በአዛውንትነት ዘመንህ የተሻለ ነገና ዞር ያለ ነገርን በበጎ እያየኸቸው አይደለም,Medium,critical,informative and slightly admonishing,negative,ዞር ያለ ነገር
ምንም ግራ የሚያጋባ ነገር የለም። እንደዚህ አይነት የተዛባ ስእል ለመፍጠር የሚሞክሩት የበፊቱን ስርአት የሚደግፉ እነ አብርሃም ደስታ ናቸው,Low,neutral,informative,positive,የተዛባ
ወደዚህም ወደዛም ስለምትል አንተ ላይ እምነት ለመጣል ይከብዳል,Medium,dismissive,critical,negative,ይከብዳል
እንደዚህ አይነት ሰው ጋር አንድ ላይ መኖር ይከብዳል ፡፡ ስለ ሀገሩም ስለ ራሱም የሚናገረውን የማያቅ,Medium,critical,informative and critical,negative,"አይነት, አንድ ላይ, ይከብዳል, የማያቅ"
ድሮ አብረን ባቱ ስንማር ብዙም በራሱ የሚተማመን አልነበረም።,Low,reflective,descriptive,nostalgic,አልነበረም
አንዱ ጨቋኝ ሌላውን ተጨቋኝ አድርጎ ሀገር አልባ ያደረገንን ይሄንን  ህገመንግስት ላንዴና ለመጨረሻ ጊዜ ገምግማን የሀገር ባለቤት የሚያደርገንን ህገመንግስት ካልፃፍን መቼም ሰላም አናገኝም,High,accusatory,critical and assertive,frustrated,"ጨቋኝ, ተጨቋኝ, ሀገር አልባ, ሰላም አናገኝም"
ይህ ሰው ከአምቡላስ ላይ ታማሚዎችን አውርደው የገደሉትን ሰዎች ስራ justify ለማድረግ ያቀረበው ነገር አሳማኝ አይደለም::,Medium,informative,critical,negative,"የገደሉትን, አሳማኝ"
እሱ ከሴት በላይ ለሴት  ተቆርቋሪ ነኝ ይላል ግን ለሰዎች ሁሉ እኩል የሆነ ዕይታ የለውም,Medium,critical,opinionated and confrontational,disapproving,"ተቆርቋሪ, ዕይታ"
ገነ ለገነ ስራህ እንዳይታወቅ ዕየጣርክ ነው ። እሱ ዝም ቢል የአቤል ነፍስ ትጣራለች,High,aggressive,derogatory and accusatory,hostile,"ዕየጣርክ, ዝም, ትጣራለች"
ተቃዋሚ ምትላቸው 40 አመት በስደት እያሉ ያመለጣቸውን መዝናናትን የሚያስበልጡ  አብይ ስብሰባ ሲጠራ ገንዘብ ካልጨመርክ የሚሉ,Medium,critical,accusatory and assertive,negative,"ተቃዋሚ, እያሉ, የሚያስበልጡ, ገንዘብ ካልጨመርክ"
እኛ ሳንፈጠር ጀምሮ እስካሁን ድረስ ሲጋጩ ነው የሚታዩት,Low,informative,formal,neutral,ሲጋጩ
እነዘህን ኢትዮጵያ ላይ ልዩነቶችን ሲፈጥሩ የነበሩ ዲፕሎማቶች ይዘህ የቪዛ ማእቀብ ቢጣልብህ የሚገርም አይሆንም,Medium,critical,analytical and judgmental,negative,"ሲፈጥሩ, ቢጣልብህ, የሚገርም አይሆንም"
ዛሬ ታዬ የተባለ ሰው ተናገረ ተብሎ ከቁምነገር መቁጠር አያስፈልግም። እርሱ ወይ ቁም ነገር አያወራ ወይ ሰው ምን ይለኛል አይል,Medium,derogatory,disparaging,negative,"ታዬ, አያወራ, ምን ይለኛል"
ወቅቱን አለመጠበቁ ሊያነጋግር ይችል ይሆናል። ነገርግን ወቅቱን በተለያየ መንገድ ሰንዶ ማሰወቀመጥ ለሚሻ ጥሩ መረጃ ለመስጠት መረጃውን ቅርብ ከማድረግ አኳይ ሊባል ይችላል,Low,formal,informative,neutral,none
ወለጋ ያለውን ህዝብ እና ትውልደ ወለጋ የሆነን አማራ የሚመራው ተመስገን ነው ?,Medium,skeptical,questioning and accusatory,doubtful,none
ለምን አንተ የማስተባበሩን ስራ አታስጀምርም። ሌሎች መውቀስ አይጠቅምም።,Medium,accusatory,critical and confrontational,disappointed,"አታስጀምርም።, አይጠቅምም።"
መሪዎቻችን ከዙፋኑና ከስልጣን ባሻገር ሀገሪቷ የምትገኝበትን አሳሳቢ ሁኔታ ለመረዳትና መፍተሄ ለመፈለግ,Low,concerned,formal and thoughtful,cautious,አሳሳቢ
ለራስህ ያለህ በጎ አመለካከት ነው ሰዎች እንዲያከብሩህ የሚያደርግ,Low,encouraging,motivational and positive,supportive,none
ዛሬ ላይ ባልተገባ መንገድ የምታገኘውን ብቻ የምታይ ከሆነ ነገ ላይ በርሱ ምክንያት ከሚመጣብህን ጣጣ ለመወጣት እንደሚከብድህ ማወቅ አለብህ፡፡,Medium,warning and admonishing,cautionary and advisory,negative,"መንገድ, ጣጣ"
የህዝብን የፍትህ ጥያቄ መሪው እንደ ተራ ነገር አቃሎ ሊያየው አይገባም,Medium,critical,condemnatory,frustration,"ተራ ነገር, አቃሎ"
አሁን ምን ወሬ ይዘህ መጣህ? ነገር ማመላለሱን  ስራዬ ብለህ ስለ ያዝከው ምንም ማድረግ አይቻልም።,Medium,questioning and dismissive,critical,displeasure,ምንም ማድረግ አይቻልም
በጣም ብዙ የኢትዮጵያ ህዝቦች በስንትና ስንት ወረራ እና ጦርነት አንዳንዴም በራሳችን አምባገነኖች እየተጋደሉ ፤ ሀገር ስንት ጊዜ እየወደቀች ስትገነባ ፤ ይህን አድርገው ጀግኖች ባቆዩዋት ሀገር ሀውልታቸውን እያፈረስክ,Medium,angry,critical,negative,"ወረራ, ጦርነት, እያፈረሰ"
እኔን ብሎክ ኣድርጋ ግን እኔ ገጽ ላይ ትጽፋለች፡፡ ፊት ለፊትም መከራከር እኮ ይቻላል፡፡,Medium,conflictive,informal and confrontational,defensive,"ብሎክ, መከራከር"
የቱ ነው ቀላል ከሱዳን ማምጣት ወይንስ አገር ቤት ያለውን electricity network bank etc መክፈት ፤ የትግራይ ህዝብ ይህን ይረዳል፡፡,Low,inquisitive,neutral and analytical,curious,none
የኢትዮጵያን ሰላም፣አድነት፣እድገት፣ብልፅግና የማይሹትን ሁሉ ፈጣሪ ልብ ይስጣቸው,Low,positive and hopeful,supportive and compassionate,well-wishing,none
ታዲያ አንተ እዚህ ፕጅ ላይ ምን ታደርጋለህ???,Medium,interrogative and confrontational,informal and accusatory,hostile,"ታዲያ, እዚህ, ምን"
ለአንተ ቢገባህም የሚለወጥ ነገር ያለ አይመስለንም,Low,dismissive,conversational,disinterested,none
ለራሱ ብቻ የሚያስብ ነው አገሩን የሚመራው,Medium,critical,accusatory and informal,negative,ለራሱ ብቻ የሚያስብ
እግዚአብሄር ፍርዱን ይስጥህ,Medium,assertive,religious,negative,ፍርድ
በፆታዊ ትንኮሳ enjoy እንደሚያደርግ ሰው በዚህ ጉዳይ መበሳጨት አይገባህም ነበር,High,condescending,judgmental,critical,"በፆታዊ ትንኮሳ, መበሳጨት"
