Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
Обманщица судить ее надо за такое голосования,High,aggressive,informal and accusatory,strong disapproval,"Обманщица, судить"
дааааа......муж моей знакомой говорит......мне только 40....а жене уже 408oi так знакомая выглядит просто отлично.....а он как попа из кустов,Medium,informal,conversational and somewhat sarcastic,critical,попа из кустов
"Но меня осенило когда сначала вернули значки, а потом произошел расстрел мечети в НЗ",Medium,informal,descriptive,negative,расстрел
а эти люди совершили вооруженный переворот и захват власти,Medium,accusatory,informative and critical,negative,"вооруженный переворот, захват власти"
"такие люди управляют страной, не возмущайся, народ.",Medium,dismissive,informative and critical,discontent,возмущайся
Этим людям не выгодно против себя принимать эти законы,Low,informal,colloquial and neutral,neutral,none
"удивительно другое , сколько людей верит в эту ерунду!",Medium,sarcastic,informative and slightly derogatory,negative,ерунда
"Сейчас нужно найти мужчину, а не обманщика",Medium,informal,judgmental and critical,negative,обманщика
"дожили, безнравственные люди учат как надо жить и что делать!",Medium,critical,informal and subjective,discontent,безнравственные
"он хвастается рязанским говором,еще и гуглит незнакомые словечки",Medium,mocking,informative,critical,хвастается
"Да нельзя бросать экскременты на улице, точно так же нельзя бросать экскременты в урны",Medium,authoritative,instructive,critical,экскременты
наша страна не продается,Medium,defensive,assertive and nationalistic,patriotic,продается
И этой лжи учат адвокаты,Medium,accusatory,opinion-based and negative,critical,лжи
и теперь такие люди будут отвечать по закону.,Medium,neutral,informative,critical,такие люди
таких людей надо от общества изолировать,Medium,serious,prescriptive and neutral,exclusionary,изолировать
"понял, что ошибся по всем пунктам, а теперь пытаешься извернуться",Medium,informal,conversational and accusatory,negative,"ошибся, извернуться"
"вы уже надоели с этими открытками, может, хватит?",Medium,informal,confrontational and dismissive,irritated,"надоели, хватит"
"что ж ты прячешься, говоришь за чужой спиной?",Medium,confrontational,informal and accusatory,aggressive,"прячешься, чужой спиной"
На какое противоречие ты указал?,Low,inquisitive,informative,neutral,none
говоря прямо: эти фильмы - никому не нужное творчество?,Medium,critical,informal,disparaging,никому не нужное
"а, что же вы, люди, сидящие в кремле, свои сбережения не подсчитываете?",Medium,disapproving,colloquial and confrontational,critical,"сидящие в кремле, не подсчитываете"
"этот мальчик возможно и отомстит, если эти люди не забьют его.",High,threatening,hostile and aggressive,menacing,"отомстит, забьют"
"люди, бог все видет, вернётся все вам людям...",Medium,warning,informational and rhetorical,cautionary,вернётся
"Для стима пилили петицию , но закономерно потерпели неудачу.",Medium,critical,informative and neutral,disapproval,потерпели неудачу
приложил руку к развалу союза а теперь ещё что-то говорит.,Medium,informal,conversational and accusatory,critical,развал
"как всегда сказочно наврал, особенно про дочку вколовшую себе вакцину.",Medium,accusatory and skeptical,informal and critical,negative,наврал
Ещё один человек со своим мнением.,Low,neutral,informative,dismissive,none
"я потерял маму, а после сорока дней жена ушла... вот и вся ваша верность!",Medium,disappointed,emotional and personal,sadness,верность
а не людей из дома 2 показывать.,Medium,critical,informative and opinionated,disapproving,none
"ты не первый и не последний,время придёт ,посмотрю как ты скулить будешь.",High,threatening,aggressive,hostile,"скулить, посмотрю"
зря он так про бессмертный полк...,Medium,disapproving,colloquial,critical,"зря (in vain, unnecessary)"
"надоел за 20 лет, стоющего ничего нет, только обещаем обещать, мне такой президент не нужен!",Medium,critical,emotional and informal,discontent,"надоел, стоющего ничего нет, обещаем обещать, не нужен"
они же дети как можно детей на улице оставить.,Low,concerned,conversational,empathetic,none
да гнать этого человека надо,Medium,dismissive,colloquial,negative,гнать
уезжает пускай из страны вообще.,Medium,dismissive,colloquial,hostile,"уезжает, из страны"
"семейка боярских, походу те ещё нехорошие люди.",Medium,derogatory,informal and colloquial,negative,"семейка, нехорошие люди"
прилетели к нам грачи - москвичи!,Low,informal,casual,neutral,none
А зачем ты тут персональный чатик устроил?,Low,informal,casual,slightly accusatory,устроил
тексты своих выступлений ты хорошо помнишь!,Low,informal,casual and direct,neutral,none
да лжец еще тот и кто его слушает одному богу известно,Medium,informal,derogatory,negative,лжец
американцы не очень умные люди раз не могут сделать хорошее оружие дешевле,High,disrespectful,derogatory and judgmental,critical,не очень умные люди
в этой группе обязательно найдётся человек с тёмной аватаркой и заданием нахамить.,Medium,informal,derogatory,critical,нахамить
"когда только до этих людей дойдет, что эти действия называются родину продавать.",Medium,critical,informative and accusatory,disapproving,родину продавать
админ почему сундуки не открываются,Low,inquisitive,informative and neutral,curiosity,none
"Алло ,это полиция? Девушка ,у вас все хорошо,не звоните больше сюда.",Medium,dismissive,informative,frustration,не звоните больше
Кому она мешала бедное животное,Low,concerned,informative and neutral,compassionate,мешала
он все больше и больше походит на старого потрепанного жизнью,Medium,conversational,descriptive,negative,"старого, потрепанного жизнью"
"глупец, пусть посидит, может там ему укажут на его ошибки",Medium,condescending,informal,harsh,глупец
"а зачем сразу другая национальность? нам хватает своих. лучше бы полиция работала, а не сидела без дела",Medium,critical,colloquial and dismissive,exclusionary,"другая национальность, хватает своих, без дела"
надо их штрафовать за такие высказывания,Medium,formal,directive,negative,"штрафовать, высказывания"
"причина не в пришедших во власть, а в населении, которое их выбирает.",Medium,informative,formal,critical,none
У каждого народа своих плохих хватает,Medium,neutral,informative,critical,плохих
"да у них в думе и на должностях лица растут в геометрической прогрессии, будто едят целыми днями.",Medium,informal,sarcastic,critical,едят целыми днями (implies laziness or gluttony)
"Он защищает только своих детей, а все остальные ему безразличны. Трибунал ему и всем его коллегам.",Medium,accusatory,informative and negative,critical,"безразличны, Трибунал"
да странные люди только такое могли сделать!,Medium,critical,informal and judgmental,negative,"странные, только такое"
"патриоты решили, что родина это власть!!!",Low,emphatic,assertive,patriotic,none
У Понасенко плохо все таки с самооценкой.,Medium,informal,critical,disparaging,плохо
гоните этих людей отсюда с англию и в европу!!,High,aggressive,informal and derogatory,hostile,"гоните, этих людей, отсюда"
а эти люди сидят в машине.а этот человек снимает и наверное улыбается .,Low,neutral,informative,neutral,none
да это какойто человек с кружкой кофе или чая да еще и сигарета,Low,informal,descriptive and neutral,casual,none
"эти люди живут на другой планете , в другом измерении мы для них как инопланетяне .",Low,figurative,descriptive,detached,none
"что это человек без чести и совести,знают все народы советского союза!",High,accusatory,derogatory,negative,без чести и совести
сколько же тут людей не читавших и не знающих историю ...тьфу,Medium,dismissive,informal,frustration,тьфу
"Вот и сидишь бессмыслицу пишешь. Думай перед тем, как написать",Medium,critical,informal and critical,negative,бессмыслицу
Этим людям нечего в Магадане делать!,Medium,hostile,assertive and dismissive,negative,нечего делать
"Так и будет дети гибнут от пьяных людей ! То бьют , то насилуют",High,emotional and alarmist,aggressive and accusatory,negative,"гибнут, пьяных, бьют, насилуют"
Первый раз воспользовался этой неэффективной кнопкой,Low,informal,critical,negative,неэффективной
блин в каком плохом состоянии мы находимся.,Low,frustrated,informal and expressive,negative,плохом
", то это однозначно дизлайк.",Medium,dismissive,informative and negative,critical,дизлайк
А если ты ударишь палкой и произойдет физическое взаимодействие этотзначит оно по кругу пошло?разумеется,Medium,questioning,informative,ambiguous,ударишь
"ПДД написаны таким образом, чтобы уберегать людей от дтп",Low,informative,neutral and formal,protective,none
"был талантливый и успешный комик, а потом потерял свой успех и талант",Low,neutral,informative,melancholic,потерял
а тут опять кто-то понаписал,Medium,informal,dismissive and irritated,frustration,понаписал
"Совка никак не может сойти с этого цикличногокруга,скоро новый нарисуется",Medium,sarcastic,colloquial,pessimistic,"Совка, не может сойти, цикличного круга"
Ибо и геймплей и сюжет то плохой,Medium,informal,critical,negative,плохой
"ты всё больше загоняешься, не делай себе же хуже",Medium,informal,advisory and cautionary,concern,загоняешься
Все зубы испортили. Сделали огромную дырку. Не умеют работать,Medium,angry,informative and critical,frustration,"испортили, огромную, не умеют работать"
"А самое ужасное, что если поставить в настройках старую дваче капчу, она вообще не работает.",Low,informal,complaining,negative,ужасное
"Но если несётся человек с куском плитки в руке, это нормально, а то, что делает милиционер преступление",Medium,critical,conversational and opinionated,negative,преступление
"ээ их девушек, женщин вообще не понимаю, как так можно испортить свои губы",Medium,dismissive,informal,negative,"не понимаю, испортить"
"Просто поймал себя на мысли, что смотрю контент, созданный исключительно с целью выманивания донатов на хайпе",Medium,informal,critical,negative,"выманивания, хайпе"
"В жизни, по описанию очевидцев, немного наглый",Low,informal,descriptive,slightly negative,наглый
"Есть мнение, что ещё человек с излишним весом может немного набрать популярность",Medium,informative,neutral,condescending,излишним весом
В проходящего мимо человека в мастерской? Что? Всякая всячина может отскочить в проходящего человека,Low,informal,explanatory,neutral,none
При чём коронавирус? Почему вы не пишите что она умерла от натоптышей и мазолей они ведь тоже были,High,sarcastic and dismissive,confrontational and provocative,negative,"натоптышей, мазолей"
"нехорошие люди, которые по разрешению вовика сделали из ,своих отделов коммерческие кооперативы-корпоративы",Medium,critical,informal,negative,"нехорошие, вовика"
Про район Тайвань хочу напомнить. Пахнет очень плохо и всем всё равно.,Medium,critical,informative and informal,negative,"плохо, всё равно"
"ну что поделаешь, согласна что ошиблась",Low,neutral,informal,acceptance,none
Это недостойные с обоих сторон конфликта,Medium,critical,judgmental,negative,недостойные
"Прайс такой ,что удовольствие можно получать совершенно бесплатно",Low,informal,casual and positive,encouraging,none
и не было рядом настоящего мужчинв что бы разобраться в возникнувшей ситуации,Medium,dismissive,informative,critical,настоящего мужчинв
А что его никто не вспомнил?,Low,questioning,informative,neutral,none
"Предупреждаю, кто меня пытается вычислить и наказать, тот испытает очень большие проблеммы",Medium,threatening,direct and assertive,hostile,"наказать, испытает, большие проблеммы"
"Да ну хватит, этот Павлов зарабатывает, не тратьте на него нервы и время. Его страничка это шедевр",Medium,informal,conversational,dismissive,"хватит, не тратьте нервы и время"
эта фишка в западных околонаучных передачах так же часто встречается,Low,neutral,informative and neutral,casual,none
"А им только и нужно, чтобы даром и побольше",Medium,accusatory,colloquial and critical,negative,"даром, побольше"
которые всегда и во всем видят только плохое,Low,critical,neutral,negative,плохое
"всем полицейским сказали досрочно проголосовать, иначе-пиши на увольнение...полицейские и им подобные могут в платформе голосовать за луку",Medium,accusatory,colloquial and critical,negative,"иначе-пиши на увольнение, полицейские и им подобные"
И разберёмся вы пришли и мешаете,Medium,frustrated,informative and neutral,annoyed,мешаете
"Из-за вас-настроение ноль и поведение, ну никакое...",Medium,informal,emotional and critical,negative,"ноль, никакое"
"да уж,многих ребят посдавали бандеровцам",Medium,informal,disparaging,negative,бандеровцам
Ничего путного для народа не делают один негатив от власти,Medium,critical,informative and opinionated,frustration,негатив
"Я вот эту глупость творить бы не стал и если надо, то изменился бы ради общественного блага",Low,informative,formal,positive,глупость
Просто либо воруют либо ленятся в лице директора чтобы выбить нормальные условия.,Medium,critical,informal and accusatory,negative,"воруют, ленятся"
"Склонен ко всем формам наркозависимости, а так же к религиозному фанатизму, что по сути одно и то же",High,critical and judgmental,derogatory and dismissive,negative and disapproving,"наркозависимости, религиозному фанатизму, одно и то же"
"В Европе зп у людей выше в 6-8 раз а цены на все в 1,5-2",Low,informative,neutral,factual,none
"Не знаю сколько тебе, про какие времена пишешь",Low,informal,inquisitive,neutral,none
Это у вас такой мемчик локальный?,Low,questioning,colloquial,curiosity,none
"Враг не пройдёт. Победа будет за нами. Все народы хотят мира. А им всё неймётся, они хотят перемен",Medium,aggressive,assertive and nationalistic,defensive,"Враг, неймётся"
Может он и норм но количество чуши было запредельным,Medium,informal,colloquial,negative,"чуши, запредельным"
Вы не нашли в другом месте вести такие разговоры?,Medium,sarcastic,informative and conversational,dismissive,"не нашли, вести такие разговоры"
И не держи всех за себе подобных,Medium,disapproving,informal and critical,negative,"держи, подобных"
"Люди выходили, чтобы убрать Януковича, такого же, как Путин.",Medium,critical,informative and confrontational,disapproving,убрать
"что отец, что сын.два авантюриста.",Medium,informal,informative and judgmental,negative critique,авантюриста
"снимал простенько, без вебки, то есть лицо не показывал и было уже норм",Low,informal,casual,neutral,none
А интересно как она связанная с вакциной?,Low,curious,informative and neutral,inquisitive,none
просто для красивой картинки по телевизору,Low,informal,casual,sarcastic,none
"у людей давление зашкаливает, от масок у многих аллергия, чихают и кашляют, а он со своим ужесточением",Medium,critical,informative and emotional,disapproving,"давление зашкаливает, аллергия, чихают, кашляют, ужесточением"
Только количеством мы можем противостоять этим людям.,Medium,assertive,strategic and formal,defensive,"противостоять, этим людям"
"У меня лично никаких проблем нет, я тебе сто раз сказала чтобы ты больше не общалась с Олей",Medium,authoritative,direct and commanding,frustrated,"не общалась, сто раз сказала"
"Который раз пишут бред, сами не понимая к чему",Medium,critical,informative and dismissive,frustration,бред
"Да, нельзя бросать мусор на улице, точно так же нельзя бросать мусор в урны",Low,informative and neutral,informative,neutral,none
Им всё равно на страну,Medium,dismissive,informative and neutral,indifference,всё равно
"Что-то мне кажется, гинеколог не будет своему коллеге говорить, что он глупый человек.",Medium,informal,colloquial and descriptive,slightly negative,глупый человек
ушли и слава богу! не будем видеть и слышать Таню и её Алёнушку,Medium,dismissive,colloquial and negative,"relief, slight contempt","слава богу, не будем видеть и слышать"
если бы ваш салон загадили вот такие нечистоплотные..ваша реакция была такая же..:-),High,sarcastic,informal and accusatory,negative,"загадили, нечистоплотные"
вот до чего доводят драки одно только горе от этого безумия всем,Medium,informative,emotional,negative,"драки, горе, безумия"
"Не удивлюсь, что Била смотрят в основном не из городов а из деревень",Low,informal,casual,slightly dismissive,деревень
быстро удалили мои фото или из-под земли достану!,High,threatening,informal and aggressive,hostile,из-под земли достану
да какие ему могут быть оправдания? ведь погиб человек из-за этого плохого человека,Medium,accusatory,informative but biased,negative,плохого
Значит родители плохие,Medium,judgmental,blunt and direct,negative,плохие
"Этот человек не может быть болен, у него крупное телосложение",Medium,assertive,informative,misinformed,none
"пользуетесь тем,что в интернете таких,как ты,просто так не возьмешь",Medium,condescending,informal and confrontational,hostile,"пользуетесь, таких, как ты, не возьмешь"
"Не вижу смысла тут переписываться, вживую бы поговорил",Low,direct,casual and informal,preference for real-life interaction,none
"правда вам глаза колет, с такими всегда так, своё на других примеряет",Medium,accusatory,conversational and informal,hostile,"правда вам глаза колет, всегда так, примеряет"
"это враги своей страны, за 500 евро пошли свою страну крушить, идите работать.",High,accusatory,informative and derogatory,hostile,"враги, крушить"
Никому твой героизм не нужен,Medium,dismissive,informal and critical,negative,"Никому, не нужен"
"Разница в том между мной, автором заметки и тобой, что мы это понимаем, а ты нет",Medium,condescending,informative and mildly confrontational,disparaging,нет
в первую очередь нужно родителя наказывать,Medium,directive,strict and critical,punitive,наказывать
"Фирсофу с Филатовым позвоню, скажу, что вы тут пишите",Medium,threatening,informative,intimidation,пишите
Только я не поняла зачем он нам нужен,Low,informal,informative and neutral,confused or curious,none
Ничего не планирует и плывет.,Low,informal,conversational and neutral,disapproving,none
А по поводу остального не переживай,Low,reassuring,informative and neutral,positive,none
"Особенно, если сам ничего не можешь, кроме как оскорблениями в интернете кидаться",Medium,critical,informative and accusative,negative,"ничего не можешь, оскорблениями кидаться"
забавные вы в своей бессильной злобе,Medium,sarcastic,mocking and dismissive,derisive,"злобе, бессильной"
прежде чем признаться в своей ошибке оглянись не окружают ли тебя глупцы,Medium,critical,advisory and judgmental,negative,глупцы
полицейские! а вы то куда лезите?,Medium,condescending,informal and confrontational,disdainful,лезите
"Но почитал дальше понял, нет ты действительно странный",Medium,informal,conversational and judgmental,dismissive,странный
"А если и посмотрят то просто скажут, что он не умный",Medium,dismissive,informative and critical,negative,не умный
"Кто сюда влепил Путина?А какую госдолжность занимает Соловьев?или для количества?очень слабая провокация,очень!!",Medium,sarcastic,informal and confrontational,critical,"влепил, слабая провокация"
Плохой кот. Как хозяин позволяет обижать малыша?,Medium,judgmental,colloquial,critical,"плохой, обижать"
"кое как с пробуксовкой , с трудом находишь этот дом( хорошо еще если на нем номер есть",Low,frustrated,informative and informal,negative,"с пробуксовкой, с трудом"
Сидела бы на своей пенсии на старости лет,Medium,condescending,informal,disrespectful,"старости, пенсии"
вот с кадырова и нужно начать,Medium,directive,informative,critical,нужно начать
их надо лишить родительских прав,Medium,assertive,informative and judgmental,negative,лишить родительских прав
"Ко мне никто не приставал, кроме фанатов 58.50 22",Low,casual,informative and neutral,detached,приставал
"Сначала отца бы сфотографировал, потом мать, а потом и ребенка бы сфотографировал.",Low,neutral,informative,casual,none
А вы остальные страны ещё до нас не доростете,Medium,condescending,informative and informal,negative,не доростете
"Надо, блджад, читать чуть дальше заголовка",Medium,informal and frustrated,colloquial and aggressive,frustration,блджад
а тут далеко и ходить не нужно!!!!!!!такое сотворить могло только бесперспективное поколение(ch) (ch) (ch) (ch) *-) *-) *-) *-),High,derogatory,informal and offensive,negative,бесперспективное поколение
А!занервничал!значит я в цель попал,Medium,taunting,informal and provocative,mocking,занервничал
