Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
"А мені треба було виписати щось, що НІДЕ НЕМАЄ, і від писанини спина боліла спина.",Low,frustrated,informal and descriptive,annoyed,не має
"Атнять, дєліть, вєщать, афшори, крадьот, діктатура, мєшают жьіть.",Medium,accusatory,informative and biased,negative,"Атнять, афшори, крадьот, діктатура, мєшают жьіть"
Якого за 2 помилки 7 з 10,Low,neutral,informative,neutral,none
"ох, тримайся. в мене теж зараз період важкий , хай стане краще.",Low,supportive,conversational and caring,empathetic,важкий
передку. і чомусь не випендрюєтся тим. навіть не знаю чому. оте було. жахливе чорне. гєрой такiй,Medium,sarcastic,colloquial,negative,"жахливе, гєрой"
"назар і романтика:- підійшла сюди, я тебе ще не обняв.",Low,casual,informal and conversational,affectionate,none
"А якщо я звідси буду писати який Янукович поганий, мене також можуть заблокувати?",Medium,questioning,colloquial,critical,поганий
"Просто Непогано, і дуже навіть цікаво)",Low,positive,conversational,pleasant,none
"Я намагаюсь стримувати її мінімально, але, як же страшно",Low,anxious,colloquial,fearful,страшно
"в мене навіть немає чувака для якого закидати історії, а потім перевіряти кожні 15 хв чи він подивився.дожилась.",Low,casual,informal,frustration,дожилась
Може не поможе)0$А ти по молодшеньких?)0)А як же любов і всі дрібниці?),Medium,sarcastic and questioning,informal and colloquial,playful with a hint of sarcasm,по молодшеньких
"вася, ну шо за дурість ти несеш, тіп мене репостнув",Medium,informal,colloquial and confrontational,annoyed,"дурість, несеш"
"ги, а нам нічого не скасували)",Low,informal,casual and conversational,mildly sarcastic,none
н Ну йди до з мого мюзиклу)0)0),Low,casual,informal,dismissive,none
от треба ж їм це робити в час пік,Low,informal,colloquial and expressive,frustration,none
Бачити як Васіл дивувався з того шо я творю під постуху це нєчьто.,Low,informal,casual,neutral,none
"Задумалась над тим, шо я дурна, і йду лежати далі.",Medium,self-deprecating,colloquial,negative,дурна
"залік було їсти той арахіс у йогурті, коли у тебе хворий зуб загалом, ти на дієті",Low,conversational,informative and neutral,casual,хворий
"Усе дурниця, а красива білизна - то святе.",Low,informal,subjective and opinionated,casual,дурниця
Порівняв мене з нудною нісенітниця.,Medium,critical,informal and dismissive,negative,нудною нісенітниця
Як від того коньяку сушить.,Low,neutral,colloquial,casual,none
чого я не йшла в пту щас би вже була флорістом,Low,reflective,informative,regret,none
"ай трайд ту бі пьорфект бат насін воз ворс іт пішло воно взагалі це все,  якнайдалі",Medium,frustrated,colloquial,negative,"пішло, взагалі, якнайдалі"
"та ноги витирають, а я терпіти маю",Medium,frustrated,colloquial,resentment,"витирають, терпіти"
- Я його послала!,Medium,aggressive,informal,hostile,послала
"4 рази прокидався і думав, ти глупенький та поспи нормально, і засинав))",Low,casual,conversational and informal,playful,глупенький
"Нууууу, поліцейські у нас нічому не вчаться.",Medium,dismissive,colloquial,frustration,нічому не вчаться
"RT Отако лиши мужиків самих, зразу якісь баби знаходяться:)",Medium,sarcastic,colloquial and informal,disdainful,баби
"Дайте мені мужика, який не доводить мене до сліз, і я скажу 'Що це за маячня?'",Medium,sarcastic,informal,frustrated,"маячня, сліз"
Усвідомити всю аморальність власних вчинків.,Medium,serious,reflective,negative,аморальність
Аж знести твіт руки зачесались,Medium,frustrated,colloquial and expressive,annoyance,знести
"Я й не кажу, що йому не важливо, чи він неякісно зробив роботу.",Low,neutral,informative,indifferent,неякісно
"ну то так.все одно, що антикорупціонєри прикупили хат – а ви бачили як Порошенко краде?",Medium,critical,colloquial and accusatory,negative,краде
"от і я про що. легше одного годувати, але класного. хай навіть не ідеального. ніж купу поганих людей.",Medium,informal,conversational,critical,поганих
Все забите школярами та студентами.,Low,neutral,informative,slightly negative,забите
'Погано. навіть я колись це ім''я вживав) але я не дописав ту річ)',Low,informal,conversational,regret,Погано
Ну і іді якомога далі,High,aggressive,informal and dismissive,hostile,іді
"А ще, якщо ти працюєш в медіа, то май яйця не транслювати власну упередженість в ефір",Medium,colloquial,directive and informal,admonishing,"яйця, упередженість"
В смислі не хоче?,Low,inquisitive,informal,curiosity,none
Ну і навіщо ти зареєструвалася у твіттері?,Low,informal,questioning and slightly critical,neutral to slightly negative,none
"Але людина нелицемірна, з переконаннями і відвагою.",Low,neutral,informative,positive,none
"'Піду шолі на манікюртільки мамка поб'є, коли взнає, шо я зробила гель-лак :с'",Low,casual,conversational and humorous,light-hearted,поб'є
Це часом не чувак з інстаграму,Low,informal,casual,neutral,none
"Люди, які ходять на всі пари, - то вапщє як?!",Low,informal,colloquial,curiosity,none
"Ну звичайно, я додому тільки заради одного катаюсь.",Low,sarcastic,conversational,dismissive,none
"'та, тісто - то не те :D Більше подобається м'ясне готувати.'",Low,informal,conversational and light-hearted,casual and humorous,none
"Уявляю, у якому жахе ми б жили, якби у нас корупції не було.",Medium,sarcastic,colloquial,critical,"жах, корупції"
ну й дивний же ти) Скільки сторінок?,Low,informal,colloquial,casual,divний
"надвігающійся, дедлайн, знаєтє-лі, стимулює...",Low,informal,colloquial,neutral,none
він ше і затвітил),Low,casual,informal,neutral,none
"Ахаха, блінНє, я краще сам якось",Low,casual,colloquial,dismissive,блінНє
"Стоїмо біля банкомату, піднімаємо голову вверх, а там велетенська ікона з блискітками і просто тут бог в стразах",Low,neutral,descriptive and informal,neutral,none
Я так кожного сранку прокидаюся і без жахіть.,Medium,informal,colloquial and emotional,frustration,сранку
І ніде ж не зможуть притикнутися по 'ремеслу'.,Low,skeptical,colloquial,dismissive,притикнутися
"В Україні погано жити, бідна і роздовбана країна, не то шо Європа.",High,derogatory,informal and offensive,negative,"погано, бідна, роздовбана, не то шо"
"Наді мною тре стояти і били палкою, шоб я шось робила.",High,aggressive,colloquial and confrontational,hostile,"тре стояти, били палкою"
Мені до цього стегно ножем тільки з моєї згоди різали.,Medium,assertive,informative,defensive,"ножем, різали"
"шо там з тим хлопом, якому ти зізналася, шо хотіла б його кохати",Low,casual,informative,curious,none
Не розумію чому я ржу з цього,Low,casual,informal,confusion,none
Замело мою Хацапетівку,Low,informal,colloquial,neutral,none
Гг ти єдиний хто назвав це мілотою)Зазвичай у людей реакція 'навіщо ти так постриглась',Low,casual,colloquial,neutral,none
"Напевно, потрібно починати не звертати увагу на них. Що я, власне, і буду намагатись робити",Low,neutral,informative and slightly dismissive,determined,none
"Доречі, я не бачу синьої галочки верефікації твітора на твоєму акку, бот.",Medium,sarcastic,colloquial and informal,dismissive,бот
Настільки погано що я б не здивувалася якби зараз випав мокрий сніг,Low,frustration,informative and neutral,negative,погано
"- Ні, бінарна сполука.",Low,neutral,informative,neutral,none
Чому пуштуна чекає нетрадиційний секс?,High,inquisitive,discriminatory,offensive,нетрадиційний секс
я розуміють коли дівчатка обирають таких хлопчиків.,Low,neutral,conversational,understanding,none
"Ну ви даєте, що відразу пильнули, як тільки гроші попали до рук.",Medium,informal,conversational and accusatory,disapproving,"пильнули, гроші попали до рук"
дістали обертатися на мене в маршрутці.,Medium,frustrated,colloquial,annoyance,дістали
"Я якийсь лузер,знов все пропустила,киньте вже мені те фото!ну будь ласка,будьте людьми))",Low,informal,expressive and personal,"self-deprecating, requesting",лузер
"'Маємо судження: всі люди – люди, деякі люди – кур'єри, деякі кур'єри – нехороші люди'",Medium,assertive,informative,negative,нехороші
"Читаєш, і ніби це ти вмираєш від незрозумілої маячні, а не головний герой.",Medium,critical,expressive and emotional,negative,"вмираєш, незрозумілої маячні"
"Я: АХАХАХАХАХАХАХАХ * і ще довго істерично ржу, ібо багато всякого*",Medium,informal,colloquial and expressive,mocking,істерично
"Ну привіт вечір, зараз я тебе бездарно проведу",Low,sarcastic,informal,self-deprecating,бездарно
а щось нічого не знаходиться.,Low,neutral,informative,frustration,none
Я сьогодні невдаха з невдах.,Low,self-deprecating,colloquial,negative,невдаха
"Дай сігарєту, ну його",Low,informal,colloquial and casual,slightly frustrated,none
"Ану признавайтесьі, хто грушки наші поїв і мій одяг вкрав?)",Low,informal and slightly accusatory,colloquial,playful,вкрав
"от шо значіть стараться, коли дєлаєш щось",Low,informal,casual,positive,none
"'ну от як харить, коли тебе постійно використовують впродовж місяця. по - стій - но. навіть попри ''''розуміння'''' твоїх проблем. здохніть.'",High,angry,informal and aggressive,frustration,"харить, використовують, здохніть"
Ми ж у 'Фацеті' вже бозна скільки сидимо.,Low,informal,casual,frustration or impatience,бозна скільки
Може це для різноманітності перестати поводитись як щопопало і ображати людей?,Medium,critical,conversational,negative,"поводитись як щопопало, ображати людей"
"все, я йду в черниці.",Low,informal,colloquial,resigned,none
Так перезавантажся і не діставай вже,Medium,informal,directive,annoyed,не діставай
"Навіть, коли ти хлопця хочеш мати як пару, впершу чергу він має бути другом, бо інакше це безглуздо",Low,neutral,informative,advisory,безглуздо
Бо життя халепа якась суціьна,Medium,negative,informal,pessimistic,"халепа, суцільна"
"( ні, ну як так можна!",Low,informal,casual,frustration,none
"як сам того не робишь, то не помічаешь, а як дівчина, то всьооооо, ти мене не любишь.",Medium,"conversational, accusatory",colloquial,"frustration, bitterness",none
"Звісно, після цього дізер почне мені пхати різну нісенітницю з 80их, але втриматись неможливо",Low,informal,conversational,slightly frustrated but accepting,"пхати, нісенітницю"
"Якби ще мізки не имели і що таке гігієна з самостійністю знали, то взагалі зашибісь)",Medium,sarcastic,informal and derogatory,negative,"мізки, гігієна, самостійність"
Ваша мораль нікому не хвилює,Medium,dismissive,informative and neutral,disrespectful,нікому не хвилює
"Але якщо тій людині все одно на мене, то що я зроблю",Low,reflective,colloquial,resigned,все одно
Пропагандисти в ОРДЛО почали перекладати свої висловлювання угорською.,Low,informative,neutral,objectively curious,none
"Як же важко незважати на того, хто давно не зважає на тебе.",Low,contemplative,expressive and emotional,melancholic,"незважати, не зважає"
"Фу, можна якогось відмінити всі секси, наче їх ніколи й не було?",Medium,informal,dismissive,negative,"Фу, відмінити, ніколи"
"і, він такий поганий.",Medium,informal,critical,negative,поганий
"Не спіть з дівчатами, які не можуть наспівати пару пісень Лінди.",Medium,advisory,informal,judgmental,Не спіть
Да я вже так і зробив,Low,casual,informative and neutral,affirmative,none
"ви знаєте, як сплять старі гаї?ще взнаєте. павло тичина.",Low,poetic,lyrical,reflective,none
Зачєм люди полюють на тварин?,Low,curious,interrogative and neutral,inquiring,none
"Досі так незручно, це просто жах, вчасно я в Карму прийшов канєшн",Low,frustrated,colloquial,negative,"незручно, жах"
"Блін, ну оце ж не можу не Казати зайвого.",Low,informal,colloquial,frustrated,Блін
"Нідерландець, тут тобі не Тєхас",Low,informal,conversational and colloquial,dismissive,none
Хтось дереться мені у вікно.,Low,alarming,informative,concerned,дереться
"А в львові, то ж вважайте БігТвіттор із вочінг ю))",Low,informal,colloquial and cautionary,playful,none
Лєра посилає то все і об 11-й вечора сидітиме вдома за великим горням карпатського чаю і вчитиме),Low,casual,informal,relaxed,none
"Тепер у мене нічого не включається **Тільки не пишіть що поганий чоловік, бо все мало бути.",Medium,defensive,colloquial,distressed,поганий
"Ді, шо ти робиш?",Low,inquisitive,informal,neutral,none
Дивиться як на непотріб))),Medium,condescending,informal,dismissive,непотріб
"терпи чувак, з алергією схожа історія",Low,informal,colloquial,supportive,none
"У всіх є такий фармацевт ( Ну, чи був.",Low,casual,informative,neutral,none
"чорт з вами, а я спатина добранічз.і. і вибачте за грубість, без цього ніяк сьогодні",Medium,aggressive,informal and emotive,frustration,"чорт, грубість"
"Сусіда, світло вимкнув через ремонт, а я хвилин 7 викручувала зарядку з криками: ""Сестра""",Low,informal,informative and casual,frustrated,криками
"з 6ї ранку, ледве прокинувшись, починає дiставати.",Medium,informal,conversational and negative,annoyed,дiставати
"Тре почати битися з ними, щоб нікуди не свалили.",Medium,aggressive,colloquial and confrontational,hostile,"битися, свалили"
у мене тут все зашкварилось просто ааааааааааааа,Low,informal,colloquial and expressive,frustrated,зашкварилось
"думала, шо то сніг",Low,conversational,informal,neutral,none
"ну 7 +-, поки ще дойшов",Low,informal,casual and conversational,neutral,none
та я нарешті ту шарагу закінчу і від липня я вся твоя),Low,casual,informative and conversational,positive,шарагу
"На вулиці теплинь, пташечки літають, спідметал грає в навушниках.",Low,positive,informal and descriptive,cheerful,none
"Тримай навігатор, а то засунь як надалі.",Medium,informal,colloquial and confrontational,aggressive,засунь
Просто йди з моєї голови геть,Medium,frustrated,informal,negative,геть
