Sentence,Negative Connotations
አሁን በኢትዮያ ቴሌቪዢን የሚቀረቡት ተምረናል ባይ ፖለቲከኞች: ህሊናቸውን የሸጡ ማፈሪያዎች ናቸው:ባይናገሩስ?,"ሸጡ,ማፈሪያዎች"
እኔኮ ደና ሰው መስላኝ ነው ጅል መሆኗን መች አውቄ ፊያሜታዬ,ጅል
መጠግያየ በለው ውንጂ ነገ መሮጥህ ኣይቀርም StopGenocideInTigray AllowAccessToTigray,"መጠግያ, ውንጂ"
ኢንጂነር ምናለ የተጨፈጨፉት አማሮች ግድ ሳይሎት ይህንን ወሬ የምስራች ብለው ይመጣሉ እግዚአብሔርን ይፍሩ።,"ጨፈጨፉት,ግድ ሳይሎት"
እንኳን ተክዜ የእግዚአብሔር ቤተ መቅደስ የሆነውን ሰው አፍርሰሃል ቃኤል ሰው ነበረ አንተ ግን ቃኤል ላይ ያደረው ክፉ መንፈስ ሆነሃል እግዚአብሔር ልብህን ይመልስ እግዚአብሔር ይገስፅህ ።,"አፍርሰሃል, ክፉ, መንፈስ"
ደነዝ ህሊና ቢስ ደሞ የእግዚአብሔር ስም ትጠራለች እንዴ እርኩስ,"ደነዝ, ቢስ, እንዴ, እርኩስ"
ፐፐፐፐፐ አንተ ራሽናል ነህ ማለት ነው የቀነጨርክ ደንቆሮ,"ራሽናል, ደንቆሮ"
ጉረኛ ኢሳያስ ጫማ ስር አልነበሩ እንዴ የ ኦነግ ኦጎቶችህ:: ማን ነበር ሲቀልባቸው እና ሲያስታጥቃቸው የነበረው::,"ጉረኛ, ኦጎቶች, ሲቀልባቸው, ሲያስታጥቃቸው"
ይህ ሰው እዉነት ዶር ኣምባቸው የኣዲስ ኣበባ ዩኒቨርሲቲ ፍልስፍና መምህር ነው ወይስ ሰዎች በስምህ ነው ስምህን ለማስጠላት ሴራ ነው።,"ለማስጠላት, ሴራ"
ነፃ አውጪ ሆኖ ትግል ይቀጥላል . ሰላም ይደፈረሳል . ሁሉም በእኩልነት ማሳተፍ ነው የሚያስፈለገው . ጀዝባ,"ይደፈረሳል,ጀዝባ"
ዶር ዐብይ እንዳንተ እና እንደመሰሎችህ ዘራፊ ገዳይ አይደለም ጨፍጭፋቹ አስጨፍጭፋቹ የውሸት ለቅሶ በየቦታው ማሰማ,"ዘራፊ ገዳይ, አስጨፍጭፋቹ, የውሸት ለቅሶ"
ሚስቱና ልጆቹ አመሪካን አስቀምጦ ሚስክን የኢትዮጵያ ህዝብ አይዛቹ ተዋጉ እያለ የሚጮህ የሰይጣኖች ቤተሰብ ነው የሚባል ፈርቶ ወይም ሙቶ ነው ወይም በከባድ በሽታ ታሞ ይሆናል በቀን,"የሰይጣኖች, ፈርቶ, ሙቶ, በከባድ በሽታ"
እባብ ክፉ ሰው . ይሄን የውሸት ፕሮፓጋንዳህን እዛው ከታላቁ ወንድምህ ጋር.ባለጌ,"እባብ, ክፉ, የውሸት, ፕሮፓጋንዳ"
አይደለም ጠጥተሽ፣ ይሄንን የመጠጥ ስብስብ ከተጠጋሽ ቦኋላ አለመስከር አትችይም ከትውተር ጓደኞቼ መካከል ሰካራም ቁጥር አንድ ልትባይ እንደሆነ ሳስብ ጨነቀኝ።,"ጠጥተሽ, ሰካራ"
እንግዲህ የተገለጠላት እውነት ለእኛም እስኪታየን መፀለይ ነው : ግን ምን አለ ሙያውንም ኣብራ ባታሰድብ?????,መፀለይ
አንተ ዘገምተኛ ሰዉየ አብይ ሚስትህ ነው እንዴ ቂጥ ቂጡን እየሄድኽ እምትዋሸዉ የዉሻ ልጅ ደደብ,"ዘገምተኛ, ቂጥ, ዉሻ ልጅ, ደደብ"
ኧረ በጣም እኔንም ያስቁኛል  ማፈሪያ ፣አይነ ደረቅ ሁላ ??,"ማፈሪያ, ደረቅ"
ምነው ቅድም ገደል ግቡ ስትል አልነበር ምን እንደ እስስት ትቀያየራለህ?እዚህም የሚጠላህ የለም አልደረስንባችሁም አትድረሱብን ይሄን ማፈርያ ስራ ተ,"ገደል, እስስት, የሚጠላህ"
ጦርነት ምን እንደሆነና እንዴት እንደሚከናወን የማታውቂ መሀይም ስለሆንሽ አንቺን ማስተማር ግዜ ማጥፋት ነው።,"መሀይም, ግዜ ማጥፋት"
መሰደብ ሲያንሳት ነው ዘር የማፅዳት ዘመቻ ነው የሚያሳፍረው እናም ኣንተ ለሷ ማገዝህ እንደሷ ደደብ ያስብለሀል,"መሰደብ,ዘር,ይማፅዳት,ዘመቻ,ያሳፍረው,ደደብ"
የተማረው ተኮል ውሸት ሰው ማስገደል ነው የስራህን አላህ ይስጥክ ጨካኝ ።,"ተኮል, ውሸት, ማስገደል, ጨካኝ"
ሰይጣን አሳስቶህ ነው ብላ አብራህ ሱባኤ ካልገባች ፍታት ??,"ሰይጣን, አሳስቶህ"
ጅቡቲ ሄደህ ዲፕሎማሲ የምትመስል ነገር ይዘህ መጣህና እንደትልቅ ነገር ጉራህን ትነፋባችኋለህ ። አንተ እንኳ ለኢትዮጵያ ለጅቡቲም አትመጥንም ።,"ጉራህን ትነፋባችኋለህ, አትመጥንም"
የሞቀ ሰው ከነ አልጋው ተዘጋጅቷል ፤ እዛው ዛፍ አቅፈህ እደር.ግን አልልህም,None
ብር የሚያስዝ አለ ብርሀኑ next year ይታሰራል,"የሚያስዝ, ይታሰራል"
አንበጣ ትግራይን ብቻ የሚያጠቃ መስሎህ ነበር ይህ?? ሁሉ ዝባዝንኬ የዘባሰከው። ትግራይ ሰብ አለዋ,"አንበጣ, ዝባዝንኬ"
Covid ethio ላይ ወይ አይሰፋ ወይ አይጠፋ ትለኛለች እንዴ ደነዝ,"አይሰፋ,አይጠፋ,ደነዝ"
ድጋ ራስ ነገር ነህ ።እወክለዋለሁ የምትለው ህዝብ በየቦታው እንደከብት እየታረደ አንተ ስለ ድጋ ክምር ታወራለህ ። ማፈሪያ ቢስ ።,"ድጋ,ራስ ነገር,እወክለዋለሁ,እንደከብት,ማፈሪያ,ቢስ"
በሚስቴ መልክ የሚቀናው ሰውዬ ለግማሽ ቀን አብሯት ከዋለ ወዲህ እየተከተለኝ ያለቅስልኝ ይዟል,ያለቅስልኝ
ጦርነት ናፍቂ ለዚች ሴትዬ ስቅይ ተጠያቂ ነህ እሺ አንተ ውሻ ወዲ ከልቢ,"ጦርነት, ጠያቂ, ውሻ, ከልቢ"
ባለፈው የነ ገሪባ ቲም ተመሳሳይ ነገር ሲቀባጥር ሰዉ አይስማን ብለን ባልሰማ አለፍን አሁን ደግሞ ይህ ጀዥባ ደገመዉ በስንቱ እንፈር ግን ማፈሪያ,ጀዥባ
አይ በርሔ፣ ጊዜ ያለፈብህና የማይገባህ አይነት ትመሥለኛለህ,"ጊዜ ያለፈብህ, የማይገባህ"
ባርነትና ባንዳነት ህሊናውን ያሳወረው እንዳንተ አይነት ድኩም አላየሁም እመነኝ ዋጋ ትከፍልባታለህ ::,"ባርነት, ባንዳነት, ድኩም"
ሽመልስ አብዲሳ የሚናገረው እኮ እውነት ቄሮሮሮ የኛ ነው አለ እውነቱን ይህው ጀዋር ገተዘጋ ስንት ጊዜው ዝም ብለዋል,ገተዘጋ
ባንዳ ሃገር ሻጭ እንዳንተ አይነቶቹ አወቅን ባዮች የስራችሁን ይስጣችሁ አሜባ ሁላ,"ባንዳ, ሃገር ሻጭ, ባዮች, አሜባ"
እንዳንተ ያለ የሀገር ጠላት ስለ ዐቢይ የመዘገብ ብቃት ሊኖረዉ አይችልም።,የሀገር ጠላት
እንኳን የእጂህን አገኘህ እናቶችና ህፃናትን ገለህ ድሮሰ እንዴት እድሜ ይኖርሃል አንተ ሰይጣን,"ገለህ, ሰይጣን"
ዝፍጥም ንፍጥም የሆኑት እኮ እርሶ ኖት??እንደ እርሶ ሀሳቡን በጨዋ ደንብ መግለፅ የማይችል መረን የለቀቀ ሰው መሰለኝ እኮ ባለጌ ያሳደገው,"ዝፍጥም ንፍጥም, መረን"
በጀዋር እና በአብይ መንግስት አትደግፉ በአማራ ላይ ያነጣጠረ የሴራ ፓለቲካውን እያያችሁ አብይ የተባለን እባብ ጭራሽ ለሀገራችን የሚሆን አይደለም የሱን ተራ እንጠብቅ,"አትደግፉ, እባብ ጭራሽ"
ለእኔ ጃዋር ከአብይ አህመድ ይሻለኛል። ጃዋር በአደባባይ ነፍጠኛ ጨቁኖኛል ቄሮዎች የቤት ስራችሁን ጨርሱ እያለ ጠላትነቱን በአደባባይ ይገልፃል። አብይ አማራን የሚያስገድለው በኢትዮጵያ,"ነፍጠኛ,ጨቁኖኛል,ጠላትነቱን,የሚያስገድለው"
ያስቃል  አንተ ደነዝ አርቲስት ማለት ምን ማለት እንደሆነ ታውቃለህ አጼ ቴድሮስን አንተን ሌሎችንም መስሎ ይጫዎታል እንጅ መሆን አይችልም ሰውየው ቃሉና ምግባ,"ያስቃል, ደነዝ"
እብድና ሰካራም የልቡ ያለውን እውነት ይናገራል ማለት እንዲህ ነው።,"እብድ,ሰካራም"
አዪ፥ አውቆ የተኛ ቢቀሰቅሱት አይነሳ ነው እኮ ነገሩ። የሊቀ-ሰይጣን ድያቅን ራሱ ዛሬ መርዶ ተረድቶ፥ ከጠበቀውና ካሰበው,"ሰይጣን, መርዶ"
አረ ባክህ? ኣንተ ዲንጋይ ራስ ሰው በላሽ ውርዳም ዲቃላ። ደሞ እኮ ኣታፍርም እንደጋገፍ ስትል። እንገዳደል ብትል ኣይሻልህም እንደለመድከው?,"ዲንጋይ,ራስ ሰው,ውርዳም,ዲቃላ,ኣታፍርም"
ዱቄት እያሉ ሚሳደቡት ልጆች የጠፉት ኢንተርኔት ስለተዘጋ ነው አይባልም ????,ዱቄት
የትኛው ህግ እና ስርአት ነው? የመግደል እና የዘር ማጥፋትን ነው? ቀጥልበት . አሁን ኢሳያስን ተማምነህ ነው መጨረሻህ ግን,"መግደል, የዘር ማጥፋት"
እኛም ኢትዮጵያ የሚገኙትን ጎጠኞችና ሴረኛ ባለስልጣኖችን እጃቸውንም አፋቸውንም እንዲይዝልን አለበለዚያ ባሉበት ድፍት እንዲያረግልን ዱዓውን ተያይዘነዋል ?? . አሚን,"ጎጠኞች,ሴረኛ"
ለነገሩ ይህን ለማሰብ ሰው መሆን ፤ አላህን ፈሪ መሆን ይጠይቃል፡፡ ይህን ማሰብ ያቃተው ጭንቅላት ንፍጥ ነው ለሀገርም ነቀርሳ ነው፡፡,"ንፍጥ,ነቀርሳ"
ለምን ይዋሻል ሌባ እንኳን አይደለም ባይሆን አስመሳይ ውሽታም . .,"ሌባ, ውሽታም"
ገልቱ ነህ። አንተ ትፈርሳታለህ እንጂ ኢትዮጵያ አትፈርስም,"ገልቱ ነህ, ትፈርሳታለህ"
barbz repeat after me: የራፕ ንግስት ይቅርታ ጠይቂ ፡፡ አንተ ደንቆሮ ጋለሞታ ብርሃን ባላዩበት በሲኦል ጥልቀት ውስጥ እንደምትቃጠል ተስፋ አለኝ ፡፡,"ደንቆሮ, ጋለሞታ, ተስፋ አለኝ እንደምትቃጠል"
እንዳንተ አይነቱ ተቆጥሮ ነው 110M ህዝብ የተባልነው?,ተቆጥሮ
ሎሬት ፀጋዬ ገ/መድህን ሐቅ ለሚለው ፅሁፋቸው ሴኮ ቱሬ የሚባል መርዝ ቋቅ የሚል ትፋቱን ወያኔ አ.አ የገባ ሰሞን በሬድዮ ደጋግሞ ያደነዘዘን ዛሬ ትዝ አለኝ። አይ ጊዜ.ጌዜ ለሁሉም መልስ አለው።,"ቋቅ, ትፋቱን"
ፍቅር ለማስተማር ፖስተር ጴንጦ መሆን አያስፈልግም።,None
ወንጀለኞች የሞት ፍርድ ብቻ ነው የሚመጥናቸው። ምክንያቱም ድርጊቱ ሀገርን የማፍረስ ሴራ ስለሆነ።,"ወንጀለኞች, የሞት, የማፍረስ"
ሦስተኛ: ትክክለኛው ሙስልም፡ ሌሎችሙስልሞች ማርታ ይምያገኙበት መንገድ ለማስገኘት ጥሮ ግሮ ይስሰራል አክራሪው ሙስልም፡ የሌሎች ዳካማ ጎን እና አውቆም ይሁን በስህተት ስል ገቡበት ወንጀሎችእየደሰከሬ ዜና ያሰራጫል ።,"ጥሮ ግሮ, አክራሪው, ዳካማ ጎን, ወንጀሎች"
አፍህን ይዝጋው አተ ደደብ አብይን የማናገር ምኑም የለህ እዳተ አይነቱ ነው አገሪቱን ዝቅ የሚራጋት,"ደደብ, እዳተ, ዝቅ የሚራጋት"
ወንድ ከሆነ ለምን መዘጋት አሰፈለገው ሁሉን ክፍት አድርጉ መዋጋት ነው ግን እንዴት ብሎ ፈሪ የራሱንም ጥላ አያምንም ላዛ ነው በሆነው ባልሆነው የሚበረግግ ይከ ሸ ልምጥምጥ,"ፈሪ, አያምንም, ላዛ, የሚበረግግ, ልምጥምጥ"
አምላክ ይቅጣህ አሳዳጌ የበደለህ ባለጌ ዋጋህን በቅርብ ቀን ታገኛለህ,"ይቅጣህ, አሳዳጌ, የበደለህ, ባለጌ"
አንዴ ማፈሪያህን ስለዘጋኸው አውራ አገርን እያፈረስህ ታሪክ የምትሰራ መስሎሀል,"አውራ, እያፈረስህ"
የተረገምክስ አንተ ክፉ ልብ ያለህ እንዳንተ አይነቱን መጥፎ ሰው ከምድር ያጥፋልን እንክዋን እግር ቤት መምራት የማትችል ሁላ ዶ/ር አብ,"ክፉ, መጥፎ, ያጥፋልን, የማትችል"
አንተ ሰይጣን ፤ ሁለት አይኖችህን ከአንድ ሰከንድ በሓላ ላለማጣትህ ምን ዋስትና አለህ??? አንተ ድንጋይ ራስ,"ሰይጣን, ድንጋይ ራስ"
ይድፋህ ኣንተ ግራ የተጋባህ ዥልጥ መሃይም ውሸታም ስንት ግዜ ታታል ይሆን ?,"ይድፋህ, ግራ, ዥልጥ, መሃይም, ውሸታም"
የላዳ ጠባይ ያልለቀቃቸው የራይድ ሾፌሮች አሉ ። አንዱ ደነዝ ሰው አለ ይመችሀል ይለኛል ??,"የላዳ, ጠባይ, ደነዝ"
ርዝራዥ አይደለክ እንዴ ታዲያ ወሬ ፍለጠው ቁረጠው መንገድ ዝጋ አቃጥል ስትል አልነበር እንዴ ስለዚህ ምንም ብትባል አይግረምክ ስለሆንክ,"ወሬ, ቁረጠው, አቃጥል, አይግረምክ"
የአንቺንም ማንነት ጠንቅቀን እናውቀዋለን ፣ በአማርኛ እና በአማራ ስም መነገድ አቁሚ። አስመሳይ ሁላ።,"ጠንቅቀን, አቁሚ, አስመሳይ"
አደፍርስ ወሬህ እየደፈረሰ ነው። ማን እንደሚዋሽ አለም ሙሉ ያወቀው ፀሀይ የ,"አደፍርስ, እየደፈረሰ"
ሰው ባለው ነው ሚያጌጠው ሳሮንም ቂጥ ነው የላት ????,ቂጥ
መሪውን የሚሳደብ ወይ አላዋቂ ወይም ባለጌ ያሳደገው ብቻ ነው።,"የሚሳደብ, አላዋቂ, ባለጌ"
የኢትዮጰያ አምላክ የንጹሃን አምላክ ይፋረድህ አንት ሰይጣን።,ሰይጣን
ስንቱን እንደታዘብኩ አብሶ የህዝብ ነን አርቲስት ነን የሚሉ . ዛሬ ተነስተው የዘር ማጥፋት ተደረገብን የሚሉት እኔ ከነሱ በላይ ለትግራይ ህዝብ አዝኛለሁ ከጦርነቱ በፊይ,"ማጥፋት, ጦርነቱ"
ያዋጣል። በወያኔ ዘመን ስለሚገደለው ህዝባቸው ከመታገልና ከመጮኽ ይልቅ የሚወክሉትን ህዝብ የሚሳደቡ እንደ አለምነው መኮንን አይነት የጨነገፉ ሰዎችን ሲያበቅል የኖረ ድርጅት ዛሬም,ጨነገፉ
ምሁር ባትሆንም የደንቆሮወች አባል አንዱም አንተ ነክ,ደንቆሮ
እንካን እግዚኣብሔር ከሱ ጋር ሊሆን ሰይጣን የሚሸሸው ሰው ነው መሽረፈት,"ሰይጣን, ሚሸሸው, መሽረፈት"
አዉቃለሁ የሚል ቂል አንዳንዴ ከጠላት ያላነሰ አደገኛ ነዉ። ደደብነት ከቦንብ ሊብስ ይችላል መረቅ.,"ቂል,ጠላት,አደገኛ,ደደብነት,ቦንብ"
ስማማ ጋሼ ለማን ነው የምትፅፈው ሰይጣንም ትዊፕስን ጆይን አደረገ እንዴ.,ሰይጣን
ይሄንን ውሻ ቤት ማሰር ነው፡ እሱ ብቻ ሊቅ የአትዮጵያ ጉዳይ ተንታኝ፡ ሃገር ሚመራው በቅንነትም ጭምር ነው እንዳንተ ምላሳሞች እሳት ነው ሚያነድዱት፡፡,"ውሻ, ተንታኝ, ምላሳሞች, እሳት"
ደደብ 1 ሚልዮን የሰው ህይወት ኣጥፍተህ ስልጣን ለመያዝ ነው,ደደብ
የኔታ የዛሬው ቅኔ ግሩም ነበር ቢላቸው አዬ አንተ ከገባህማ ምኑን ተቀኘሁት እንዳሉት የአክሊሉ ሀብተወልድ ዲፕሎማሲ ታዬ ለሚሉት ንፍጣም ቢገለጥ ነበር ስህተቱ።,"አዬ, ንፍጣም, ስህተቱ"
ጎንደር ላይ መቼም ቢሆን ኢትዮጵያዊነትን ማንም ዝቅ አያደረገው። አብይም ቢሆን ኢትዮጵያ እያለ ፈፅሞ ኢትዮጵያዊ ያልሆነ ጅልም ውሸታምም መሪ,"ጅል,ውሸታም"
ተተርተር ዝምብለህ broadcast ህግ የለ :ምን የለ :እውነት የለ : ውሸት የለ ዝም ብሎ መቀደድ:: ለነገሩ አንተ ምን ታረግ እኛም መንጋ ሆነን ሳናላምጥ እየዋጥንልህ,"ተተርተር, ውሸት, መንጋ, ሳናላምጥ"
አስመሳይ ሌባ በለው ሌላ መጫዎቻ ካርድ ሊመዝ እየዳዳው እኮ ነው ፍናፍንት ይሉሀል እንዲህ አይነቱ ነው,"ሌባ, ፍናፍንት"
ህወኃት ያን ሁሉ ድርጅት በአሸባሪነት በከሠሰችበት ዘመን አንድም ቀን የዚህ ዐይነት የከፋ የሽብር ድርጊት ኢትዮጵያ ውስጥ ተፈጽሞ አያውቅም።ዛሬ እርቅና አንድነት ሲፈጠር እውነተኛው አሸባሪ ካደፈጠበት ወጣና ሥራውን አሳየ::,"አሸባሪነት, የከፋ, የሽብር, አሸባሪ"
ለምን ይዎሻል መቸ የተማሩ ነው አስመረቀ እምትለው አንተ ጀዘባ የአቢይ ቅጥረኘ,"ጀዘባ,ቅጥረኘ"
እንዳው ይሄን ግም አጋንንት ጆሮውን ይዞ ከስዩም መዝፍንጋ የሚያገናኝ እንዴት ጠፋ???,"ግም, አጋንንት, መዝፍንጋ"
ቢቻል በስማችን ሰው አትግደሉ ብላችሁ ገዳዮችን ባወገዛችሁ ካልሆነ የተበዳይን ድምፅ እንዳንሰማ ማለት ደደብነት ነው 2/2,"ገዳዮችን, ደደብነት"
ሰይጣን ያደሬገውን በአብታሙ አያለው ወደ መጨሬሻው ላይ ይስሙ።,ሰይጣን
ሞተ የተረገመ ይሙት ክፉ ይሙት ከዚህ አለም ላይ ከዚህ አለም ተሰወረ ከእንግዲህ ወዲህ ማየት አልፈልግም,"ሞተ, የተረገመ, ክፉ, ተሰወረ, ማየት አልፈልግም"
ሳወራ በጣም ነው የምጮኸው፣ አንዳንዶች ደንቆሮ የሚሉም ለዛ ነው ??,ደንቆሮ
መለስ ዜናዊ እናቱንና አባቱን በሁለት አገር የበተነ ደናቁርት ነው፡፡ እንዲህ አይነት ደደብ በአለም ላይ ታይቶ አይታወቅም፡፡ ከእነደዚህ አ,"ደናቁርት, ደደብ"
የምትናገረውን የማታውቅ ከሆነ ዝም ማለት አዋቂነት ነው::ግለሰቦች ከሰው ይልቅ ሰይጣንነትን መርጠው አሸባሪ ሲሆኑ እንዴት ሕዝብን ያክል ግዙፍ ማህረሰብ ጋር,"ሰይጣንነትን, አሸባሪ"
ወታደሮችህ መሳሪያ ያልያዘ ዜጋ ገድለው ይዝናናሉ አንተ ደሞ አስጦብያን እያፈረስክ ትንዘባዘባለህ። ድንቁርናን እንደ ውሀ የተጋትክ አረመኔ,"ገድለው, እያፈረስክ, ትንዘባዘባለህ, አረመኔ"
ምን እያልክ ነው ? ቱልቱላ ስለሰደቡን መፃፍ ሃስባችንን ከመፃፍ አናቆምም ለአስር አለቃ አገር አይተውም ምናምን ምናምን,ቱልቱላ
እንደዚህ ዓይነቱ Opportunist እና ከደመቀ ዘፋኝ ፖለቲከኛ ነው ሀገርንና ህዝብን ውዥንብር እየከተተ ሀገሪቱን ከአደጋ ላይ ለመጣል የሚቀባጥረው። ምኑ ይረሳል በ97 ከአውሮፓ እስ,"Opportunist, ዘፋኝ ፖለቲከኛ, ውዥንብር, ከአደጋ ላይ ለመጣል"
አንተ አልጫ ሰውየ ደግሞ ኮምጠጥ በል ኮምጠጥ ባለማለትህ ነው ወገኖቻችን ያስጨረስክብን,"አልጫ, ሰውየ, ያስጨረስክብን"
እንዲህ ጥርግርግ አድርጎ በልቶ እኮ ነው 60 የሚለው,ጥርግርግ
አሜሪካዊው ባለሀብት ኢትዮጵያ ውስጥ መጥተው የእኔ ቢጤዎች ጋር ሲወያይ ወደ ከንቲባዋ ምልዕክተኛ እጁን እየጠቆመ እነዚህ ድህነትን ረስተዋል ምክኒያቱም የእናንተ ስቃይና ደም ላይ ጠንጠ,"ስቃይ, ደም"
ለዘመናት አገሩን ልክ እንደ ቤታቸው ሲመሩ ሲፈነጩበት የሌላውን ችግር እና ሞት see no evil hear no evil እያሉ እንደቀላል ሲያልፉት እየታዘብን ኖረን ሳንፈልግ ቂ,"ፈነጩበት, ችግር, ሞት"
እኔን ስለሚጠላ የሚል ነገር ስለሚጠላ የሚል ነገር አልፃፍኩም ፣ አንድ ቲኒሽ ፅሁፍ መረዳት ሳትችዪ ትንቀዠቀዣለሽ።የኮተታም ካድሬ ባህሪ ነገር ድሮም ዘንድሮም አንድ ነው,"ስለሚጠላ, ትንቀዠቀዣለሽ, ኮተታም"
ምርጫ ቅስቀሳ መሆኑ ነው? የኢትዮጵያን ሥም ከመጥራትህ በፊት መጀመሪያ ተንበርካህ ሚኒሊክን ይቅርታ ጠይቅ፡፡ አስመሳይ ይሁዳ,"አስመሳይ, ይሁዳ"
ለውጥ 101 እስኪ የቀን ጅብ ኣትሁን የኛ የፖለቲካ ሜቴክ,የቀን ጅብ
ፀረ ካፒታሊዝም ፀረ ዘረኝነት ነጭ የዘር ማጥፋት . ለምንድን ነው የምትፈልገው?,"ፀረ, ዘረኝነት, ማጥፋት"
የዳንኤል ስይጣኑ ከፍታ ላይ ያሉት እንዳንቺ ጨካኝ እና አረመኔ ሰዎች ብቻ ናቸው::,"ስይጣኑ, ጨካኝ, አረመኔ"
ጉረኛው «ኢትዮጵያዊነት መገለጫዬ ነው» ትላለህ . ግን ብዙኃኑ ኢትዮጵያዊ በኢትዮጵያዊነት ብየና ውስጥ ይካተት ዘንድ «ሁላችንን እንድትመስል ዳግም አብረን እንበይናት» ሲባል ዋነ,
ደደብ ነህ ወይስ ዲዳ መሆን ትወዳለህ? ማለቴ ወደ ሸሚዝ ይሂዱ,"ደደብ,ዲዳ"
አጋሰስ እንደ ሰው ተቆጠረ? ያሳፍራል ሆድ አደር እኮ ነው,"ያሳፍራል, ሆድ አደር"
እዩኝ እዩኝ ያለች አለ የሃገሬ ሰው ለማንኛውም የጤና ያርግልህ ትሰለቻለህ ግን በጣም እውነታውን ባናቅ,"እዩኝ, ትሰለቻለህ"
አክራሪ ብሔርተኝነት እና ህፃን ልጅ ማለቃቀስ እና አባብሉኝ ይወዳሉ,አክራሪ
መልክ የለሽ ወይም ጭንቅላት ቅል እራስ የነገሩን ጭራ ይዘሽ ስው ለማስረዳት እትሞክሪ የታሪክ አተላ,"መልክ የለሽ,ጭንቅላት ቅል እራስ,ታሪክ አተላ"
አፉ ቂቤ ሆዱ ጩቢ የተባለው እንደነተ አይነቱ ነው አስመሳይ,አስመሳይ
በአማረኛ: - የአፄ ናፋቂ ማለት የጅል ፖአክቲቪስቶች መለክያ ነው: ተወው:: የዘር ፖለቲካም ፌደራሊዝም አለመሆኑ ስላልገባህ አንብ ተማር:: ብዙ ጥራዝ ነጠቅ አዋቂዎች,"ጅል, ስላልገባህ"
ይሄ እኮ ግልፅ ስድብ ነው funny መስሎሽ ከሆነ መሀይም ነሽ ግን ከኅላ አጀንዳ ይዘሽ ነው,"ግልፅ, ስድብ, መሀይም, አጀንዳ"
አውቃለሁ እኔ ግን መንግስቱ መንጋጋህ ይውለቅ የምልበት ሞራል አለኝ,መንጋገህ
ወደድህም/ሽም ጠላህም ዘረኛ ከሆንክ አዕምሮህ የገለማ መሆኑን እወቅ። የገለማ ይከረፋል የሚከረፋም ለእምሮም ለአካልም ህመም መንስዔ ነው። ከዚህ ለማዳን ብቸኛው መንገድ ሰውን በሰውነቱ ብቻ መዝነው።,"ጠላህ, ዘረኛ, ህመም"
ልሳቅ ወይስ ልናደድ??? ሳህለወርቅ ዘውዴን ወይም ሙፈሪያትን ይዘሃት ሂድ በሚቀጥለው። ዜጋ በወጉ ባታስቀብር ለዜጋ ክብር ሬስቶራንት በር ማስከፈት አያቅታትም።,"ሙፈሪያትን, በወጉ"
ከንዳንተ አይነቱ አረመኔ እና ጨካኝ ምንም ጥሩ ነገር አይጠበቅም:: ይሄ ግፍ ግን ያልፋል ያንተንም ቤት ማንኳኳቱ አይቀርም,"አረመኔ,ጨካኝ,ግፍ,ማንኳኳቱ"
አንተ ጅል ብሃላ ማፈርጠጥ የለም አስብበት የመውጭያ በር ተዘግተዋል እንደ መንግስቱ ዙምባብዌ የለም,"ጅል,ማፈርጠጥ"
ምንድነው የምትዘባርቂው ዝም ተብሎ ከመሬት ተነስቶ ህገመንግስት አይቀየርም ህዝብ ሳይወስን,ምትዘባርቂው
መች ተሳተፍን እና ነው የምታስጠነቅቂን። ለቅሶ ግን እንደርሳለን።እንደ ኣስመራ ሴቶች ነጭ በነጭ ለብሰን። ካስፈለገም ወርቁ ይወጣል። የውሻ ማሰርያ ወርቃችን ፣ ታው,ማሰርያ
ሻርፕ አድርጎናል PM Abiy . አዎ የኢትዮጵያ አምላክ በእነኝህ በ ESAT Ethio360 ባላደራ በመሳሰሉት አረመኔዎች ይፈርዳል::,"ባላደራ, አረመኔዎች"
እንዳንተ ያለውን ከንቱእንኮን እንድትኖር የፈቀድልህ አምላክህን በእንዳንተ የያለ ጠባብ ጭንቅላት የሚመራ መስለህ መቼም እናንተ ዱንዙዛን ናችሁ,"ከንቱእንኮን,ጠባብ,ዱንዙዛን"
ደደብ ነህ . ላለፉት አራት ዓመታት አሜሪካን ገሃነም ከማድረግ ውጭ እርስዎ እና ቤተሰብዎ ምንም አላደረጉም ፡፡,"ደደብ,ገሃነም"
ደንቆሮ እንዳልልህ ስድብ ነው ዝም ብልህም ደንቆሮ ስለሆንኩኝ ነው ስለማልሰማ ትላለህ ከዚህ ሁሉ ገልቱ ብልህ ምን ማለት እንደሆነ ስለማታ,"ደንቆሮ, ስድብ, ዝም"
ያባቴ አምላክ አንተው ላይ መብረቅ ይዘዝብህ እንዳንተ አይነቶች ናቸዉ ንፁሃንን የሚያስጨርሱት ሰይጣን,"መብረቅ, እንዳንተ, ንፁሃንን የሚያስጨርሱት, ሰይጣን"
ለአሁንህ ነፃነትህ አንተ ሽንታም በነበርክበት ሰዓት የሷ ጭሁት ነው ነፃነትህን ያስገኘው ክብረ ቢስ።,"ሽንታም,ጭሁት, ክብረ ቢስ"
የመደመር ነገር የማይመለከታቸው ሰዎች አሉ እንዴ? ዛሬ የፌቡ ሠራዊት ሰራዊት ፍቅሬን ጥንብ እርኩሱን አወጣው ወይ የድምር ፖለቲካ እንዴት ይሻለል ተካ?,እርኩሱን
