Sentence,Negative Connotations
टीआरपी के चक्कर में जितनी गाली खायी है अगर उससे पेट ना भरा हो तो और कुछ नौटन्की करो.,"गाली, नौटन्की"
ये देखो मादरचोद धर्म भी बदल लिया,मादरचोद
कोई टुकडे टुकड़े गैंग वाले कन्हैया कुमार को बरनाल की पेटी भेजो रे,टुकडे टुकड़े
कितनी तनख़ाह मिलती है तुझे ये भड़वा गिरी करने की?,भड़वा
पहले तो सवाल है वो मादरचोद मिले है क्या,मादरचोद
हर कुत्ते का दिन आता है,कुत्ता
जनता को भी तो मालूम चलना चाहिए कि कितना जान निगल गए हो तुम लोग ..,निगल गए
भेनचोद वाह ...दुनिया ही मादरचोद है ...,"भेनचोद, मादरचोद"
ये संघी भड़वा सबसे ज्यादा नफरतों का व्यापार करता है अपने चैनल पर,"भड़वा, नफरतों"
"कुछ कुत्ते मोदी के बहाने बे-वजह, देश को बदनाम करने की असफल कोशिस करते हैं!","कुत्ते, बे-वजह, बदनाम, असफल"
माही मार रहा है भड़वा।,भड़वा
सुअर कि औलाद जो दिल्ली में हुआ वो क्या था उस पर तेरी कोई प्रतिक्रिया नहीं आयीं ?,सुअर कि औलाद
"नीम का पत्ता कड़वा है, जो उन सालो की मदद कर रहा है वो सरकार साली भड़वी है |","साली, भड़वी"
"अबे भोसडीके, तु जो लिपी लिख रहा है ना वो हिंदुस्थान की देन है.",भोसडीके
अपने भाइयों को देख कर ये कटुआ गांड खोलके रन लूटवायेगा...लिख लो,"कटुआ, गांड"
"सोने दे ना भेनचोद, 2 बज रहे है रात के",भेनचोद
भोसडीके इतना खुश मत हो जा ...गर्दन टूट जाएगी ...,"भोसडीके, टूट जाएगी"
इस हरामी को कब समझ आएगा,हरामी
निकम्मी कुछ सूअर की नाज़ायज़ औलाद कुछ कर ही नहीं रही है...,"निकम्मी, सूअर, नाज़ायज़"
भोसड़ीके सोनिया के पास <number> करोड़ की संपत्ति कहा से आई।,भोसड़ीके
कम से कम सोच समझ कर बोल कमीने,कमीने
किस काम में व्यस्त हो तुम बहनचोद??,बहनचोद
दोनों हाथ उस भड़वा ने काट दिया था. और नहीं भोसड़ीके.,"भड़वा, भोसड़ीके"
इस मादरचोद को अभी भी जानना है,मादरचोद
यह सूअर तो स्वार्थी और लालची है,"सूअर, स्वार्थी, लालची"
अबे भोस्डिके फिर उन <number> बच्चो को रोड पे बहा दे?,भोस्डिके
शर्म आनी चाहिये हरामी को अभी भी बगल में बैठा है मादरचोद ।,"हरामी, मादरचोद"
जिन्होंने भी कीया उनको दंड मिलना होगा || हरामी,हरामी
"बाकी मादरचोद हिजड़े हैं, ऐसी घटनाओं को दिखाने में फटती है सालो की।","मादरचोद, हिजड़े, फटती, सालो"
तुझ जैसों सुअर को मे बांध के रखता हूं,सुअर
क्रिकेट की कसम तुमारी गांड तोड़ देंगे..,गांड
"ना बाबर यहां का था,ना जमीन बाबर की थी... भेनचोद...",भेनचोद
भोसडीके गांड चाटने वाले भक्त ऐसा कौन से कानून मे लिखा है ?,"भोसडीके, गांड चाटने"
"दुनिया तो ख़ूबसूरत है,  लेकिन लोग मादरचोद है!!!!",मादरचोद
"खुद तो खा नहीं पा रहे हो, दूसरो को क्या गान्ड खिलायोगे ?",गान्ड
अबे उल्लू लिख कर क्या बताना चाहता है? तुज़्ह जैसे गधे से तो ये जानवर ही सही है।,"अबे उल्लू, गधे"
सारी सरकार रंडी रोना करती दिखती..,रंडी
आपकी फिल्मो से सीखे है ...भेनचोद...,भेनचोद
बेशर्म और भड़वा तुम्हे रत्ती भर गैरत है?,"बेशर्म, भड़वा"
टैलेंट के पैमाना को परिक्षा में अंक लाने से नापने वाली पीढ़ी को अपनी चूतियोटीक सोच बदलनी पड़ेगी..,चूतियोटीक
रंडी तो हस्तमैथुन की मलिका बनी फिर रही है,"रंडी, हस्तमैथुन"
सुना है इस्लाम में बाल रंगना हराम है। तो ये लोग तो हरामी हुए?,"हराम, हरामी"
कुछ कमीने क़त्ल कर देते है,"कमीने, क़त्ल"
अब ये सूअर बताएंगे कि ये अपमान है,सूअर
"सब हरामी हलकट मिडिया सब के सब चुतुर्मुर्ग बन गये है,","हरामी, हलकट, चुतुर्मुर्ग"
मादरचोद विश्वास नही होता तो सेहवाग का कोई भी इंटरव्यू देख ले।,मादरचोद
डर गांड कूटने का ह ||,"गांड, कूटने"
मर्द की औलाद हो तो पता मालूम कर लो और घर पहुँचकर सामने गालियाँ दो,गालियाँ
भोसडीके रोटी जल गई है,भोसडीके
"अबे उल्लू, अगर तेरा इतिहास पता किया जाए तो तू भी भड़वा निकलेगा.","उल्लू, भड़वा"
ठीक तो है ऐसे हरामी दूर ही रहे तो ज्यादा अच्छा है,हरामी
बहनचोद भीख मांगने मे हमेशा आगे क्यों रहते हो ?,बहनचोद
नीच जिस थाली मे खाते हो उसी मे छेद करते हो,नीच
अबे भो्‍सड़ीके GB रोड की पैदाइश क्यू इतना राहुल गांधी का मूत पीते हो ?,"अबे, भो्‍सड़ीके, मूत"
"एक भगवा धारी यादव एक क्रिश्चियन भीमटे को बीच मैदान में जबर्दस्ती झुका रहा है, क्यों?",जबर्दस्ती
हरामी नेताओं का कोई मज़हब नही होता !,हरामी
भाग भोसड़ीके आंधी आई.'  समझे भड़वा।,"भोसड़ीके, भड़वा"
अब तो सच बोल दे भोसडीके,भोसडीके
"जो कमीने लोग ये कह रहे है कि एयर स्ट्राइक सेना ने किया मोदीजी ने नही,",कमीने
तो भैनचोद क्या नींबू पानी और  क्या रसना,भैनचोद
न्यूज कि हेडलाइन बनाने वाले पक्के मादरचोद है,मादरचोद
पूरी दुनिया परेशान है भोसडीके,भोसडीके
तेरी औकात तो एक विधायक बनने की नहीं है भड़वे ...,"औकात, भड़वे"
हद तो तब हो जाती हैं जब आरक्षण का लाभ लेने वाले लोग ही आरक्षण के खिलाफ भोंकने लग जाते हैं |,भोंकने
कुछ लोग तो सिर्फ गाली खाने के लिए ही पैदा होते हैं बेंचोद,बेंचोद
यहां चादर और अपनी राजनीति लपेट लो   भेनचोद हर जगह राजनीति,भेनचोद
भोसडीके अगर सरकार सोई हुई हो तो ये विपक्ष का काम है कि वो निक्कमी सरकार को जगाए..,"भोसडीके, निक्कमी"
राजीव त्यागी जी ने क्या खूब कहा था | दल्ला भड़वा,"दल्ला, भड़वा"
"हाँ मादरचोद यहाँ आके बोल रहा दे दूँगा,दे दूँगा",मादरचोद
बहन बेटी की इज्जत लुटवाएँगे  और फ़िर बेटी बढ़ाओ-बेटी बचाओ का नारा बेशर्मों की तरह लगाएंगे।,"इज्जत लुटवाएँगे, बेशर्मों"
"भोसडीके, तू सिर्फ रोटी का ही भूखा है क्या  ????",भोसडीके
अगर दिल्ली पुलिस उन मादरचोद कटुओ पर कार्यवाही किया तो उनका मन और बढ़ जाएगा।,"मादरचोद, कटुओ"
जायरा वसीम को लेके जो रंडी का रोना रो रही है,रंडी
इस हरामी को पंजाब में कूट दे |,"हरामी, कूट"
भोसडीके प्राशासन कब चेतेगा हरामी को ..??,"भोसडीके, हरामी"
"अब की बार कान पे नहीं, गांड पे वार!",गांड
"बूम बूम बुमराह, कर दिया मोसदिक कि गाँड को गुमराह",गाँड
ये दलाल मिडीया खासतोर पर एक एंकर अंजना ओम कश्यप  हैं दोगली रंडी,"दलाल, दोगली, रंडी"
शांतिदूतों ने उसके साथ जो किया वो नहीं दिखा तुझे रंडी ?,रंडी
कुछ  कमीने अखबार पढ कर  देश छोडने की बात करते है़ं,कमीने
मोदी जी पागल है जो जल संरक्षण के पीछे पागल हुए जा रहे ?,पागल
बाकी देश भर में जो रंडी रोना मचाया जाएगा वो अलग।,रंडी रोना
बुमराह के बाहर जाने के बाद मेरे डेढ़ हाथों पे बहुत दबाव है पर मैं देश नही झुकने देगा,None
ये सांप एक दिन पुरा ही निगल जायेंगे ,"सांप, निगल जायेंगे"
यही बोलेंगे या कुछ करवाई भी करेंगे इन हरामी के ऊपर,हरामी
लेकिन मैं कहना चाहूँगा इन सभी से तुम कुछ भी कर ले तेरी अजेंडा तेरे गांड मे ही डाल के छोड़ेंगे।,गांड
बाकी सब लोग तो चुतियापा करने के लिए पैदा हुए है .,चुतियापा
इस को पहले अरेस्ट करके खूब कुटाई करनी चाहिए जैसे सिनेमा में दिखाते हैं,कुटाई
"केजरीवाल को भाड़ में डालो, वो तो है ही भड़वा","भाड़, भड़वा"
अगर नुकसान नही है तो फिर तुम भड़वों की तरह रंडी रोना क्यों रो रहे हो ?,"भड़वों, रंडी"
मेरे मन में शंका उठ रही है की तू क्षत्रिय घराने से हो ही नहीं सकता भड़वे,भड़वे
"सुन बे मादरचोद, फैमिली को दोबारा बीच में लाया तो कुत्ता बना कर मारते हुए ले कर आऊंगा","मादरचोद, कुत्ता"
सभी को गांड में डंडा डाल कर समझाइए,गांड
गांड फट गई थी क्रिकेटर की रन मारने में,गांड
कन्हैया कुमार ने खोदा कुआँ सिंधिया हारे जुआ शत्रुघ्न खामोश हुआ खैर जो हुआ सो हुआ केजरीवाल भी बदहाल हुआ,"हारे, जुआ, बदहाल"
कुछ लोग हैं  जो विपक्ष में कुत्ते की तरह पहले भी भोंकते थे .. ,"कुत्ते, भोंकते"
भक्त बनो पर अण्ढ्भक्त नही,अण्ढ्भक्त
ये मादरचोद तीन पीढ़ी से कश्मीर में राजा की तरह शाषन कर रहे है,मादरचोद
हरामी हरामपन दिखाते ही है,"हरामी, हरामपन"
ओर चलाओ भैनचोद तेज गाड़ी,भैनचोद
साले कुत्ते की औलाद जिसे फिल्म अच्छी नही लगी उसे तू गाली देगा?,साले कुत्ते की औलाद गाली
यह भडवा क्या जाने राजा भोज के बारे में?,भडवा
मुसलमान आतंकवादी होते हैं हिन्दू आतंकवादी होते हैं  ऐसा बोलने वालों कुत्तों का बहिष्कार करो..,"आतंकवादी, कुत्तों, बहिष्कार"
जिस गांडू को अग्नि परीक्षा देना पड़ा,गांडू
"भेनचोद पादरी तेरा बाप था, जो बलात्कारी होने के बाद भी अपना स्वागत करवा रहा था?","भेनचोद, बलात्कारी"
जब तक हम शांत है ना तब तक अच्छे है भोसडीके,भोसडीके
"खाने को रोटी नही, पिने को नही पानी। और ये सुवर चला, हिंदुस्थानीयो को सिखाने जुबानी ।।",सुवर
इस रंडी के बच्चे को लात मार कर बाहर कर दे ||,रंडी
भेनचोद अब कहा गया इस देश का गांडु कानुन हद हो गयी,"भेनचोद, गांडु"
जैसे ही कमीने हरामी लोग ज्यादा हल्ला मचाए तो इन्हीं को धो डालें,"कमीने, हरामी"
चुप कर  रोज रोज अपनी पोल खुलवाने वाली  नीच औरत,नीच
जिन्दा जला दो सुअर को तभी कुछ होगा,"जला, सुअर"
भोसड़ी के इसका खुद का वीडियो ट्विटर पे है महिला पुलिस के साथ बतमीजी करते हुए,"भोसड़ी, बतमीजी"
मादरचोद फ्लिपकार्ट मेरा पैसा कब मिलेगा ? जल्दी बता मादरचोद,मादरचोद
अपने फूफा सांसद विधायक को हराम के कुत्ते के आगे रोटी डालते हो,हराम के कुत्ते
दलाल मीडिया को भड़वा गिरी करने के लिए काम पर लगा देते है ?,"दलाल, भड़वा गिरी"
गोदी मीडिया का ऐतिहासिक दोगलापन |,दोगलापन
सूअर की औलाद तुझे शरारती तत्व दिखने लगे हराम की जनी,"सूअर की औलाद, हराम की जनी"
सूअर की औलाद साले। जिस दिन खोपड़ी घूमी ना कोई कोर्ट होगा ना कोई कानून बस तांडव होगा।,"सूअर की औलाद, साले, खोपड़ी घूमी, तांडव"
आजादी में कोई कमी तो नहीं रही भोसड़ी के...,भोसड़ी
"सब तेरे जैसे आलतू फालतू नहीं हैं, गेंहू की कटाई चल रही है, आजा तू भी गेंहू काटने।",आलतू फालतू
तब कहा पिछवाड़े में मुंह डालकर बैठा था तू ?,पिछवाड़े
लेकिन ट्विटर पर माँ - बहन मत करो |,"माँ, बहन"
"ये भड़वा वोट और नोट के लिए किसी के भी चुत्तड़ चाट सकता है,","भड़वा, चुत्तड़"
ये ही है रंडी की औलाद |,"रंडी, औलाद"
इन लान्डीयो को पता है की सूअर मीडिया कूछ नही कहेगा।,लान्डीयो सूअर
अब सेना कदम उठाये और ऐसे कमीनो को ठिकाने लगाए,कमीनो
थमता नहीं है सिलसिला कत्ल और बलात्कारों का    क्या सो गया है ज़मीर नेता और सरकारों का,"कत्ल, बलात्कार"
जानते है जैसे ही तेजस्वी के पास पावर आयेगा ये चतुर्वेदी पैरो मे सबसे पहले गिर कर चापलूसी करना शुरु कर देगा । नीच,नीच
क्योंकि उसने तुझे बुलाना छोड़ दिया है ना तलवा चाटने के लिए,तलवा चाटने
उसके मां और बाप कब्र में कैसे?? सुअरो जबाब दो,सुअरो
भारत का सुअर मीडिया का वहिष्कार करे,सुअर
कुछ दोस्त ऐसे भी होते है।।  भोसडीके।।,भोसडीके
माधरजात अभी बोल रहा था एक महिना हुआ है,माधरजात
साले सुअर जब भी मुह मारेंगे गू ही मारेगे !,"साले, सुअर, गू"
बन्दर ने पेड़ की डाली पर दो गुलाटी मारी और मादा सम्भोग के लिए तैयार हो गयी भेनचोद।,भेनचोद
मर जाना ही अच्छा है तेरे इस सुअर हसबैंड का,सुअर
मै भी कहेता हूं अबे कुत्तों ये क्या है ?,कुत्तों
रंडी रोना रोने वालों कहाँ हो ?,रंडी
बुखारी का बुखार और गांड का खुमार दोनों निकाल देंगे,गांड
इसमे भोसडीके कहां से आ गए ?,भोसडीके
अरे वाह एक भड़वा दूसरे भड़वे. को बधाई दे रहा है,भड़वा
दलाली क्यों करती है ? तेरी खुजली हम मिटा देंगे!,"दलाली, खुजली"
रंडी तेरी औकात नही है भारत के मामले पर तू कुछ भौके,"रंडी, भौके"
"धर्म विशेष मत बोलो प्लीज़ भाई,  खुल के बोलो मादरचोद |",मादरचोद
बाकी का मीडिया सूअर बिका हुआ है। बिकाऊ सूअर मीडिया।,"सूअर, बिका हुआ, बिकाऊ"
सच में ये साला भड़वा मादरजात हैं भेनचोद भोसड़ी के भारतीय सेना का अपमान करते समय शर्म ना आया,"साला, भड़वा, मादरजात, भेनचोद, भोसड़ी"
तुम्हारी चेलियों का भोसड़ा साले हरामखोर कुत्ते गंदी नाली के सुवर साधु के नाम पे कलंक हो तुम लोग,"भोसड़ा, साले, हरामखोर, कुत्ते, गंदी, नाली, सुवर, कलंक"
"जडेजा की फिरकी , बंगलदेश की गाँड चिरकी","गांड, चिरकी"
वही या रंडिया है रंडी केकोठे के गुलाम.,"रंडिया, रंडी, कोठे, गुलाम"
