Sentence,Negative Connotations
حاسس كأني زنجي جوا البيت الأبيض,زنجي
حسناً، تباً لك، أيها الأحمق، اتمنى موتك، سأقتلك.,"تباً,الأحمق,موتك,سأقتلك"
اذا قفل التويتر بتصير حياتي فاضيه يلعن امك,يلعن امك
وربي انت لحجية من تويتر,
انت قلت شراميط شو بدي قول بعد في وصف تاني,شراميط
شركة صعايدة وش ترجي منها,ترجي
فاران الله يلعن مخك نكبتنا ضد باريس في افضل مباراة لنا والحين بتنهي علينا الموسم يلعن امك وبس,"يلعن,نكبتنا"
يلعن امك مو على اساس اكل للبسس كيف صارت نومه؟؟؟؟؟؟,يلعن امك
فلسطيزي في الظاهر صهيوني في الباطن 😂,"فلسطيزي, صهيوني"
يعني هي عانت وتعذبت سنوات مستكثرين عليها تتكلم وتعبر عن الي واجهته فتره طويله يا شراميط؟ صعب عليكم تفه,شراميط
لا مش متفاجئين عارفينكم شراميط,شراميط
رزق الهبل عالمجانين آه يا هبيلة,"الهبل,المجانين,هبيلة"
الرئيس النرجسي السلبي بالنسبة لك!,"نرجسي,سلبي"
يجب على شخص ما أن يخبر هذا الحمار أن اللسان الفضفاض يغرق السفن.,الحمار
ايه داري كلنا طلعنا من صلب الذكر ي حشره هذي النقطه الي حشرتك فيها .. الكلام…,"حشره,حشرتك"
اقسم بالله يالفرج لا ادعسك انت وفلسفتك,ادعسك
بفهم من قلكم إن برشلونة مكتوب باسم ميسي ؟؟؟؟! وش تنتظرون من لاعب الي حوله ما يساعدون والمدرب غبي صدق صدق منطقيًا وش…,غبي
النرجسي الخبيث والمختل عقليا يفتح فمه الكريه ولا شيء يخرج إلا البراز,"النرجسي, الخبيث, المختل عقليا, الكريه, البراز"
يا متخلف انا وغيري من الزعماء نثقفك,متخلف
نص الشعب المصري اقرع 😂😂😂😂😂😂😂,اقرع
أنا أعلم، أنا متعصب فظيع، قاتل ظالم بالولادة.,"متعصب,فظيع,قاتل,ظالم"
والثاني أيضا غير صحيح إلى حد البلاهة,"غير صحيح, البلاهة"
دعنا نحاول أن نكون بالغين أذكياء هنا ونوقف هراء الأحداث هذا,هراء
شغلنا المكيف بردنا قفلناه احترينا يلعن ابوك من صيف,يلعن
الاكتئاب مش موود يا منايك 😤,منايك
بعد ما قرر الحكم عادوا اللقطه بالبطيء هه لعنة الله عليكم و على والديكم يا عيال الحرام 😂 😂,"لعنة, عليكم, والديكم, عيال, الحرام"
يخوان شوفو الخصوم الي يفشلو تكفون 😭 😭 كل مره دافعين عشان الكرات البارده والحاره بعدين يقولك ياخي مدريد راشي الحكم يلعن ابوك استح,"يفشلو, راشي, يلعن"
قعدت أسولف له عنك وقد ايش انتي تجننين وسوالك فولو وماقبلتي يلعن ابوك,"تجننين,يلعن"
والله اذا لقيت اخونجي عدل هالايام قولنا 😂,اخونجي
تدعمون الحوثي في الخفاء وتدينون في العلن لعنة الله عليكم أين ذهبت مضادت الصواريخ الخاصة بكم إن كنتم,"لعنة, الحربي, في الخفاء"
ما هي الشرعية الأخلاقية التي اكتسبها هذا المخادع منذ قدومه إلى واشنطن؟,المخادع
متخلف يمكن يأذيه او يكسره,"متخلف,يأذيه,يكسره"
التاريخ محكوم عليه بالتكرار عندما يتجاهل أغبياء مثلك ما يحدث.,أغبياء
اللحين يقول لك هذي فئه ارهابيه وتم التصفيه لعنة الله عليكم,"ارهابيه,التصفيه,لعنة"
باختصار، بعض الحثالة هربوا بالسرقة.,"الحثالة, السرقة"
كل من بينس وترامب شريران.,شريران
يظهر لك مدى فساد الكنيسة الكاثوليكية.,فساد
- ليش حذفت النصيحه يا مطوع الغفله🤔,مطوع الغفله
تعتقد أنك ذكي بينما أنت جاهل.,جاهل
أنت آخر من يتكلم عن فلسطين يا بلحه .,بلحه
الليرة التركي بيتم اغتصابها وهتك عرضها قردوغان هيهجم على الخط الأحمر لانها المنقذ له ولاقتصاده الهش,"اغتصابها,هتك عرضها,هجمه,الهش"
شكرا لكم على إضاعة الوقت في الدنيا لتظهروا جهلكم الفائق .,"إضاعة,جهلكم"
دون يونغ، كاذب ونصاب.,"كاذب,نصاب"
اي اطلالة بالله عليك والله استايله لحجي وبقوه بعد المفروض يحاسبونه عشان الذوق العام هو و صلعته االلي عاكس الضوء,"لحجي, يحاسبونه, صلعته"
يلعب بدوري الفشلة لو قوميز حقق نفسه ارقامه وفي الابطال ماقابل خصم قوي,الفشلة
هل الملاحون نائمون أو يضاجعون أو شيئا من هذا القبيل.,يضاجعون
يا له من وجهة نظر بائسة وغير ناضجة لديك!,"بائسة,غير ناضجة"
جوالي مصلحه قبل كم يوم ورجع انخرب مره ثانيه يلعن ابوك جوال,يلعن ابوك
لكنك توافق على أن رجل مجنون مثل الأسد يستخدم غاز السارين على مواطنيه.,"مجنون, غاز السارين"
من السيء بما فيه الكفاية أن يكون هناك أحمق مثل hholt1 يفعل ذلك.,"السيء,أحمق"
هانا اسحبي كلامك لا ادعسك,ادعسك
من شجعت الاهلي وهذي العلامات كلها فيني يلعن ابوك فريق,يلعن
اللعنة هل حدث للمسيرة؟,اللعنة
أيْ والله احسنتم : المجوس يخادعون الناس وكما قال الامام الذهبي في تعريف الروافض : يبطنون الكفر ويظهرون الايمان,"المجوس, يخادعون, الروافض, يبطنون الكفر"
يا أيها الخاسرون الحاقدون اصرخوا بالأخبار الكاذبة عن الأطفال.,"الخاسرون, الحاقدون, الكاذبة"
أنا لن أبيع الصورة اللعينة أريد فقط أن أساهم في المقال اللعين,"اللعينة,اللعين"
لو الدولة تحترم نفسها كان انت يا أزعر في السجن,أزعر
هذا هو الهراء المطلق!,الهراء
لا بد أنهم يعتقدون أن الجميع ما عداهم أغبياء,أغبياء
وكمان نحنا عنا شي نتبرع في؟ كلو محجوز بل بنوك يا شراميط مصاري ما في، بيوتنا نهدمت و ناسنا ماتو الكن عين يا مج,"شراميط,نهدمت,ماتو"
مرحبا، ايتها العاهرة المثيرة !,العاهرة
أراهن أنه واحد من تلك الأغبياء الذين يأتون من أسفل حوض الجينات.,"الأغبياء,أسفل"
كل سنه و الناس طيبين و انتوا مش سالكين 👌,مش سالكين
عليك أن تتساءل عن عدد الجمهوريين الذين يؤمنون بالقذارة التي تخرج من أفواههم,القذارة
لقد لعب بك للحمقى,الحمقى
يلعن امك كيف تغيرين نفسيتي بكم كلمه وتقلبين امها يابنت الكلب,"يلعن, الكلب"
قتلتم انبل واطهر رجل عرفته الساحة الاسلاميه وانتم يامدعين القيادة تتفرجون ألا لعنة الله عليكم وعلى من والاكم,"قتلتم, لعنة, عليكم, والاكم"
هم حثالة حقيرة تحاول أن تأخذ الرعاية الصحية من الملايين حتى يتمكنوا من منح إعفاءات ضريبية إلى فاحشي الثراء.,"حثالة,حقيرة"
تالله لئن دعاه زنجي تحت شجرة في أقصى أدغال أفريقيا سيفهمه ولئن شاء سيتقبل منه,زنجي
توقف عن سرقة أموالنا و قم بعملك اللعين,"سرقة, اللعين"
أتمنى أن يضربوا بعضهم البعض ياسخيف,"يضربوا,ياسخيف"
الإجابة سهلة على السؤال الأخير، بالطبع هو أبله .,أبله
يا إلهي، أنتم حقًا بدأتم تبدون غبيين الآن.,غبيين
الترجمة مشكوك فيها وحتى لو كانت صحيحة كيف تبي جندي بحرية يعرف وش اقوى قوة للأدميرال؟؟ مستحيل يعرف لأنه حشرة,حشرة
لماذا هذه التعليقات الغبية.,الغبية
نزلوا العالم مظاهرات للتغيير عملتوهم شراميط وعكاريت، ما حدا استوعب انه فيه رفض للواقع البشع اللي عايشينهعارفين بال,"شراميط,عكاريت,البشع"
غرامة على عدم لبس الكمامة وحظر 24 ساعة يومي الجمعة والسبت، حكومة قحاب مفيهاش شك هادي,قحاب
احنا نسمي قردوغان الخليفة ابوصومعة 😂,"قردوغان,الخليفة ابوصومعة"
انت عبيط انت بتكلم واحد جايب هدفين وهو اللي جايب اهدافهم ف البطولة السنادي واللي فاتت ه…,عبيط
والله ان الفساد ودمار البلد هي غرفة التجاره والحكومه لعنة الله عليكم,"الفساد,دمار,لعنة"
هذا بلد حر يحمي حقوق التعديل من الشيوعيين الصعاليك مثلك.,"الصعاليك, شيوعيين"
بالطبع أشعر بتحسن لعدم التعرض للقذارة والهراء.,"القذارة,الهراء"
يلعن ابوك ويلعن ابو ياللي بيتطاول على السيد حسن قائد المقاومه ويتطاول على رجال الرجال ويلعن ابو ا,"يلعن, يتطاول"
مجتمع عبارة عن شراميط بتتحكم فيهم هرموناتهم,"شراميط, هرموناتهم"
بالله لين متى وانت غبي ياخي ارحمنا,غبي
ما تكون مثل بوب، جربوع صغير بيحكي من حساب وهمي. 😂,جربوع صغير
الشاهي البارد مع فول بريال ويالفقر يلعن ابوك مافيك حيلة,"يلعن ابوك,مافيك حيلة"
ركز زين يا حمار بالسؤال... قال توقعاتكم باللعبة ما قال رايكم,حمار
ضحوا بأفضل شخصية نسائية وبعدها مباشرة بأفضل شخصية رجالية وكابلهم الراقي الجميل، لعنة الله عليكم وانتهى المسلسل..,"لعنة,عليكم"
طيب هذه صفة فيك يعني مثل ما اقول يا دب,دب
أقاتِلُ في ساحةِ المعركة وحدِي ، أنا الجيشُ لـ نفسي ، وأنا السيفُ ذاته.💔 والله ما ألوم ميسي مدام معه مدرب غبي ولاع…,غبي
مدري مين يقتل طفل وحده عشان ما بدالته الحب يلعن ابوك ي ززقق,"يقتل,يلعن ززقق"
من يشاهد هذا انهيق يعلم انه أمام اعاجم ألسناً وعقولاً ، ومن يسمع مقولاتهم يدرك ان دينا المجوس…,"انهيق,اعاجم,دينا المجوس"
لعنة الله على من قتل نفس بغير حق في العالم كله لعنة الله على حافظ جحش النصيري وجيشه اللذي,"لعنة, جحش, النصيري"
شوف نفسها بس اللي بالمقطع دبه شوي,دبه
خذوهم على قد عقلهم بس قبلها عطوهم كف,كف
هل تقصد مثل دنيس كودير، يا أحمق؟,أحمق
اسمع يا جحش كل كلامك وسبك وشتمك لا يعنينا شي هو سوال واذا انت من صلب رجال جاوبه شو قدم…,"جحش,سبك,شتمك"
روبا قردوغان يموت سياسيا وشعبيا وأصبح فى النزع الأخير.مات حلم الخلافه.فقد الأمل فى دخول أتحاد أو,"يموت, النزع الأخير, مات, فقد الأمل"
وأشك أن البحرية الصينية البائسة يمكنها هزيمة البحرية الكندية.,البائسة
هؤلاء المفوضون الأربعة في المقاطعة فاسدون جدا,فاسدون
هذا إشارة واضحة إلى الرجل الموحش لديك، ترامب.,الموحش
اذا تحبون ال قردوغان اعملوا معروف الليرة في الدرك الاسفل هههه,الدرك الاسفل
المشكله هذي أفنان دبة يعني هي آخر وحده تتكلم عن أجسام الخلق الواحد يشوف نفسه قبل يعيب على غيره,"دبة,يعيب"
سفينة الحمقى تبحر بأقصى سرعة إلى الأمام.,الحمقى
طيب الغي هدف لونغليه وخل هدف ميسي تكفى يلعن ابوك 💔,يلعن
تعليقك اللعين مثير للاشمئزاز، ولكن أكثر من ذلك، لا يتوافق مع المسيحية.,"اللعين,مثير للاشمئزاز"
اجانا متخلف ويحكي ترا ابل ماتسوي شئ وتأخذ ضريبه ٣٠% ومن فورت خفضت الاسعار شواي قالوا لا نبي فلوس اكثر خلاص…,متخلف
كثروا المنافقين اصحاب المصالح هاذا اكبر كلب لأيران في لبنان ، تابع هالفديوا وتعرف هالمرتزق …,"منافقين, كلب, مرتزق"
اذهب خلف المجرمين لا تزرع الأغبياء!,"مجرمين,أغبياء"
يتم دفع الأموال لبراون للتحرش بنساء عديدات.,التحرش
شبعنا كلام يلعن امك عدي اي خط فيهم وخلصنا,يلعن امك
ايه انا اقصد كذا لان قبل كنت انا ادعسك,ادعسك
الجهل مثل جهلك هو كابوس.,"الجهل,كابوس"
حاولت أن تجعل نقطة غير ذات صلة باستخدام تعميم غبي حقا.,غبي
مش ملاحظ ان موضوع الازمه القلبيه ده بقى قديم ،، الناس دي معندهاش تجديد ،، تفكير متخلف وبيخاطب متخلفين,"قديم, معندهاش تجديد, متخلف, متخلفين"
لعنة الله عليكم نمد لكم حبل الوصل وانتم بالجفا تقطعونه,"لعنة,الجفا"
دامك اخترت انك تتزوج و تجيب اطفال تحمل مسؤوليتهم كاملة و تربيتهم مو تتكل على الي حولك يا متخلف 🤭,متخلف
يلعن امك حكم ظلم عيني عينك حسبي الله و نعم الوكيل,"يلعن,ظلم"
اطلع اطلع منت حق كوره ي غبي,غبي
اللعنة على تلك الأمهات الصغيرات اللاتي يوصلن أطفالهن إلى الرعاية النهارية عبر الثلوج المنجرفة,اللعنة
أنت قذر ياجبان,"قذر, جبان"
تعليق غبي، لكنه سرعان ما أدرك خطأه وصححه.,غبي
ما هذا الهراء عن الأماني؟,الهراء
الذين يأبهون بالظالمين المغلوبين كلهم مثيرون للشفقة وعاجزين وفاسدين ينبغي أن يستقيلوا من أجلهم أي الاستقالة.,"ظالمين,مثيرون للشفقة,عاجزين,فاسدين"
قتل الأبرياء الذين أوشكوا أن يولدوا سيكون الخيار الأخير,"قتل,الأبرياء"
عدد لا يحصى من الحماقات قد رصدت من قبلي.,الحماقات
يا سلام يعني سويت خير تعطيهم خويك وربي ادعسك على ذي الكلمة ماشي,ادعسك
ومن حق هذا الزبال أن يتكلم مهما كانت رسالته خسيسة.,"زبال,خسيسة"
اوكي قزم بس شدخل هطف,"قزم,هطف"
قرآن ترضى او مترضاش يا متخلف منك ليها,متخلف
من كثر ما اشوف امثالك الاغبياء معد اتعجب كيف العصملي حكم البلاد العربيه كم قرن لانه ا…,"اغبياء,العصملي"
ماذا حدث للميزة التي كانت تتيح للقراء تجاهل المنشورات الغبية والمسيئة على لوحات تعليقات GM؟,"الغبية,المسيئة"
راح يجيك الدور يا دبه,دبه
لبنان لا يحبك ولا يحب اجدادك انتم اسباب الدمار يا منايك,"لا يحبك, لا يحب, اسباب الدمار, منايك"
لعنة الله عليك في حدا يقبل يعيش بخيمة منشان يأخذ كيس رز ١٠كيلو وزيت وشويت عدس!!! سيد…,"لعنة, عليك, يقبل يعيش بخيمة"
البشر في الأساس أغبياء,أغبياء
اسولف للحلاق اقوله كيف كورونا بتركيا يقولي اصلا كورونا كذبه ولعبه سياسه رسالتي له يلعن ابوك واحلى يوم,"كذبه, لعبه, يلعن"
ههههههههههههههههههههههه اقسم بالله جرارين على مستوى عالي من الاحترافية خلاص ي قحاب عطوهم الدوري وريحونا,"جرارين,قحاب"
انا قررت نجيب صعايدة ونوبيين السويس ولو في فلاحين سمر ونعمل مسلسل زيّه ع الديق,ديق
توقف عن الاختباء خلف شاشة الكمبيوتر الصغيرة وأنت تكتب كأنك تعرف ما تتحدث عنه، يا جبان !,"الاختباء, جبان"
حتى الخيام بهالبرد حسودهم هذولي شياطين الانس الا لعنة الله عليكم,"حسودهم, شياطين, لعنة"
لذلك يمكنك الاختيار، قم بإصلاح قذارتمن أو سنقوم بإصلاحها لكم.,قذارتمن
حان الوقت لسحب هذا الهراء,الهراء
هو انا ليه كل ما أشوف واحد زنجي في العاشر يبقي لابس سماعات و ماسك موبيل سامسونج جراند القديم,زنجي
قلنا لكم هذا قنبله موقووته ع النصر ؟؟ لي متى الاداره ساكته عليه لعنة الله عليكم ليوم الدين,"قنبله موقووته, لعنة الله, ساكته"
يعني حياة المواطنين رخيصه عنكم ما يهمك من مات ع قد ما يهمك تثبت انك صح لعنة الله عليكم ولعنة الله ع السياسه والسياسيين,"رخيصه,مات,لعنة"
مجرد عرض آخر من المشاكل التي لم تتم الموافقة عليها تماما من قبل الزعيم الغبي,"مشاكل, غبي"
بس اللي مو غريب اني دايم ادعسك,ادعسك
انا رايح انام يا شراميط,شراميط
بلنتي يلعن امك ياحكم الكل عرف الا انت,يلعن امك
كيف تجرؤ أيها الزنجي القذر على معرفة تاريخ المناطق ؟,"زنجي, قذر"
من هالتغير عرفت انه المدرب غبي خسران بالخمسه وفريقك منهار ودخل مهاجم رابع وطلع لاعب ارتكاز ياب العيد .,"غبي, خسران, منهار, ياب العيد"
الولايات المتحدة هي مكان مجنون ومريض .,"مجنون,مريض"
كنا بنتخانق مين جامعات خاصة و مين جامعات صعايدة,"بنتخانق, صعايدة"
والله 😅 شراميط تصلحن لبعض الله يوفقكن ❤ ️ 🌚,شراميط
يعني احنا نراجع ف القسم ونقيب قال لنا القصه يعني نكذبه ونصدقك يا متخلف,"نكذبه, متخلف"
سب امه المتوفيه وانت تقول يتألم يتألم من خساره الاتحاد ولا فوز الإتحاد ماعرفنا يا جاهل,"سب, جاهل"
وتحصلون على ما صوتتم له من الأصنام ولا ترحم الطبيعة الأم الأغبياء .,"أصنام,الأغبياء"
أنا لا أتذكر أي حركات غبية.,غبية
يكتبون بعض اللوائح اللعينة للأعمال التجارية، المزارع الصغيرة، ويعبرون قوانين الضرائب الغريبة المجنونة.,"اللعينة,الغريبة المجنونة"
بعض الاطقم الي متمركزة على اساس تامين قلبت وصارت تضرب عشوائي وجزء من الهجوم ، الا لعنة الله عليكم,"تضرب,عشوائي,هجوم,لعنة"
لا كيف كذا الكيان الصهيوني يحب السلام ويسعى للسلام والأمان ولا كيف يا الإمارات ؟ عليكم لعنة الله,"الكيان الصهيوني, لعنة الله"
لقد كان أوباما فاشلا تماما، والآن يبدو كخاسر متألم.,"فاشلا,خاسر متألم"
مجنون مثل الثعلب، أبقى الرئيس ترامب الماكر جيمس كومي في وضع مستقيم وضيق.,"مجنون,الماكر"
انت ما تتخيل شعور الصدمة لاني صارلي سنين ما شفتهم واذكرهم اقزام صغيرة 😂😂😂,اقزام
هذا كله يخرج من جيوبنا النتنة ، وأنا لست واثقا من ذلك.,نتنة
العائلة الحاكمة في السعودية قد تكون غبية، لكني لا أعتقد أن السعوديين ليس لديهم مستشارين جيدين.,غبية
هذا الي قدرتو عليه عليكم لعنة الله المنظمات هي أكثر من تنتهك حقوق الإنسان وانت في مواقع ال…,"لعنة, تنتهك"
المدرب الجرار رافع صغطي اكثر من الحكم يلعن ابوك واهلك,"الجرار, يلعن ابوك واهلك"
من الغباء القفز في الماء بجانب القاتل.,"الغباء,القاتل"
لا تتكلم عن ردت الفعل وانت لاترى الفعل نفسه انت أحد شراميط الدوحه ولك من البذائه النصيب الأكبر,"شراميط,بذائه"
وين القضاء عنهم لازم يتوقف بثه ويتحاسبون وين وصل بنا الحال نشر القذارة والرذيلة وتدمير الأطفال لعنة الله,"القذارة, الرذيلة, تدمير, لعنة"
يلعن امك يا جوالي ويلعن امك يا نتي خلقة صورة صارلوا نص ساعة بيرفعها ع تويتر ومش راضي لييش,"يلعن,يلعن,مش راضي"
أول تفكير لي كان في تحمير جميع الأشخاص المتورطين.,تحمير
يا حمقاء انا سأقول لكي اذهبي لأي مختبر احيائي وفسري لي الشجر الجينية 🙂 التطور قائم على ثلاث مح…,حمقاء
توقف عن كونك سفيه ملعون,"سفيه,ملعون"
العينتين ليش حظرتني اصلا انا ما بعرفك يا حشرة ولابعرف حسابك لو مو داخل ع حساب اليسا شواف الاقتباس تبعها الك ما شوفك…,حشرة
حزم الانفصال السخية اللعينة !,اللعينة
للحين حاقد على ابوي عشان وريته وحده شعرها بينك و نفسي اصبغ زيها و قال هذا لون قحاب,"حاقد, قحاب"
لا والله انها لحجية حيل,None
من الذي جنح للسلام يا جحش ومن الذي قدم التنازلات من أجل السلام ومن الذي تنصل من الاتفاقيات ولا هو كلام وبس,جحش
لعنة الله عليك يا يهودي فقد وعدنا الله بالنصر عليكم ووعد الله حق لسنا نا…,"لعنة, عليك, يهودي"
النفسي الذي يعاني منه هذا الاحتلال؟ 19 عاماً عندكم في السجون والان تذكرتم أن لديكم أمور للتحقيق معه فيها؟ لعنة الله…,يعاني، الاحتلال، لعنة
السيسي هز عرش قردوغان. سحب من تحت قدمه بساط الخلافه والسلطان. سقط على جنبه يبكي مثل النسوان. وحصار فى ليبيا والمتو…,"هز, سحب, سقط, يبكي مثل النسوان, حصار"
يعني قصفتم المواطنين وتركتم الحكومة عليكم لعنة الله والناس أجمعين,"قصفتم,لعنة"
هذة حقيقة حماس التي لم يعد لهم مفر منها....حماس أعلنت وصرحت أنها مع المجوس,"لم يعد لهم مفر, المجوس"
أجل، الكونغرس، مجلس الشيوخ، ورؤساءنا خصوصا اتباع بوش الأغبياء.,الأغبياء
آسف لأنك تعيش بجوار شخص غبي.,غبي
آسف، كيلي، لا نريدك أو فحمك القذر هنا في كندا.,"لا نريدك,قذر"
