Sentence,Toxicity Level,Tone,Language,Implied Sentiment
cada vez que veo la corrida del pity hacía la gloria eterna lloro como un maricón,High,Emotional,Insensitive and Homophobic,Disrespectful
gente dejen de romper las bolas si me baño todos los días no entienden el sarcasmo acaso,Medium,Frustrated,Confrontational,Annoyed
< Lo rápido que se fue todo a la mierda >,Medium,Negative,Vulgar,Frustration
Que cagada es no sentirse cómodo en ningún lugar 😂,Medium,Frustrated,Informal and Vulgar,Negative
Me apetece la de dios comerme la boca pila guarro con alguien,Medium,Vulgar,Crude and Provocative,Sexual
Cállate bobo anda a teñirte bien el pelo,Medium,Dismissive,Insulting,Disrespectful
"Al darse cuenta de lo que pasaba y quien era, bajó el brazo que sostenía la pistola.— Pero... ¿qué cojones?",Medium,Confused,Aggressive,Shock
Me iba a traer una wea nazi y al final no pudo un amigo,Medium,Disappointed,Casual and Offensive,Let Down
El instrumento de aprendizaje más cabron que hay es el fracaso.,Medium,Cynical,Colloquial and Informal,Pessimistic
Yo de él mandaba a la 💩 al Real y buscaba equipo,Medium,Dismissive,Colloquial and Disrespectful,Disdainful
Se me fue el filtro a la mierda...,Medium,Frustrated,Crude,Negative
todo q m va a salir mal hoy laputamadre,High,Frustrated,Vulgar and Negative,Pessimistic
"Hoy tengo prueba de trabajo, csm un mierda mierda por la anto plis",Medium,Frustrated,Vulgar and Informal,Negative
"Yo no soy el hazme reír de nadie, concha de tu madre.",High,Aggressive,Insulting and Confrontational,Defensive and Hostile
No eso no alcanza todos los días el mismo Hijueputa madraso.,High,Aggressive,Profane and Offensive,Hostile
"esta gente se cree que ser tóxico es cool, no cabron no es cool🤨",Medium,Disapproving,Confrontational and Insulting,Critical
"hace dos semanas q me voy a dormir todos los días mariconeando, no me canso",Medium,Casual yet Offensive,Vulgar,Indifferent
¡Pues ya está todo claro! La culpa es nuestra por haberles fallado ONE MORE TIME !!,Medium,Frustrated,Blaming and Apologetic,Disappointment
Una cuna de imbéciles que se creen con el derecho de dar cátedra a su gusto.,High,Dismissive,Confrontational and Insulting,Derogatory
Claramente te sentaste arriba de la torta porque el pelo te lo cortaron con la pija jsksjsksjs,High,Mocking,Insulting and Vulgar,Derisive
Uruuayos cagones ya les tocara venir a Chile!,High,Aggressive,Confrontational and Insulting,Hostile
"Nicolás Burdisso incompetente de mierda, trae un refuerzo como la gente o deja de hablar giladas",High,Aggressive,Confrontational and Insulting,Hostile
Acá ustedes tienen rabo de paja.,Medium,Accusatory,Colloquial and Suggestive,Disapproving
"No salgo más ,que noche de mierda",Medium,Frustrated,Colloquial and Vulgar,Annoyance
JAJAJAJAJAJA  *Se crea un Twitter y la sigue armando de a pedo,Medium,Mocking,Casual and Derogatory,Dismissive
"A los que les chupa la poronga y defiende a garnero, que se vayan con el de paso GRACIAS!",High,Aggressive,Vulgar and Insulting,Hostile
"Cuando no, ese pedazo de Hpta en contra del ejército nacional.",High,Aggressive,Vulgar and Insulting,Hostile
La Corte está llena de pura mierda.,High,Aggressive,Crude,Disdainful
"Si pudimos mandar a Cantora a la sobrinisima, podemos mandar a la hortera de la brilli a su casa!!",High,Dismissive,Confrontational and Insulting,Hostile
Que paja tener q hacer mi corpiño también no ?,Low,Frustrated,Informal,Annoyed
Y se me colaron unos mamertos politiqueros.,Medium,Disdainful,Disparaging,Frustration
Con 25 minutos no salvas las cagadas de todo un torneo.,Medium,Frustrated,Informal and Vulgar,Negative
"HERNANO YO QUIERO DORMIR TAMBIEN, LA PUTA MADRE 😒",Medium,Frustrated,Impatient and Vulgar,Agitated
Tanto quilombo x las entradas y fue una mierda la egresado del CAI,Medium,Frustrated,Informal and Vulgar,Negative
Me emperra que a estas alturas haya negocios que no acepten pago con tarjeta... 🤬 Pinche elotero mamón.,High,Aggressive,Profane and Insulting,Frustrated
Q ahora en reemplazo de Nuria pongan a Anabel y una mierdaaaa NADIE QUIERE A ANABEL!,High,Aggressive,Rude and Insulting,Dismissive
"Primero los que deben responder son ustedes parranda de Hijueputas asesinos, violadores.",High,Aggressive,Confrontational and Insulting,Hostile
"Ocupamos un defensa matón, un defensa perro, agerrido y de huevos.",Medium,Aggressive,Informal and Vulgar,Demanding
Este noticentro aliándose con los malditos partidos de siempre y no le dan oportunidad a los nuevos.,Medium,Frustrated,Accusatory and Disparaging,Discontent
"Jugamos como las weas...Holgado la tubo y la pico y se la perdió, el resto a la fifa,ya perdimos.",Medium,Frustrated and Disappointed,Informal and Vulgar,Negative
Ojalá hubieran más cosas para decirle a ese TETRAHUJUEPUTA,High,Aggressive,Insulting,Hostile
Donde putas estará Daniel Ortega?🤔,Medium,Frustrated,Colloquial and Vulgar,Critical
Ese momento incómodo cuando crees hablar con alguien en Grindr por primera vez pero te dice que ya culearon,Low,Informal,Casual,Awkward
Así me gusta que venga gente preparada y educada en las más rancias y refinadas tradiciones.,Medium,Sarcastic,Insinuating,Contemptuous
Eso muestra la rata tan hijueputa que es Petro.,High,Aggressive,Confrontational and Insulting,Hostile
En cualquier momento colapsa 🇻🇪😞,Medium,Pessimistic,Despairing,Hopelessness
Ella sabe cómo dejar que este emputada jajajajajajaj,Medium,Mocking,Derisive,Contemptuous
"Necesitaba desahogarme con esa wea, te juro que me cae muy mal ese viejo culiao 😑",High,Aggressive,Informal and Insulting,Hostile
"Es una victima, que diria elisa beni.",Medium,Dismissive,Sarcastic,Disrespectful
Gran puta Tyrone Lannister sabe dar izquierdazos.,High,Aggressive,Insulting,Derogatory
Muy temprano para hablar tanta paja,Low,Dismissive,Informal and Disparaging,Annoyed
Decirle mierda ofende a la mierda.,High,Insulting,Aggressive and Vulgar,Contemptuous
Porque de eso nada que responde y se hace el pendejo.,Medium,Accusatory,Colloquial and Disrespectful,Frustration
Para que se les acabe ese jueguito a todos esos violadores de las Farc,High,Aggressive,Confrontational and Accusatory,Hostile
"La clase estuvo buena pero súper mocha a mi parecer, si consideramos que es folclore y tiene un background brutal.",Low,Critical,Colloquial and Informal,Slightly Negative
hoy hicimos esa patada que barre por abajo y pensaba: en el mortal kombat era más fácil.,Low,Reflective,Casual,Nostalgic
Me voy hacer la paja con arrechera y a dormir.,Medium,Crude,Vulgar,Anger
Es decir las cortes son la mierda de la institucionalidad en el país.,High,Disparaging,Confrontational and Insulting,Contemptuous
"Que triste, de la persona que menos lo esperaba, me hizo mierda.",Medium,Disappointed,Expressive and Emotional,Betrayed
"A la mierda el orgullo, le voy a hablar  —Buenos días, vecino.",Low,Mixed,Casual and Contradictory,Somewhat Contradictory
Es más fácil ganarse el baloto que conseguir un hijueputa sitp en menos de 35 min.,Medium,Frustrated,Vulgar and Informal,Negative
"déjala ahí amiga es siempre lo mismo, q les chupe un huevo todo lo q dicen",Medium,Dismissive,Colloquial and Disrespectful,Indifferent
"Sacate la camiseta y secate las lagrimas con ella, marico. Agradece que estás presenciando historia pura, te guste o no.",High,Aggressive,Confrontational and Derogatory,Hostile
Así que no se venga a lavar las manos por los antecedentes de su Papito.,Medium,Accusatory,Sarcastic and Condescending,Disapproving
"No sean pelotudos, porque sale en netflix se enteraron que tacumbú es un kilombo pio?",High,Confrontational,Insulting and Derisive,Disdainful
Bue pelotudo fue sin querer 💔💔 perdón jeje,Medium,Apologetic with a hint of dismissiveness,Casual and Insulting,Apology
Los mejores y los más valientes,Low,Positive,Complimentary,Admiring
Por qué coño ponen solo videos hablando Koala y Míriam de la mugrepandi??????,High,Frustrated,Vulgar and Insulting,Hostile
"SI LA EBAU SOM GACELAS NOSOTROS SOMOS LEONES COÑO, VENGA A POR ELLOS COÑO",Medium,Aggressive,Confrontational and Insulting,Hostile
que tiene que ver el feminismo con nazis de mierda,High,Aggressive,Confrontational and Insulting,Hostile
"Miro a mi novia y digo, qué mierda hice para merecer una persona tan buena y hermosa como vos?",Low,Reflective,Informal,Grateful
Entonces anda comete un pancho cobra o un lomito de terraterra y deja de hacerte el finoli...,Medium,Mocking,Rude and Insulting,Disrespectful
"Amonestación a Van Dijk, da el balón y se lleva el tobillo del maldito enano",Medium,Hostile,Derogatory and Insulting,Aggressive
oye que me suda la polla la cantidad de billetes que os han traido los reyes xd,High,Dismissive,Rude and Vulgar,Indifferent
Como mierda no hay viadil en esta casa!,Medium,Frustrated,Aggressive,Annoyed
"Si, seré esa amiga y la tía buena pal webeo",Medium,Casual,Informal and Slang,Lighthearted
cagondios pk no tengo pruebas k sino,High,Aggressive,Profane and Condescending,Frustration and Irate
Estoy de Suso hasta el mismo ojete.,Medium,Frustrated,Rude and Colloquial,Annoyed
No me canso de mandar a todos los grupos mi tema del pito,Medium,Provocative,Informal and Irreverent,Disrespectful
che no quiero joder pero vi a varias pibas hablar d un escracho m podrias contar que onda?,Low,Inquisitive,Casual and Informal,Curiosity
Sé que Sari tiene ganas de chingarse al Winston Fish,Medium,Aggressive,Colloquial and Profane,Disrespectful
Martin es mas wn que las palomas...inocente el cabro #Los80,Medium,Insulting,Colloquial and Insulting,Disparaging
"Nadie me va a recibir, ya me imagino durmiendo cagada de frío en el banco de una plaza",Medium,Despairing,Vulgar and Defeatist,Hopeless
Y entonces este mequetrefe cuando va para la cárcel,Medium,Mocking,Disparaging,Derisive
Ese pedazo de Hpta nunca va contestar.,High,Aggressive,Derogatory and Insulting,Hostile
"Si no quiere enterder, es usted un tremendo pedazo de weon",High,Aggressive,Insulting,Condemning
Quien los manda a meterse ahí.,Medium,Blaming,Dismissive,Critical
Acá hay mucho boludo pidiendo que devuelvan plata !,Medium,Derisive,Disparaging,Contemptuous
"U hoy o mañana sale (y daré porculo como Dio manda, por supuesto).",Medium,Aggressive,Coarse and Insulting,Threatening
Hay que probarlo todo en la vida (dijo sacandose un hamster muerto del orto),High,Offensive,Vulgar and Insensitive,Disrespectful
Que falta ni que nada que puta,High,Aggressive,Confrontational and Insulting,Hostile
"No sé si comer, cagar, dormir o ir a misa, me siento tan confundido.",Low,Confused,Colloquial,Frustration
👏🏼👏🏼 gracias a ustedes el país va para la mierda.,Medium,Sarcastic,Colloquial,Critical
ESOS CABRONES HUELEN EL MIEDO.,Medium,Aggressive,Vulgar and Insulting,Hostile
Era hacerlo putear al pedo.,Medium,Disrespectful,Casual and Offensive,Frustrated
Cada quien decide en qué infierno se quema juju,Medium,Cynical,Figurative,Fatalistic
"Los Domingos creo que hay un chip de 'Modo bajón activado' automático, que puta.",Medium,Frustrated,Informal and Vulgar,Negative
En cualquier bar de mala muerte se come rico en Baires!,Low,Casual,Informal,Positive
Y el papel secundario de Gordon Pinsent es una puta maravilla!!!!,Medium,Emphatic,Colloquial and Vulgar,Positive
"Como no encuentro Mickeys, me dedicó a mirar culos.",Medium,Disrespectful,Crude and Objectifying,Disrespectful
Deje de hablar tanta mierda qué en eso si son buenos.,High,Aggressive,Confrontational and Insulting,Hostile
swiss medical y la concha de tu madre,High,Aggressive,Vulgar and Insulting,Hostile
me encanta cuando la gente no entiende una mierda y habla pelotudeces porque sí,High,Sarcastic,Insulting,Contemptuous
Sigan Saliendo parranda de Hijueputas...Sigan creyendo que esto es un juego y que son inmunes al Covid-19.,High,Angry,Confrontational and Insulting,Hostile
La Cuarentena no sirve para un culo.,Medium,Dismissive,Vulgar and Disparaging,Negative
"culiada para un poco, CUARTO trabajo que nos mandas en dos semanas hijadputa",High,Aggressive,Confrontational and Offensive,Hostile
Los españoles ¿tenemos una paciencia infinita o somos imbéciles con avaricia?,Medium,Critical,Derogatory,Negative
Tiene que ser uno muy HIJUEPUTA en este mundo para meterse con los niños de alguien.,High,Aggressive,Insulting,Angry
"Que mierda ya es hacer ejercicio, pero bueno dios me hizo simpático pero no flaco",Low,Frustrated,Colloquial and Informal,Self-deprecating
te podeis ir pal coño jajajaja #VzlaSeRespeta #LasCallesSonDelPueblo,High,Dismissive,Confrontational and Insulting,Hostile
"No me puedo ni levantar de la cama, q gripe de mierda😷😓",Low,Frustrated,Informal,Negative
"Vamos, que el Leicester tenía que venir a Madrid por cojones 😂😂",Medium,Joking,Casual and Vulgar,Slightly Aggressive
que eternas se me hacen las noches puto insomnio,Medium,Frustrated,Colloquial and Vulgar,Annoyance
Gran puta... gracias a Dios que solo Messi juega bien en Arg.,High,Derogatory,Insulting and Dismissive,Contemptuous
Quiero estar de novio pero ala vez salir de joda que mierda hago?😂💔,Medium,Frustrated,Informal and Vulgar,Conflicted
"tendría q dejar de escuchar canciones q me hacen mierda, tendría",Medium,Resigned,Colloquial and Negative,Defeated
Ver a Pedro el guapo de presidente y piensan que cualquier inútil puede prosperar en nuestra patria.,Medium,Derogatory,Disparaging,Disdainful
Las Jordan 13 de Villanueva la cagaron!,Medium,Frustrated,Informal,Negative
A QUIÉN COÑO VAN A SALVAR HOY?,Medium,Aggressive,Confrontational,Frustration
Con tantos crímenes y violencia que hay por ahí  van a joder a un chico laburador?,Medium,Indignant,Critical and Informal,Frustrated
lo siento soy consciente de la tremenda mierda q he soltao,Medium,Apologetic,Informal and Vulgar,Remorseful
Y la vieja zorra no se desilusionó cómo con M Macri?,High,Derogatory,Confrontational and Insulting,Hostile
Yo le camino a alguien que demuestra que le importo.,Low,Cordial,Respectful,Positive
"Habeis disfrutado los fachas, lacayos y mamones del sistema absoleto y corrupto",High,Aggressive,Derogatory and Insulting,Hostile
Hijo de puta peor me siento ahora boluda😂😂😂,High,Mocking,Offensive and Insulting,Hostile
mirad qué cara de subnormal tiene,High,Mocking,Insulting,Derogatory
Que paja estaría teniendo de ir al club🙄,Medium,Dismissive,Casual and Disparaging,Unenthusiastic
instagram me chupa un huevo quién está haciendo vivos entendiste bueno,Medium,Indifferent,Rude and Dismissive,Detached
Bue estoy re celosa de ustedes tres putos de mierda,High,Aggressive,Insulting,Hostile
"Me quieren mandar por una pizza, pero pura madre si voy a ir.",Medium,Defiant,Casual and Uncooperative,Resentful
Estamos llevados del Putas y gracias a Quien?,Medium,Frustrated,Colloquial and Aggressive,Angry
Le sacaron los trapitos al sol.,Medium,Critical,Colloquial,Revealing
Netflix es peor que las drogas.,Medium,Criticizing,Hyperbolic and Judgmental,Negative
"como me va afectar tanto esto,que idiota soy",Medium,Self-deprecating,Insulting,Negative
.. sólo hablando cinco minutos puedes cambiar mi puto pensamiento,Medium,Frustrated,Casual and Explicit,Irritated
"AJAJAJ por la chucha, pierde seriedad el asunto",Medium,Dismissive,Informal and Disrespectful,Mild Annoyance
Pero en el otro video usted misma dice que las “cachacas” están treinta estratos más arriba.,Medium,Accusatory,Informal and Derogatory,Disparaging
La vaina era q empecé a tirarle los perros Pa ver si podía pasar algo.,Medium,Casual and Disrespectful,Informal and Inappropriate,Manipulative
Este mamarracho es el que decía que no era muy de banderas?,Medium,Critical,Disparaging,Disapproving
"Eso destruyó mi alma en mil pedazos, que gonorrea.",Medium,Dramatic,Colloquial and Vulgar,Despairing
Pero la gente es bruta prendiendo las plantas??,Medium,Derisive,Critical,Disdainful
Se puede morir por sexo???,Low,Inquisitive,Informal,Neutral
Será que escuchara o leera esto par ver si hace caso y deja tanta arrogancia,Medium,Critical,Sarcastic and Condescending,Disapproving
"Man, siempre se copa si, altos cracks son",Low,Friendly,Casual and Positive,Affectionate
En cualquier momento agarro una tijera y me vuelvo a hacer cagada en el pelo,Medium,Frustrated,Informal and Self-deprecating,Negative
"Pues llevo 6 y estoy ya hasta el coño, que no tengo.",Medium,Frustrated,Vulgar and Exasperated,Fed-up
"No puedo creer que a tu pensamiento ridículo le pusieron 3 me gusta, estamos perdidos :)",Medium,Dismissive,Sarcastic and Mocking,Disdainful
"Mis compañeros cuando quieren se ponen de modo ortiva como ninguno, forros😒",Medium,Frustrated,Disparaging and Insulting,Annoyance
Que yo no entiendo como podes pensar si te volaron la cabeza,Medium,Mocking,Insulting,Disparaging
Jajajajajajajajajajajaja yo lo vi como 20 veces pq es que les gusta joder a esos hp 🤣,Medium,Mocking,Casual and Insulting,Derisive
Creo que no entiende la existencia el ahorro y romperse el orto en el trabajo,Medium,Dismissive,Condescending,Critical
Puta madre no me quiero ir,Medium,Frustrated,Informal and Vulgar,Negative
Y un penal no fuiste capaz de meter... andate a la puta takuara,High,Aggressive and Disrespectful,Confrontational and Insulting,Hostile
Qué humor de mierda tengo hoy dios,Medium,Frustrated,Colloquial and Vulgar,Negative
Como me rompe las pelotas que tarden en contestar.,Medium,Frustrated,Vulgar,Annoyed
Sólo estoy aquí desvelándome a lo puro pendejo.,Medium,Resigned,Colloquial and Insulting,Frustrated
"Acabo de cachar que tengo un taller en la u, obligatorio ctmmmmmmm, me quiero matar",High,Frustrated and Desperate,Vulgar,Overwhelmed and Despairing
"El 'yo te aviso' es un 'No espere ni mierda, por que no la voy a llamar ni decir nada'.",Medium,Dismissive,Vulgar and Disrespectful,Disregardful
Mientras el juega con el helicóptero..pero andá INÚTIL,Medium,Aggressive,Disparaging and Insulting,Disdainful
Raro este pedazo de Hpta incitando cada semana a una marcha.,High,Disparaging,Aggressive and Insulting,Hostile
Un beso que te gustó pero la psicópata de tu pareja te lleva echando en cara desde entonces.,Medium,Accusatory,Derogatory,Negative
"El wey que quedó conforme,¡Puto!",High,Aggressive,Insulting,Derogatory
Pues no que en la mierda empresa esta siguen poniendo el aire acondicionado CALIENTE con 20ºC en la calle tio???,Medium,Frustrated,Informal and Vulgar,Annoyed
El puto amo de las bromas jajaja🤣🤣,Medium,Humorous,Casual and Vulgar,Positive
5 minutos estudiando y 3 horas pajariando...,Low,Casual,Informal,Humorous
Despertaron al León y no saben lo que les vienen mamertos ifuegputas.,High,Aggressive,Confrontational and Insulting,Hostile
"Al fina les pondremos la alfombra roja, entre aplazamientos y esta mierda.",Medium,Frustrated,Sarcastic and Offensive,Discontent
jajajaja vení a ordenarmela vos q estar re al pedo,Medium,Mocking,Casual and Confrontational,Dismissive
Carabineros ha terminado siendo una organización incompatible con la democracia,Medium,Critical,Formal,Negative
Jajajaja pensó que era de cuates.,Low,Mocking,Informal and Sarcastic,Dismissive
"No, si yo también iba en plan coña hasta que he visto que no era tal xD",Low,Playful,Casual,Neutral
De verdad es necesario hacer esta cola para comer en el puto Mc??,Medium,Frustrated,Casual and Rude,Negative
"Nooo, no es una vida de mierda, es una vida de locos.",Low,Emphatic,Colloquial and Emphatic,Mixed
Les tiembla el culo a ustedes que saben porque les corre.,High,Aggressive,Confrontational and Vulgar,Hostile
prometo agarrarte el culo asi 24/7 enviar,High,Vulgar,Explicit and Offensive,Aggressive
"El olor a metro a las 15h me da mucho asco” Palabras de pija repelente, ni me sorprenden..#VenenoEH",Medium,Dismissive,Insulting and Judgemental,Contemptuous
Por qué cojones descansó mas el Lega si acabó antes?????,Medium,Frustrated,Informal and Vulgar,Irritated
"Por la chucha ni actualizar mis datos puedo en afp modelo, una mierda su pagina",Medium,Frustrated,Vulgar and Informal,Angry
ayer hice dos andadas x el monte y me pegue el dia recogiendo basura del suelo sois unos cerdos,Medium,Frustrated,Confrontational,Blaming
QUE LINDO TU CULO MI AMOR 🙏😘🇻🇪,Medium,Flirtatious,Sexual,Complimentary
O no compramos un coño e casa y mejor lo prendemos todos,High,Aggressive,Vulgar and Disrespectful,Frustrated
"Ajskajakakka callate tu cartuchera era una cosita de cada pueblo, igual t perdonamos are",Medium,Dismissive,Colloquial and Insulting,Disparaging
Que puta yo pensé que estaban jugando ya... ahora recién van a jugar... problemas de no entender el deporte jajaja,Medium,Frustrated,Informal and Mocking,Derisive
EMPIECEN A TRANSMITIR USTEDES EN VIVO NOJODAAAA DEJEN EL MIEDO TAMBIEN,Medium,Aggressive,Demanding and Vulgar,Frustration
unnnas ganas d ponerme en pedo un rato,Low,Casual,Informal,Indifferent
Se me olvidó cocinar y adivinen quien hptas se acabó de quemar y no siente el pinche dedo 🙃,Medium,Frustrated,Informal and Vulgar,Annoyed
Ya q no hay colé me podes venir a ver puto de mierda 😡,High,Aggressive,Offensive and Insulting,Hostile
Pero que coño dice el italiano?,Medium,Aggressive,Confrontational,Disrespectful
"Para que quiero un puto novio si ya sufro extrañando y amando tanto a mi familia, no necesito más gente.",Medium,Frustrated,Vulgar,Distressed
Piñera tiene que estar llorando por no poder ir a chuparle el pico a Trump,High,Mocking,Vulgar and Derogatory,Contemptuous
"igual alta paja dsps se me parte una y m corto todas seguro, pincho",High,Despondent,Vulgar and Disturbing,Desperate
Frío de mierda me sacas las ganas de salir,Medium,Frustrated,Informal and Vulgar,Negative
"Yo estoy mil horas en pensar si tengo q sumar, dividir, o q verga hacer 🙃",Medium,Frustrated,Vulgar,Annoyance
Si le votan a este energúmeno de verdad no aman a su ciudad.,Medium,Derogatory,Insulting,Disapproving
"Son un chorro de Machos contra Mujer, pero voy por Josean de Comerio.",Medium,Divisive,Contentious and Gender-Sensitive,Supportive towards Josean
