Sentence,Toxicity Level,Tone,Language,Implied Sentiment
не лижіть один одному тут сраки,High,Aggressive,Confrontational and Insulting,Hostile
"Кацапчик подарував шоколадку, колега пригостила кексом.",Medium,Casual,Informal,Mixed
"В мене така ж хуйня була, потім локалізацію апстору змінив і все як має бути",Medium,Frustrated,Casual and Vulgar,Irritated but Resolved
"Стільки ненависті, шо її видерти нахуй хочеться.",High,Aggressive,Confrontational and Insulting,Hostile
"Для тих, хто знає тебе долбойобом, нормальною людиною вже ніколи не будеш.",High,Dismissive and Contemptuous,Offensive and Insulting,Derogatory
"А шукати програмістів в твітері, це як шукати шлюх в супермаркеті.",High,Insulting,Derogatory and Offensive,Disdainful
"В мене так мало грьобаних друзів у цьому сраному житті, реально, як пальців на одній руці.",High,Resentful,Confrontational and Vulgar,Despondent
бо говориш з хуйом в роті?,High,Confrontational,Insulting and Vulgar,Hostile
"Ната киця, а ви скотини йобані, бісите.",High,Aggressive,Confrontational and Insulting,Hostile
"Якщо я така херова, чого ти мені до тепер виписуєш?",High,Accusatory,Confrontational and Insulting,Hostile
Чувак на чорній Інфініті з номером АА 5333 СХ - мудак.,Medium,Insulting,Derogatory,Disdainful
"Всіх зайобую, всім від мене хуйово.",High,Aggressive,Confrontational and Vulgar,Hostile
#NAME?,Medium,Aggressive,Confrontational,Frustration
"Надто багато твіттерських, яких я хочу трахнути.",High,Aggressive,Explicit and Vulgar,Objectifying
Зранку як прокинусь вже ж буде готове?,Low,Curious,Informal and Casual,Neutral
А могла б і виділити на це 0секБо я таки не хуйовий,High,Entitled,Blunt and Insulting,Arrogant
"Хто відповідатиме за ту хуйню, що ти навиправляв, телефон йобаний?",High,Accusatory,Confrontational and Insulting,Hostile
"Але похуй, я жену на всіх:)",High,Defiant,Vulgar and Aggressive,Hostile
"Любиш творити хуйню, люби і вигрібати.",High,Confrontational and Condescending,Insulting,Hostile
А як мені відписати то хуйГдє тут чієс,High,Aggressive,Confrontational and Insulting,Hostile
Ну і іді в сраку,High,Dismissive,Confrontational and Insulting,Hostile
"А ще, якщо ти працюєш в медіа, то май яйця не транслювати власну упередженість в ефір, мудло ти вузьколобе.",High,Aggressive,Confrontational and Insulting,Hostile
"Ми кажемо 'бірмікс', розуміємо 'хуйня'",Medium,Dismissive,Informal and Insulting,Disdainful
"ви знаєте, як сплять старі гаї? ще взнаєте, суки. павло тичина.",High,Aggressive,Offensive and Insulting,Hostile
да я вже так блять і зробив,Medium,Defensive,Confrontational,Irritated
"Не трахайте дівок, які не можуть наспівати пару пісень Лінди.",High,Disrespectful,Crude and Insulting,Contemptuous
"і сука, він такий уйобок.",High,Aggressive,Offensive and Insulting,Hatred
"Фу блять, можна якогось відмінити всі секси, наче їх ніколи й не було?",High,Disgusted and Aggressive,Vulgar and Confrontational,Contemptuous
"Як же важко забити хуй на того, хто давно забив його на тебе.",High,Frustrated,Confrontational and Insulting,Resentful
Пропагандисти в ОРДЛО почали перекладати свої висери угорською.,High,Dismissive,Confrontational and Insulting,Hostile
"Але якщо тій людині похуй на мене, то що я зроблю.",Medium,Resentful,Vulgar and Casual,Frustrated
"Якби ще мізки не трахали і що таке гігієна з самостійністю знали, то взагалі зашибісь)",High,Disrespectful,Derogatory and Vulgar,Contemptuous
"Ми, блять, у ""Фацеті"" вже хуй зна скільки сидимо.",High,Frustrated,Profane and Vulgar,Annoyed
"Звісно, після цього дізер почне мені пхати різну хуйню з 80их, але втриматись неможливо",High,Frustrated,Insulting,Annoyed
"Самі дрочите , то явно не злизуєте потім, а як дівчина, то всьооооо, ти мене не любиш.",High,Accusatory,Confrontational and Vulgar,Resentful
"бля( ні, ну як так можна!",Medium,Frustrated,Informal and Vulgar,Displeased
Бо життя хуйня якась суцільна,High,Despairing,Vulgar,Negative
"Навіть, коли ти хлопця хочеш мати як пару, впершу чергу він має бути другом, бо інакше це пизда на вітер.",Medium,Advisory,Casual with Profanity,Cautionary
Та сука перезавантажся й не зайобуй вже,High,Aggressive,Confrontational and Insulting,Hostile
"бля, я йду в черниці.",Medium,Frustrated,Vulgar,Annoyed
Може це для різноманітності перестати поводитися як мудак і ображати людей?,High,Accusatory,Confrontational and Insulting,Hostile
Зачєм люди полюють на тварин?,Low,Inquisitive,Neutral,Curious
"Досі так незручно, це просто пиздець, вчасно я в Карму прийшов канєшн",High,Frustrated,Informal and Vulgar,Annoyed
"Блін, ну оце ж не можу не спизданути зайвого.",Medium,Frustrated,Vulgar,Annoyed
"Нідерландець, йопта, тут тобі не Тєхас",Medium,Dismissive,Confrontational and Insulting,Disdainful
та я нарешті ту шарагу блядську закінчу і від липня я вся твоя),Medium,Frustrated,Informal and Vulgar,Relieved
"ну 7 +-, поки ще дойшовтака хуйня",High,Frustrated,Vulgar and Disparaging,Negative
"думала, шо то сніг блять",Medium,Informal,Casual and Profane,Frustrated
"бляха, у мене тут все зашкварилось просто ааааааааааааа",Medium,Frustrated,Informal and Expletive,Annoyed
"'Тре почати ламати їм кінцівки, щоб нікуди не з''їбалися, мразі.'",High,Aggressive,Violent and Derogatory,Hostile
"Сука, з 6ї ранку, ледве прокинувшись, починає зайобувати.",High,Angry,Insulting and Aggressive,Resentful
"Сусіда, бляха, світло вимкнув через ремонт, а я хвилин 7 викручувала зарядку з криками: 'Сестра!'",Medium,Frustrated,Casual with mild profanity,Annoyed
"хуй з вами, а я спатина добранічз.і. і вибачте з матюги, без них сьогодні ніяк",High,Dismissive,Confrontational and Insulting,Resentful
"У всіх є такий фармацевт нахуй( Ну, чи був.",High,Aggressive,Confrontational and Insulting,Disrespectful
"терпи чувак, з алергією схожа срань",Medium,Dismissive,Informal and Disrespectful,Frustrated
смотріт как на говно ))),Medium,Disparaging,Colloquial and Insulting,Contemptuous
"бля, Ді, шо ти робиш?",Medium,Frustrated,Informal and Mildly Insulting,Displeased
"Тепер у мене нічого не включається **Тільки не пишіть що мудак, бо все мало бути.",Medium,Defensive,Casual and Insulting,Frustrated
Лєра посилає то все нахуй і об 11-й вечора сидітиме вдома за великим горням карпатського чаю і вчитиме),Medium,Rebellious,Informal and Vulgar,Defiant
"а в Львові, то ж блять вважай БігТвіттор із вочінг ю)))",High,Mocking,Confrontational and Insulting,Warning with Disdain
Якась хуйня дереться мені у вікно.,High,Aggressive,Vulgar and Derogatory,Frustrated
Ваша мораль нікому нахуй не тре.,High,Dismissive,Confrontational and Insulting,Hostile
"'блять. як харить, коли тебе постійно використовують впродовж місяця. по - стій - но. навіть попри ''''розуміння'''' твоїх проблем. здохніть.'",High,Frustrated and Aggressive,Profane and Hostile,Angry
"от шо значіть стараться, коли дєлаєш хуйню.",High,Sarcastic,Confrontational and Vulgar,Disdainful
"Ану признавайтесь, засранці, хто грушки наші поїв і мій одяг вкрав?)",Medium,Accusatory,Confrontational and Insulting,Aggravated
І всі на один час блять(,High,Dismissive,Confrontational and Insulting,Hostile
"Наді мною тре стояти і пиздити палкою, шоб я шось робила.",High,Aggressive,Violent and Derogatory,Oppressive
"В Україні хєрово жити, бідна і роздовбана країна, не то шо Європа.",High,Disparaging,Negative and Derogatory,Discontent
І хуй де зможуть притикнутися по 'ремеслу'.,High,Derogatory,Offensive and Vulgar,Disdainful
"Твою на ліво, я так кожного сранку прокидаюся і без жахіть.",Medium,Exasperated,Vulgar,Frustrated
"Ахаха, бляНє, я краще сам якось",Medium,Dismissive,Casual and Insulting,Indifferent
"охбляха, воно ше і затвітило)",Medium,Exasperation,Colloquial and Profane,Frustration
ну й лох же ти) Скільки сторінок?,Medium,Mocking,Informal and Derogatory,Derisive
Ну і нахуя ти зареєструвалася у твіттері?,High,Aggressive,Confrontational and Vulgar,Hostile
"Уявляю, у якому пиздеці ми б жили, якби у нас корупції не було.",High,Sarcastic,Confrontational and Vulgar,Frustrated
"' та, тісто - то жопа :D Більше подобається м''ясне готувати.'",Medium,Humorous,Casual and Slightly Vulgar,Light-hearted
"Ну звичайно, я додому тільки заради одного катаюсь. блядство",High,Sarcastic,Vulgar and Insulting,Disrespectful
"Люди, які ходять на всі пари, - то вапщє як блять?!",High,Dismissive,Confrontational and Insulting,Hostile
"бля, це часом не чувак з інстаграму?",Medium,Casual,Slang,Surprised
"бля, піду шолі на манікюртільки мамка дасть пізди, коли взнає, шо я зробила гель-лак :с ",Medium,Casual,Informal and Vulgar,Concerned
"Шо за пізда накрила цю жизнь, чому кожен день - це їбуча гойдалка від 'погано' до 'дуже погано'?",High,Frustrated,Offensive and Vulgar,Distressed
"Але мудак нелицемірний, з переконаннями і відвагою.",Medium,Critical,Disparaging yet Acknowledging,Mixed
Мені до цього жопу ножем тільки з моєї згоди різали.,High,Aggressive,Vulgar and Confrontational,Defensive
"надвігающійся, як жопа, дедлайн, знаєтє-лі, стимулює...",Medium,Frustrated,Casual and Vulgar,Annoyed
"а шо там з тим хлопом, якому ти зізналася, шо хотіла б його трахнути?))",High,Provocative,Sexually Explicit and Inappropriate,Disrespectful
"Блять, да заїбали обертатись на мене в маршрутці.",High,Frustrated,Confrontational and Insulting,Angry
"Бля я їбав, дай сігарєту, ну його нахуй",High,Aggressive,Vulgar and Offensive,Hostile
Я сьогодні лох з лохів.,Medium,Self-deprecating,Casual and Derogatory,Negative
Та щось ніхуя не знаходиться.,Medium,Frustrated,Vulgar,Negative
"Ну привіт вечір, зараз я тебе бездарно проїбу.",High,Aggressive,Crude and Offensive,Hostile
"Я: АХАХАХАХАХАХАХ * і ще довго істерично ржу, ібо дофіга всякого*",Medium,Mocking,Sarcastic and Informal,Derisive
"Читаєш, і ніби це ти сдихаєш від незрозумілої хуйні, а не головний герой.",High,Cynical,Vulgar and Disparaging,Negative
"'Маємо судження: всі люди – люди, деякі люди – кур'єри, деякі кур'єри – гандони.'",Medium,Judgmental,Blunt and Insulting,Disrespectful
"Я,бля,якийсь лузер,знов все пропустила,киньте вже мені те фото!ну будь ласка,будьте людьми))",Medium,Frustrated,Casual with Profanity,Annoyed
"Ви дрібні, дешеві нікчемні та страшні бляді, що відразу пильнули, як тільки гроші попали до рук.",High,Derogatory,Insulting and Abusive,Contemptuous
не розумію чому я ржу з цієї хуйні.,Medium,Sarcastic,Informal and Vulgar,Disapproving
я розуміють коли дівчатка обирають мудаків.,Medium,Judgmental,Colloquial and Insulting,Disapproving
Чому пуштуна чекає анал та пляшка?,High,Derogatory,Insulting and Provocative,Hostile
"- Ні, блядь, бінарна сполука.",High,Aggressive,Confrontational and Insulting,Hostile
Настільки хуйово що я б не здивувалася якби зараз випав мокрий сніг,Medium,Frustrated,Colloquial and Vulgar,Discontent
"Доречі, мразь, я не бачу синьої галочки верефікації твітора на твоєму акку, бот.",High,Insulting,Derogatory and Confrontational,Contemptuous
"Напевно, потрібно починати забивати хуй на них. Що я, власне, і буду намагатись робити",High,Dismissive,Confrontational and Vulgar,Defiant
"Гг ти єдиний хто назвав це мілотою)Зазвичай у людей реакція 'блядь, нахєра ти так постриглась'",Medium,Mocking and Critical,Informal and Vulgar,Disapproving
Замело мою Хацапетівку к хуям.,High,Frustrated,Crude and Insulting,Hostile
В смислі блять не хоче?,High,Aggressive,Confrontational and Insulting,Frustrated
"ух ти ж блядь, чо ви так далеко живите? мала і одужати встигне і вам їжі наготувати",High,Frustrated and Disrespectful,Confrontational and Insulting,Irritated
"Хто смішні картінки дівчині кидає, той її і трахає.",High,Derogatory,Vulgar and Offensive,Disrespectful
"Цікаво, чи я хоча б потраплю додому, блять.",Medium,Frustrated,Informal and Profane,Discontent
ROCKY ROAD TO DUBLIN бляяяяя,Medium,Frustrated,Vulgar and Emotional,Annoyed
"так, блятьспочатку Коля, тепер тице передається недоповітряно-недокрапельно-твіттерським шляхом?",High,Frustrated and Sarcastic,Hostile and Vulgar,Irritated
Поцілував за жопу Кім Кардашьян,High,Vulgar,Offensive,Disrespectful
Йдіть в сраку зі своїм холодом.,High,Aggressive,Confrontational and Insulting,Hostile
"#Добриранок всім хто зара в церкві слухає батюшку як він проклинає фарисеїв-підарасів, седукеїв-гівнолизів і злоїбучих римлян-зоофілів!",High,Aggressive,Offensive and Profane,Hostile
"Але підтверджувати, що ти 'сволота, мудак і мразота', я не буду",High,Accusatory,Insulting,Hostile
"Навіть якщо ти, сука, навіть краєм ні до того, ні до того.",High,Aggressive,Confrontational and Insulting,Hostile
"Хай син Порошенка відповідає :* Ну чи той лох, на кого за кордоном зареєстровано.",High,Derogatory,Offensive and Derisive,Contemptuous
"Накуплю собі кактусів і рому, а ви ідіть нахуй.",High,Aggressive,Confrontational and Insulting,Hostile
Зараз згадую та відчуваю неабиякий сором: співаю-то я хуйово.,Medium,Self-deprecating,Crude,Negative
Знову купила нові - а вони теж хуйня.,Medium,Frustrated,Vulgar and Disparaging,Disappointed
Я за кермом: блять сука ти гандон тупий будеш їхати чи повзти?!!,High,Aggressive,Confrontational and Insulting,Hostile
"Лягаєм,пиздимось  з малою за одіяло",High,Aggressive,Confrontational and Vulgar,Hostile
Просто приходив і похуй на щоНіколи не знав того розкладу,Medium,Casual,Colloquial and Vulgar,Indifferent
це не в мудильності справа,Medium,Dismissive,Informal and Demeaning,Disrespectful
"Люди, які мріють жити самі, ви єбануті?",High,Aggressive,Confrontational and Insulting,Hostile
"Якби я палила, я б зара к хєрам накурилась вусмерть.",High,Aggressive,Vulgar and Intense,Desperate
"хуйло зрозумів, що з Україною в нього ніц не вийшло і запостив меседж про колір плаття",High,Mocking,Offensive and Insulting,Derisive
"Як казав Сет, ай похуй",Medium,Nonchalant,Casual and Vulgar,Indifferent
Й кава у них таки хуйова якась,Medium,Complaining,Informal and Insulting,Displeased
"Напад на конвой СБУ, хулі тут такого.",High,Dismissive,Confrontational and Insulting,Apathetic
нє ну ссать то він полюбому ж хоче,Medium,Derogatory,Informal and Vulgar,Mocking
"Луччє ти б навчився йти на хуй так, як це зробив Тектонік.",High,Aggressive,Offensive and Demeaning,Hostile
"'Блядство, шлюхи і разврат' Вованада про виставу Декамерон в ляльковому театрі",High,Derogatory,Offensive and Pejorative,Disparaging
Срань-срань-сраньДурне навчанняЯ вже почала тихо ненавидіти 11 клас -_-,High,Frustrated,Vulgar and Negative,Hostile
"Той хто казав що після відносин і любові немає дружби, пиздів.",Medium,Confrontational,Vulgar,Disapproving
Хахахах блятьУжґдалітьІ я ото ще виправляв ото слово,Medium,Mocking,Vulgar,Frustration
"fork - це вілка, а ножик - це хуйожик©Алєжик",High,Mocking,Offensive and Vulgar,Disrespectful
"Вона настільки охуєнна, що якби вона була мужиком, я б трахала його цілодобово!",High,Sexualized and Vulgar,Crude and Explicit,Objectifying
"Коли німці говорять німецькою, їх хочеться повалити й трахати, коли я говорю німецькою, мене хочеться прибити табуреткою.",High,Aggressive,Insulting and Violent,Hostile
"А хулі ти працювала, суко, я тебе вже два місяці не вмикав.",High,Aggressive,Offensive and Insulting,Hostile
вуахаха іба нєхуй мене кусати скотина!,High,Aggressive,Insulting and Confrontational,Hostile
Хоча я сам через раз не розумію владу і ніхуя не підтримую,Medium,Frustrated,Vulgar and Disapproving,Discontent
ну всякі гандони інші могли подобатися,High,Contemptuous,Insulting,Disdainful
"НАВУШНИКИ. я загубила навушники.курва мать, як можна було загубити навушники?!",Medium,Frustrated,Profane and Emotional,Annoyed
"'Підпалювати сусіду п'ятки, поки це чмо спить в обнімку з телефоном - ахуєнно'",High,Aggressive,Violent and Insulting,Malicious
2) викинути нахуй і налити вінішка.,High,Aggressive,Profane and Disrespectful,Hostile
"Слухайте музику в навушниках, А НЕ ЧЕРЕЗ ДИНАМІК БЛЯТЬ!",High,Aggressive,Confrontational,Hostile
"Бля,такк ти поводишся так же як ті курви,що зайшли до кімнати Джанк...",High,Aggressive,Confrontational and Insulting,Hostile
"Хоча блять, спати з мужиками якось взагалі ніочєнь.",High,Dismissive,Confrontational and Insulting,Disgust
а якщо жопа в целюліті?,Medium,Dismissive,Vulgar and Derogatory,Insulting
"Атлічнєнько попрацювала Безуглик на інтері, Кісєльов рубанув атвєточку за те, що в нього забрали програму, в шустер блядь ще та",High,Mocking and Dismissive,Confrontational and Insulting,Hostile
"Вони довбляться в сраку, їм нема часу писати першим",High,Hostile,Confrontational and Vulgar,Disdainful
"Я просто маленька злобна мразь, яка прагне привласнювати собі людей і тримати їх на повідку біля себе.",High,Aggressive,Insulting and Manipulative,Malicious
"Мама питає як твоє самопочуття, а в тебе хуй на екрані відкритий.",High,Disrespectful,Vulgar and Confrontational,Irresponsible
Бо це ж сука гра ведеться.,Medium,Frustrated,Vulgar,Annoyed
"Ссала на їбало того, хто думав, що комусь цікаво, що там лайкають інші.",High,Aggressive,Vulgar and Insulting,Contemptuous
"Я з тих, хто чекає дедлайна, а потім жопе нада надривать, щоб всьо успєть.",Medium,Frustrated,Colloquial and Vulgar,Stressed
"бляха, 2000-й пост був про мою нестрашну морду",Medium,Annoyed,Informal and Vulgar,Frustrated
"'Чого мене, блять, не зіб'є їбаний трамвай.'",High,Despairing,Vulgar and Aggressive,Desperate
Україна таки трошк крутить педалі (доки нє накідалі гг) але до цивілізованого світу ще срать і срать.,High,Derogatory,Contemptuous and Vulgar,Dismissive
"Це блять руки, навчися ними користуватися!",High,Aggressive,Confrontational and Insulting,Condescending
"Донна, ну бля, ну бля!!!",Medium,Frustrated,Vulgar,Annoyed
"котики, якщо людині похуй, то похуй.і не старайтесь.",Medium,Dismissive,Informal and Coarse,Apathetic
От і я сука нічо А шо шо,Medium,Frustrated,Informal and Insulting,Annoyed
"Кстатє, цього року я була настільки хуйовою дівчинкою, що Миколай не приніс мені навіть різочок.",High,Self-deprecating,Vulgar,Negative
"А нахуя переживати і нервуватись, то ж нікому нахуй не треба.",High,Dismissive,Confrontational and Profane,Indifferent
"Ти блять не повіриш, але да!",Medium,Aggressive,Confrontational,Frustrated
"Понаблюдала деньок за сімейним життям (сестра, її чоловік і двоє дітей) і поняла, шо нахуй, нахуй",High,Dismissive,Confrontational and Insulting,Hostile
Йобнута в голову блядіна таки накукурікала на бан.,High,Aggressive,Confrontational and Insulting,Contemptuous
"Я увесь вечір стібав накшталт: дали субсидію? малаццьі. хуйня ето, главноє, щто Порох в офшори вьівєл тобі тьіщщі доляров.",High,Mocking and Sarcastic,Derogatory and Insulting,Contemptuous
какова хуя?! нічо што я тут?,High,Angry,Confrontational and Aggressive,Hostile
"ЖЕКівці - суки,  їх перегар аж через трубку чути",High,Angry,Aggressive and Insulting,Hostile
"Як би так смішно шуткануть, щоб усі зрозуміли як мені хуйово цього грьобаного ранку?",High,Frustrated and Sarcastic,Vulgar and Insulting,Angry
Не лайкають - хуйовоЛайкають - хуйовоОприділись жінко,High,Dismissive and Aggressive,Confrontational and Insulting,Hostile
"А що зробив ти, пиздобол, придбав квартиру?",High,Confrontational,Insulting,Hostile
"блять, ти тупо мої думки читаєш :)",Medium,Aggressive,Casual and Insulting,Frustrated
"давайте організовуйтесь,тягни того мого мудака коханого за вуха і їдьте до мене!))",High,Aggressive,Confrontational and Insulting,Hostile
вночі тебе пиздять монстри з-під ліжка.,High,Threatening,Vulgar and Aggressive,Intimidating
"Ранку сучки, пора мені вставати:3",Medium,Casual,Vulgar,Disrespectful
"Лєвий мужик в телеграмі написав мені, що він здав аналізи, і що все добре, можна сідати на хуй.",High,Insulting and Disrespectful,Crude and Offensive,Aggressive
"Як людина, в якої від спеки піт скоро почне крапати з очей, прошу грози, просто блять дощу з блискавками.",Medium,Frustrated,Informal and Profane,Desperate
